,id,type,special_status,notes
755,Pocillopora_meandrina_HIv1___RNAseq.g23650.t3,gene,NA,NA
756,Pocillopora_meandrina_HIv1___RNAseq.g3604.t2,gene,NA,NA
757,Pocillopora_meandrina_HIv1___RNAseq.g4654.t1,gene,NA,NA
758,Pocillopora_meandrina_HIv1___TS.g8542.t1,gene,NA,NA
759,Pocillopora_meandrina_HIv1___RNAseq.g14869.t1,gene,NA,NA
760,Pocillopora_meandrina_HIv1___RNAseq.g6331.t2,gene,NA,NA
761,Pocillopora_meandrina_HIv1___RNAseq.g22097.t1,gene,NA,NA
762,Pocillopora_meandrina_HIv1___RNAseq.g20018.t1,gene,NA,NA
763,Pocillopora_meandrina_HIv1___RNAseq.g20403.t1,gene,NA,NA
764,Pocillopora_meandrina_HIv1___RNAseq.g19278.t1,gene,NA,NA
765,Pocillopora_meandrina_HIv1___RNAseq.g7263.t1,gene,NA,NA
766,Pocillopora_meandrina_HIv1___RNAseq.g7509.t1,gene,NA,NA
767,Pocillopora_meandrina_HIv1___RNAseq.g6697.t1,gene,NA,NA
768,Pocillopora_meandrina_HIv1___RNAseq.g6701.t1,gene,NA,NA
769,Pocillopora_meandrina_HIv1___RNAseq.g6837.t1,gene,epi-machinery,PKN1-201 (Histone modification and variants)
770,Pocillopora_meandrina_HIv1___TS.g215.t1,gene,NA,NA
771,Pocillopora_meandrina_HIv1___RNAseq.g6909.t1,gene,NA,NA
772,Pocillopora_meandrina_HIv1___RNAseq.g16079.t1,gene,NA,NA
773,Pocillopora_meandrina_HIv1___TS.g11103.t3,gene,NA,NA
774,Pocillopora_meandrina_HIv1___TS.g16737.t1,gene,NA,NA
775,Pocillopora_meandrina_HIv1___RNAseq.g24045.t1,gene,NA,NA
776,Pocillopora_meandrina_HIv1___RNAseq.g23173.t2,gene,NA,NA
777,Pocillopora_meandrina_HIv1___RNAseq.g6066.t1,gene,NA,NA
778,Pocillopora_meandrina_HIv1___RNAseq.g1868.t2,gene,epi-machinery,Sirt7-201 (Histone modification and variants)
779,Pocillopora_meandrina_HIv1___TS.g4593.t1,gene,NA,NA
780,Pocillopora_meandrina_HIv1___RNAseq.g2255.t1,gene,NA,NA
781,Pocillopora_meandrina_HIv1___RNAseq.g13731.t1,gene,NA,NA
782,Pocillopora_meandrina_HIv1___RNAseq.g8534.t1,gene,NA,NA
783,Pocillopora_meandrina_HIv1___RNAseq.g8536.t1,gene,NA,NA
784,Pocillopora_meandrina_HIv1___TS.g20479.t1,gene,NA,NA
785,Pocillopora_meandrina_HIv1___TS.g20483.t1,gene,NA,NA
786,Pocillopora_meandrina_HIv1___RNAseq.g8764.t2,gene,NA,NA
787,Pocillopora_meandrina_HIv1___RNAseq.g8858.t1,gene,NA,NA
788,Pocillopora_meandrina_HIv1___RNAseq.g8196.t1,gene,NA,NA
789,Pocillopora_meandrina_HIv1___RNAseq.g9003.t1,gene,NA,NA
790,Pocillopora_meandrina_HIv1___RNAseq.g9841.t1,gene,NA,NA
791,Pocillopora_meandrina_HIv1___RNAseq.g9959.t1b,gene,NA,NA
792,Pocillopora_meandrina_HIv1___RNAseq.g25957.t1,gene,NA,NA
793,Pocillopora_meandrina_HIv1___RNAseq.g4288.t1,gene,NA,NA
794,Pocillopora_meandrina_HIv1___RNAseq.18822_t,gene,NA,NA
795,Pocillopora_meandrina_HIv1___RNAseq.g4150.t1,gene,NA,NA
796,Pocillopora_meandrina_HIv1___RNAseq.g28194.t1,gene,NA,NA
797,Pocillopora_meandrina_HIv1___RNAseq.g418.t1,gene,NA,NA
798,Pocillopora_meandrina_HIv1___TS.g17310.t1,gene,NA,NA
799,Pocillopora_meandrina_HIv1___RNAseq.g17749.t1,gene,NA,NA
800,Pocillopora_meandrina_HIv1___RNAseq.g14870.t1,gene,NA,NA
801,Pocillopora_meandrina_HIv1___RNAseq.g16812.t1,gene,NA,NA
802,Pocillopora_meandrina_HIv1___RNAseq.g14114.t1,gene,NA,NA
803,Pocillopora_meandrina_HIv1___TS.g9014.t1b,gene,NA,NA
804,Pocillopora_meandrina_HIv1___RNAseq.g583.t1,gene,NA,NA
805,Pocillopora_meandrina_HIv1___TS.g19607.t1,gene,NA,NA
806,Pocillopora_meandrina_HIv1___RNAseq.g9361.t1,gene,NA,NA
807,Pocillopora_meandrina_HIv1___RNAseq.g17323.t1,gene,NA,NA
808,Pocillopora_meandrina_HIv1___RNAseq.g9107.t1,gene,NA,NA
809,Pocillopora_meandrina_HIv1___RNAseq.g6551.t1,gene,NA,NA
810,Pocillopora_meandrina_HIv1___RNAseq.g6868.t1,gene,NA,NA
811,Pocillopora_meandrina_HIv1___TS.g11574.t1,gene,NA,NA
812,Pocillopora_meandrina_HIv1___RNAseq.g8514.t1,gene,NA,NA
813,Pocillopora_meandrina_HIv1___RNAseq.g8592.t1,gene,NA,NA
814,Pocillopora_meandrina_HIv1___TS.g11888.t1,gene,NA,NA
815,Pocillopora_meandrina_HIv1___RNAseq.g20715.t1,gene,NA,NA
816,Pocillopora_meandrina_HIv1___RNAseq.g21765.t1,gene,epi-machinery,HNRNPA2B1-201 (RNA modification)
817,Pocillopora_meandrina_HIv1___RNAseq.g21827.t1,gene,NA,NA
818,Pocillopora_meandrina_HIv1___RNAseq.g20463.t1,gene,NA,NA
819,Pocillopora_meandrina_HIv1___RNAseq.g19125.t1,gene,NA,NA
820,Pocillopora_meandrina_HIv1___RNAseq.g19153.t1,gene,NA,NA
821,Pocillopora_meandrina_HIv1___RNAseq.g15606.t1,gene,NA,NA
822,Pocillopora_meandrina_HIv1___RNAseq.g15734.t1,gene,NA,NA
823,Pocillopora_meandrina_HIv1___RNAseq.g23880.t1,gene,NA,NA
824,Pocillopora_meandrina_HIv1___RNAseq.g23949.t1,gene,NA,NA
825,Pocillopora_meandrina_HIv1___RNAseq.g23410.t1,gene,NA,NA
826,Pocillopora_meandrina_HIv1___TS.g16473.t1,gene,NA,NA
827,Pocillopora_meandrina_HIv1___RNAseq.g27911.t1,gene,NA,NA
828,Pocillopora_meandrina_HIv1___RNAseq.g6062.t1,gene,NA,NA
829,Pocillopora_meandrina_HIv1___TS.g23938.t1b,gene,NA,NA
830,Pocillopora_meandrina_HIv1___RNAseq.g8807.t1,gene,epi-machinery,DIS3L (ncRNA biogenesis & silencing)
831,Pocillopora_meandrina_HIv1___RNAseq.g9780.t1,gene,NA,NA
832,Pocillopora_meandrina_HIv1___RNAseq.g9542.t1,gene,NA,NA
833,Pocillopora_meandrina_HIv1___RNAseq.g29209.t1,gene,NA,NA
834,Pocillopora_meandrina_HIv1___RNAseq.g14915.t1,gene,NA,NA
835,Pocillopora_meandrina_HIv1___RNAseq.g11924.t1,gene,NA,NA
836,Pocillopora_meandrina_HIv1___RNAseq.g25453.t1,gene,NA,NA
837,Pocillopora_meandrina_HIv1___RNAseq.g578.t1,gene,NA,NA
838,Pocillopora_meandrina_HIv1___RNAseq.g9345.t1,gene,NA,NA
839,Pocillopora_meandrina_HIv1___TS.g2914.t1,gene,NA,NA
840,Pocillopora_meandrina_HIv1___TS.g933.t1,gene,NA,NA
841,Pocillopora_meandrina_HIv1___RNAseq.g25124.t1,gene,NA,NA
842,Pocillopora_meandrina_HIv1___RNAseq.g2747.t1,gene,NA,NA
843,Pocillopora_meandrina_HIv1___RNAseq.g28187.t1,gene,NA,NA
844,Pocillopora_meandrina_HIv1___RNAseq.g18288.t1,gene,NA,NA
845,Pocillopora_meandrina_HIv1___RNAseq.g898.t1,gene,NA,NA
846,Pocillopora_meandrina_HIv1___RNAseq.25719_t,gene,NA,NA
847,Pocillopora_meandrina_HIv1___RNAseq.g1339.t1,gene,NA,NA
848,Pocillopora_meandrina_HIv1___RNAseq.g21352.t1,gene,NA,NA
849,Pocillopora_meandrina_HIv1___RNAseq.g16022.t1,gene,NA,NA
850,Pocillopora_meandrina_HIv1___TS.g11041.t1,gene,NA,NA
851,Pocillopora_meandrina_HIv1___TS.g15059.t1,gene,NA,NA
852,Pocillopora_meandrina_HIv1___RNAseq.g27489.t1,gene,NA,NA
853,Pocillopora_meandrina_HIv1___RNAseq.g5575.t1,gene,NA,NA
854,Pocillopora_meandrina_HIv1___RNAseq.g9962.t1a,gene,NA,NA
855,Pocillopora_meandrina_HIv1___RNAseq.g3736.t1,gene,NA,NA
856,Pocillopora_meandrina_HIv1___RNAseq.g4470.t1,gene,NA,NA
857,Pocillopora_meandrina_HIv1___TS.g8592.t1,gene,NA,NA
858,Pocillopora_meandrina_HIv1___RNAseq.g13529.t1,gene,NA,NA
859,Pocillopora_meandrina_HIv1___RNAseq.g9265.t1,gene,NA,NA
860,Pocillopora_meandrina_HIv1___RNAseq.g4947.t1,gene,NA,NA
861,Pocillopora_meandrina_HIv1___RNAseq.g15789.t1,gene,NA,NA
862,Pocillopora_meandrina_HIv1___TS.g14605.t2,gene,NA,NA
863,Pocillopora_meandrina_HIv1___RNAseq.g12885.t1,gene,NA,NA
864,Pocillopora_meandrina_HIv1___RNAseq.g3552.t1,gene,NA,NA
865,Pocillopora_meandrina_HIv1___RNAseq.g4733.t1b,gene,NA,NA
866,Pocillopora_meandrina_HIv1___RNAseq.g7188.t1,gene,NA,NA
867,Pocillopora_meandrina_HIv1___RNAseq.g23904.t1,gene,NA,NA
868,Pocillopora_meandrina_HIv1___RNAseq.g27467.t1,gene,NA,NA
869,Pocillopora_meandrina_HIv1___RNAseq.g2374.t1,gene,NA,NA
870,Pocillopora_meandrina_HIv1___RNAseq.g4840.t1,gene,NA,NA
871,Pocillopora_meandrina_HIv1___RNAseq.g9470.t1,gene,NA,NA
872,Pocillopora_meandrina_HIv1___RNAseq.g3965.t1,gene,NA,NA
873,Pocillopora_meandrina_HIv1___RNAseq.g3966.t1,gene,NA,NA
874,Pocillopora_meandrina_HIv1___TS.g15728.t1,gene,NA,NA
875,Pocillopora_meandrina_HIv1___RNAseq.g6914.t1,gene,NA,NA
876,Pocillopora_meandrina_HIv1___RNAseq.g27972.t1,gene,NA,NA
877,Pocillopora_meandrina_HIv1___RNAseq.g20039.t1,gene,NA,NA
878,Pocillopora_meandrina_HIv1___TS.g28288.t1,gene,NA,NA
879,Pocillopora_meandrina_HIv1___TS.g13098.t1,gene,NA,NA
880,Pocillopora_meandrina_HIv1___RNAseq.9397_t,gene,NA,NA
881,Pocillopora_meandrina_HIv1___TS.g16929.t1,gene,NA,NA
882,Pocillopora_meandrina_HIv1___RNAseq.g26810.t1,gene,NA,NA
883,Pocillopora_meandrina_HIv1___RNAseq.g26939.t1,gene,NA,NA
884,Pocillopora_meandrina_HIv1___RNAseq.g5308.t1,gene,NA,NA
885,Pocillopora_meandrina_HIv1___TS.g4673.t1,gene,NA,NA
886,Pocillopora_meandrina_HIv1___RNAseq.g13248.t1,gene,NA,NA
887,Pocillopora_meandrina_HIv1___RNAseq.g10013.t1,gene,NA,NA
888,Pocillopora_meandrina_HIv1___TS.g23752.t1,gene,NA,NA
889,Pocillopora_meandrina_HIv1___RNAseq.g3677.t1,gene,NA,NA
890,Pocillopora_meandrina_HIv1___RNAseq.g26199.t1,gene,NA,NA
891,Pocillopora_meandrina_HIv1___RNAseq.g4782.t1,gene,NA,NA
892,Pocillopora_meandrina_HIv1___RNAseq.g11294.t1,gene,NA,NA
893,Pocillopora_meandrina_HIv1___RNAseq.g11726.t1,gene,NA,NA
894,Pocillopora_meandrina_HIv1___TS.g6338.t1,gene,NA,NA
895,Pocillopora_meandrina_HIv1___RNAseq.g29556.t1b,gene,NA,NA
896,Pocillopora_meandrina_HIv1___RNAseq.g18403.t1a,gene,NA,NA
897,Pocillopora_meandrina_HIv1___RNAseq.g3054.t1,gene,NA,NA
898,Pocillopora_meandrina_HIv1___RNAseq.g14836.t1,gene,NA,NA
899,Pocillopora_meandrina_HIv1___RNAseq.g25459.t1,gene,NA,NA
900,Pocillopora_meandrina_HIv1___RNAseq.g30111.t1,gene,NA,NA
901,Pocillopora_meandrina_HIv1___TS.g26105.t1,gene,NA,NA
902,Pocillopora_meandrina_HIv1___RNAseq.g21547.t1,gene,NA,NA
903,Pocillopora_meandrina_HIv1___RNAseq.g8039.t1,gene,NA,NA
904,Pocillopora_meandrina_HIv1___RNAseq.g10194.t1,gene,NA,NA
905,Pocillopora_meandrina_HIv1___RNAseq.g25844.t1,gene,NA,NA
906,Pocillopora_meandrina_HIv1___RNAseq.g1120.t1,gene,epi-machinery,TNRC6 (ncRNA biogenesis & silencing)
907,Pocillopora_meandrina_HIv1___TS.g26164.t1,gene,NA,NA
908,Pocillopora_meandrina_HIv1___RNAseq.g18085.t1,gene,NA,NA
909,Pocillopora_meandrina_HIv1___RNAseq.g14958.t1,gene,epi-machinery,BAP1-202 (Ubiquitin signaling)
910,Pocillopora_meandrina_HIv1___RNAseq.g3315.t1,gene,NA,NA
911,Pocillopora_meandrina_HIv1___TS.g23771.t1,gene,NA,NA
912,Pocillopora_meandrina_HIv1___TS.g12745.t1,gene,NA,NA
913,Pocillopora_meandrina_HIv1___TS.g3943.t1,gene,NA,NA
914,Pocillopora_meandrina_HIv1___RNAseq.g9041.t1a,gene,NA,NA
915,Pocillopora_meandrina_HIv1___RNAseq.g4104.t1,gene,epi-machinery,Kat2a-202; Kat2b-201 (Histone modification and variants)
916,Pocillopora_meandrina_HIv1___RNAseq.g14712.t1,gene,NA,NA
917,Pocillopora_meandrina_HIv1___RNAseq.g27416.t1,gene,NA,NA
918,Pocillopora_meandrina_HIv1___RNAseq.g1865.t1,gene,NA,NA
919,Pocillopora_meandrina_HIv1___RNAseq.g26353.t1,gene,NA,NA
920,Pocillopora_meandrina_HIv1___RNAseq.g10251.t1,gene,NA,NA
921,Pocillopora_meandrina_HIv1___TS.g13692.t1,gene,NA,NA
922,Pocillopora_meandrina_HIv1___RNAseq.g21594.t1,gene,NA,NA
923,Pocillopora_meandrina_HIv1___RNAseq.g20276.t1,gene,NA,NA
924,Pocillopora_meandrina_HIv1___RNAseq.g15953.t1,gene,NA,NA
925,Pocillopora_meandrina_HIv1___RNAseq.g24675.t1,gene,NA,NA
926,Pocillopora_meandrina_HIv1___TS.g16589.t1,gene,NA,NA
927,Pocillopora_meandrina_HIv1___RNAseq.g23169.t1,gene,NA,NA
928,Pocillopora_meandrina_HIv1___TS.g16193.t1,gene,NA,NA
929,Pocillopora_meandrina_HIv1___RNAseq.g22915.t2,gene,NA,NA
930,Pocillopora_meandrina_HIv1___RNAseq.g5433.t1,gene,NA,NA
931,Pocillopora_meandrina_HIv1___RNAseq.g1748.t1,gene,NA,NA
932,Pocillopora_meandrina_HIv1___RNAseq.g13109.t1,gene,NA,NA
933,Pocillopora_meandrina_HIv1___RNAseq.g13373.t1,gene,NA,NA
934,Pocillopora_meandrina_HIv1___RNAseq.g8391.t1,gene,NA,NA
935,Pocillopora_meandrina_HIv1___RNAseq.g8879.t1,gene,NA,NA
936,Pocillopora_meandrina_HIv1___RNAseq.g9764.t1,gene,NA,NA
937,Pocillopora_meandrina_HIv1___RNAseq.g26343.t1,gene,NA,NA
938,Pocillopora_meandrina_HIv1___RNAseq.g26540.t1,gene,NA,NA
939,Pocillopora_meandrina_HIv1___TS.g21578.t1,gene,NA,NA
940,Pocillopora_meandrina_HIv1___RNAseq.g18119.t1,gene,NA,NA
941,Pocillopora_meandrina_HIv1___RNAseq.g10665.t1,gene,NA,NA
942,Pocillopora_meandrina_HIv1___RNAseq.g17627.t1,gene,NA,NA
943,Pocillopora_meandrina_HIv1___RNAseq.g12194.t1,gene,NA,NA
944,Pocillopora_meandrina_HIv1___RNAseq.g13979.t1,gene,NA,NA
945,Pocillopora_meandrina_HIv1___RNAseq.g1018.t1,gene,NA,NA
946,Pocillopora_meandrina_HIv1___RNAseq.g25456.t1,gene,NA,NA
947,Pocillopora_meandrina_HIv1___RNAseq.g9286.t1,gene,NA,NA
948,Pocillopora_meandrina_HIv1___RNAseq.g5012.t1,gene,NA,NA
949,Pocillopora_meandrina_HIv1___RNAseq.g6383.t1,gene,NA,NA
950,Pocillopora_meandrina_HIv1___RNAseq.g12815.t1,gene,NA,NA
951,Pocillopora_meandrina_HIv1___RNAseq.g22593.t1,gene,NA,NA
952,Pocillopora_meandrina_HIv1___RNAseq.g6000.t1,gene,epi-machinery,UBR2-202 (Ubiquitin signaling)
953,Pocillopora_meandrina_HIv1___RNAseq.g4703.t2,gene,NA,NA
954,Pocillopora_meandrina_HIv1___RNAseq.g28829.t1,gene,NA,NA
955,Pocillopora_meandrina_HIv1___RNAseq.g27216.t1,gene,NA,NA
956,Pocillopora_meandrina_HIv1___RNAseq.g14406.t1,gene,NA,NA
957,Pocillopora_meandrina_HIv1___RNAseq.g4219.t1,gene,NA,NA
958,Pocillopora_meandrina_HIv1___RNAseq.g17855.t1,gene,NA,NA
959,Pocillopora_meandrina_HIv1___RNAseq.g26279.t1,gene,NA,NA
960,Pocillopora_meandrina_HIv1___RNAseq.g10909.t1,gene,NA,NA
961,Pocillopora_meandrina_HIv1___RNAseq.g22033.t1,gene,NA,NA
962,Pocillopora_meandrina_HIv1___RNAseq.g20238.t1,gene,NA,NA
963,Pocillopora_meandrina_HIv1___RNAseq.g18711.t1,gene,NA,NA
964,Pocillopora_meandrina_HIv1___RNAseq.g7611.t1,gene,NA,NA
965,Pocillopora_meandrina_HIv1___RNAseq.g16493.t1,gene,NA,NA
966,Pocillopora_meandrina_HIv1___RNAseq.g24984.t1,gene,NA,NA
967,Pocillopora_meandrina_HIv1___RNAseq.g23558.t1,gene,NA,NA
968,Pocillopora_meandrina_HIv1___RNAseq.g5404.t1,gene,NA,NA
969,Pocillopora_meandrina_HIv1___RNAseq.g5118.t1,gene,NA,NA
970,Pocillopora_meandrina_HIv1___RNAseq.g5926.t1,gene,NA,NA
971,Pocillopora_meandrina_HIv1___RNAseq.g2559.t1,gene,NA,NA
972,Pocillopora_meandrina_HIv1___RNAseq.g2567.t1,gene,NA,NA
973,Pocillopora_meandrina_HIv1___RNAseq.g13293.t1,gene,NA,NA
974,Pocillopora_meandrina_HIv1___RNAseq.g29177.t1,gene,NA,NA
975,Pocillopora_meandrina_HIv1___RNAseq.g28449.t1,gene,NA,NA
976,Pocillopora_meandrina_HIv1___TS.g8006.t1,gene,NA,NA
977,Pocillopora_meandrina_HIv1___RNAseq.g16906.t1,gene,NA,NA
978,Pocillopora_meandrina_HIv1___RNAseq.g16975.t1,gene,NA,NA
979,Pocillopora_meandrina_HIv1___RNAseq.g13654.t2,gene,NA,NA
980,Pocillopora_meandrina_HIv1___RNAseq.g9431.t1,gene,NA,NA
981,Pocillopora_meandrina_HIv1___RNAseq.g22570.t1,gene,NA,NA
982,Pocillopora_meandrina_HIv1___TS.g21248.t1,gene,NA,NA
983,Pocillopora_meandrina_HIv1___RNAseq.g21698.t1,gene,NA,NA
984,Pocillopora_meandrina_HIv1___TS.g16019.t1,gene,NA,NA
985,Pocillopora_meandrina_HIv1___RNAseq.g26767.t1,gene,NA,NA
986,Pocillopora_meandrina_HIv1___TS.g4417.t1,gene,NA,NA
987,Pocillopora_meandrina_HIv1___RNAseq.g29874.t1,gene,NA,NA
988,Pocillopora_meandrina_HIv1___RNAseq.g7317.t2,gene,NA,NA
989,Pocillopora_meandrina_HIv1___RNAseq.g23227.t1,gene,NA,NA
990,Pocillopora_meandrina_HIv1___TS.g15372.t1,gene,NA,NA
991,Pocillopora_meandrina_HIv1___RNAseq.g13008.t1,gene,NA,NA
992,Pocillopora_meandrina_HIv1___TS.g7023.t1,gene,NA,NA
993,Pocillopora_meandrina_HIv1___RNAseq.g17618.t1b,gene,NA,NA
994,Pocillopora_meandrina_HIv1___RNAseq.g6426.t1,gene,NA,NA
995,Pocillopora_meandrina_HIv1___RNAseq.g19288.t1,gene,NA,NA
996,Pocillopora_meandrina_HIv1___RNAseq.g27544.t1,gene,NA,NA
997,Pocillopora_meandrina_HIv1___RNAseq.g13665.t1,gene,NA,NA
998,Pocillopora_meandrina_HIv1___RNAseq.g26491.t1,gene,NA,NA
999,Pocillopora_meandrina_HIv1___RNAseq.g17817.t2,gene,NA,NA
1000,Pocillopora_meandrina_HIv1___TS.g26522.t1,gene,NA,NA
1001,Pocillopora_meandrina_HIv1___RNAseq.g7090.t1,gene,NA,NA
1002,Pocillopora_meandrina_HIv1___TS.g4491.t1,gene,NA,NA
1003,Pocillopora_meandrina_HIv1___RNAseq.g26253.t1,gene,NA,NA
1004,Pocillopora_meandrina_HIv1___RNAseq.g28667.t1,gene,NA,NA
1005,Pocillopora_meandrina_HIv1___RNAseq.g18019.t1,gene,NA,NA
1006,Pocillopora_meandrina_HIv1___RNAseq.g1584.t1,gene,NA,NA
1007,Pocillopora_meandrina_HIv1___RNAseq.g25239.t1,gene,NA,NA
1008,Pocillopora_meandrina_HIv1___RNAseq.g23879.t1,gene,NA,NA
1009,Pocillopora_meandrina_HIv1___RNAseq.g6179.t1,gene,NA,NA
1010,Pocillopora_meandrina_HIv1___RNAseq.g358.t2,gene,NA,NA
1011,Pocillopora_meandrina_HIv1___RNAseq.g6951.t1,gene,NA,NA
1012,Pocillopora_meandrina_HIv1___RNAseq.g15572.t1,gene,NA,NA
1013,Pocillopora_meandrina_HIv1___RNAseq.g23200.t1,gene,NA,NA
1014,Pocillopora_meandrina_HIv1___RNAseq.g14264.t1,gene,NA,NA
1015,Pocillopora_meandrina_HIv1___RNAseq.g14538.t3,gene,epi-machinery,MCM3AP-201 (ncRNA biogenesis & silencing)
1016,Pocillopora_meandrina_HIv1___RNAseq.g17228.t1,gene,NA,NA
1017,Pocillopora_meandrina_HIv1___RNAseq.g21096.t2,gene,NA,NA
1018,Pocillopora_meandrina_HIv1___RNAseq.g21270.t1,gene,NA,NA
1019,Pocillopora_meandrina_HIv1___RNAseq.g20078.t1,gene,NA,NA
1020,Pocillopora_meandrina_HIv1___RNAseq.g16311.t1,gene,NA,NA
1021,Pocillopora_meandrina_HIv1___RNAseq.g29018.t1,gene,NA,NA
1022,Pocillopora_meandrina_HIv1___RNAseq.g29171.t1,gene,NA,NA
1023,Pocillopora_meandrina_HIv1___RNAseq.g6314.t1,gene,NA,NA
1024,Pocillopora_meandrina_HIv1___RNAseq.g21288.t1,gene,NA,NA
1025,Pocillopora_meandrina_HIv1___RNAseq.g24972.t1,gene,NA,NA
1026,Pocillopora_meandrina_HIv1___TS.g15384.t1,gene,NA,NA
1027,Pocillopora_meandrina_HIv1___RNAseq.g21187.t1,gene,NA,NA
1028,Pocillopora_meandrina_HIv1___TS.g2814.t1,gene,NA,NA
1029,Pocillopora_meandrina_HIv1___TS.g15377.t1,gene,NA,NA
1030,Pocillopora_meandrina_HIv1___RNAseq.g28274.t1,gene,NA,NA
1031,Pocillopora_meandrina_HIv1___RNAseq.g18080.t1,gene,NA,NA
1032,Pocillopora_meandrina_HIv1___RNAseq.g28658.t1,gene,NA,NA
1033,Pocillopora_meandrina_HIv1___RNAseq.g17187.t1,gene,NA,NA
1034,Pocillopora_meandrina_HIv1___TS.g16963.t1a,gene,NA,NA
1035,lncRNA_16024,lncRNA,NA,NA
1036,lncRNA_11540,lncRNA,NA,NA
1037,lncRNA_1289,lncRNA,NA,NA
1038,lncRNA_1647,lncRNA,NA,NA
1039,lncRNA_2740,lncRNA,NA,NA
1040,lncRNA_2741,lncRNA,NA,NA
1041,lncRNA_2742,lncRNA,NA,NA
1042,lncRNA_3369,lncRNA,NA,NA
1043,lncRNA_4718,lncRNA,NA,NA
1044,lncRNA_9229,lncRNA,NA,NA
1045,lncRNA_9390,lncRNA,NA,NA
1046,lncRNA_9685,lncRNA,NA,NA
1047,lncRNA_11267,lncRNA,NA,NA
1048,lncRNA_9035,lncRNA,NA,NA
1049,lncRNA_9036,lncRNA,NA,NA
1050,lncRNA_9037,lncRNA,NA,NA
1051,lncRNA_15427,lncRNA,NA,NA
1052,lncRNA_15449,lncRNA,NA,NA
1053,lncRNA_13027,lncRNA,NA,NA
1054,lncRNA_3632,lncRNA,NA,NA
1055,lncRNA_10150,lncRNA,NA,NA
1056,lncRNA_1071,lncRNA,NA,NA
1057,lncRNA_11275,lncRNA,NA,NA
1058,lncRNA_1279,lncRNA,NA,NA
1059,lncRNA_12813,lncRNA,NA,NA
1060,lncRNA_12814,lncRNA,NA,NA
1061,lncRNA_12815,lncRNA,NA,NA
1062,lncRNA_13388,lncRNA,NA,NA
1063,lncRNA_14418,lncRNA,NA,NA
1064,lncRNA_14449,lncRNA,NA,NA
1065,lncRNA_15316,lncRNA,NA,NA
1066,lncRNA_15317,lncRNA,NA,NA
1067,lncRNA_15744,lncRNA,NA,NA
1068,lncRNA_15745,lncRNA,NA,NA
1069,lncRNA_15746,lncRNA,NA,NA
1070,lncRNA_1820,lncRNA,NA,NA
1071,lncRNA_1821,lncRNA,NA,NA
1072,lncRNA_2150,lncRNA,NA,NA
1073,lncRNA_2153,lncRNA,NA,NA
1074,lncRNA_2612,lncRNA,NA,NA
1075,lncRNA_3247,lncRNA,NA,NA
1076,lncRNA_3537,lncRNA,NA,NA
1077,lncRNA_3538,lncRNA,NA,NA
1078,lncRNA_4722,lncRNA,NA,NA
1079,lncRNA_5164,lncRNA,NA,NA
1080,lncRNA_6377,lncRNA,NA,NA
1081,lncRNA_7122,lncRNA,NA,NA
1082,lncRNA_7674,lncRNA,NA,NA
1083,lncRNA_7675,lncRNA,NA,NA
1084,lncRNA_8017,lncRNA,NA,NA
1085,lncRNA_8018,lncRNA,NA,NA
1086,lncRNA_8085,lncRNA,NA,NA
1087,lncRNA_14088,lncRNA,NA,NA
1088,lncRNA_1661,lncRNA,NA,NA
1089,lncRNA_2065,lncRNA,NA,NA
1090,lncRNA_3477,lncRNA,NA,NA
1091,lncRNA_9913,lncRNA,NA,NA
1092,lncRNA_10569,lncRNA,NA,NA
1093,lncRNA_2658,lncRNA,NA,NA
1094,lncRNA_2659,lncRNA,NA,NA
1095,lncRNA_9412,lncRNA,NA,NA
1096,lncRNA_12474,lncRNA,NA,NA
1097,lncRNA_14210,lncRNA,NA,NA
1098,lncRNA_14211,lncRNA,NA,NA
1099,lncRNA_2571,lncRNA,NA,NA
1100,lncRNA_11807,lncRNA,NA,NA
1101,lncRNA_11246,lncRNA,NA,NA
1102,lncRNA_11509,lncRNA,NA,NA
1103,lncRNA_12049,lncRNA,NA,NA
1104,lncRNA_1323,lncRNA,NA,NA
1105,lncRNA_13332,lncRNA,NA,NA
1106,lncRNA_13351,lncRNA,NA,NA
1107,lncRNA_13352,lncRNA,NA,NA
1108,lncRNA_14813,lncRNA,NA,NA
1109,lncRNA_14939,lncRNA,NA,NA
1110,lncRNA_15078,lncRNA,NA,NA
1111,lncRNA_2361,lncRNA,NA,NA
1112,lncRNA_2890,lncRNA,NA,NA
1113,lncRNA_2914,lncRNA,NA,NA
1114,lncRNA_3577,lncRNA,NA,NA
1115,lncRNA_4232,lncRNA,NA,NA
1116,lncRNA_4266,lncRNA,NA,NA
1117,lncRNA_4727,lncRNA,NA,NA
1118,lncRNA_5080,lncRNA,NA,NA
1119,lncRNA_5385,lncRNA,NA,NA
1120,lncRNA_5431,lncRNA,NA,NA
1121,lncRNA_5805,lncRNA,NA,NA
1122,lncRNA_6287,lncRNA,NA,NA
1123,lncRNA_6565,lncRNA,NA,NA
1124,lncRNA_6968,lncRNA,NA,NA
1125,lncRNA_7749,lncRNA,NA,NA
1126,lncRNA_8183,lncRNA,NA,NA
1127,lncRNA_1020,lncRNA,NA,NA
1128,lncRNA_10655,lncRNA,NA,NA
1129,lncRNA_12857,lncRNA,NA,NA
1130,lncRNA_14033,lncRNA,NA,NA
1131,lncRNA_14673,lncRNA,NA,NA
1132,lncRNA_14674,lncRNA,NA,NA
1133,lncRNA_2648,lncRNA,NA,NA
1134,lncRNA_3183,lncRNA,NA,NA
