transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
Peve_00027265,427,174,541,152,680
Peve_00027264,67,0,0,31,0
Peve_00004273,0,0,0,0,0
Peve_00027269,516,227,965,650,760
Peve_00027268,2,0,0,43,0
Peve_00004272,0,0,0,0,0
Peve_00021319,233,44,1435,25,324
Peve_00021318,96,9,317,22,79
Peve_00024790,41,20,0,0,148
Peve_00024791,0,0,0,0,0
Peve_00024796,14,0,31,6,23
Peve_00039550,451,85,591,311,317
Peve_00024794,165,1593,850,253,182
Peve_00024795,0,0,0,0,0
Peve_00026718,0,0,0,3,0
Peve_00021310,0,0,0,0,0
Peve_00024798,6400,474,1429,1990,7278
Peve_00021312,11,1,0,0,6
Peve_00021315,447,187,483,145,608
Peve_00021314,0,0,0,0,0
Peve_00021317,0,0,0,27,44
Peve_00021316,0,0,0,0,41
Peve_00044982,0,5,0,0,0
Peve_00022569,3830,1206,4441,2274,5225
Peve_00022568,28,4,741,0,84
Peve_00022567,220,94,1019,162,182
Peve_00022566,314,279,911,144,371
Peve_00022564,1,0,42,0,10
Peve_00022563,1573,735,1172,522,1479
Peve_00022562,0,0,0,4,0
Peve_00022561,0,0,0,0,0
Peve_00022560,0,0,0,0,0
Peve_00037864,77,10,73,0,127
Peve_00037865,0,10,13,38,78
Peve_00037866,0,0,0,0,7
Peve_00037867,21,17,9,4,56
Peve_00037860,41,17,9,20,77
Peve_00037861,124,4,343,0,68
Peve_00037862,15,0,0,0,0
Peve_00004278,5,0,0,0,0
Peve_00037868,0,0,0,0,0
Peve_00012142,0,0,265,27,75
Peve_00017709,3,4,46,0,0
Peve_00017708,208,96,633,173,210
Peve_00012143,43,3,328,55,79
Peve_00017703,0,0,0,0,0
Peve_00017702,0,0,0,0,0
Peve_00017701,218,252,366,142,349
Peve_00017700,0,0,0,0,0
Peve_00012140,4,0,0,0,0
Peve_00017705,717,2503,1613,612,1922
Peve_00017704,29,69,544,46,73
Peve_00012141,59,143,635,147,358
Peve_00012147,0,5,221,18,37
Peve_00012144,36,21,73,92,309
Peve_00002467,0,0,0,0,0
Peve_00013282,0,0,0,0,0
Peve_00013283,0,0,0,0,0
Peve_00013280,5,3,0,1,24
Peve_00013286,0,0,0,0,0
Peve_00013287,0,0,0,0,0
Peve_00013284,0,7,0,0,8
Peve_00013285,19,18,0,0,14
Peve_00013288,0,0,0,0,0
Peve_00013289,0,0,0,0,0
Peve_00035803,0,0,0,0,0
Peve_00014964,367,143,124,141,404
Peve_00031135,0,0,0,7,0
Peve_00014965,0,0,0,0,0
Peve_00024248,0,14,0,293,1311
Peve_00024249,53,28,242,43,69
Peve_00011660,10,2,6,3,20
Peve_00004207,2,9,0,0,0
Peve_00011667,0,0,0,0,0
Peve_00011664,7,0,0,15,13
Peve_00023219,104,53,101,75,99
Peve_00023216,0,0,0,0,0
Peve_00023217,1497,5412,95,354,98
Peve_00023214,90,22,235,35,150
Peve_00024243,0,0,0,0,0
Peve_00023212,1,4,1,0,2
Peve_00014968,24,3,13,40,36
Peve_00023210,786,85,1232,267,786
Peve_00023211,354,100,922,223,390
Peve_00013138,0,0,0,0,0
Peve_00025119,0,0,0,0,0
Peve_00014969,9,0,87,14,2
Peve_00013130,13,0,9,10,18
Peve_00013131,62,51,66,18,72
Peve_00013132,58,19,110,45,106
Peve_00013133,146,121,502,110,300
Peve_00025117,40,0,0,19,0
Peve_00025116,11,0,0,0,0
Peve_00025115,0,0,0,0,50
Peve_00025114,360,0,339,51,305
Peve_00045007,0,0,0,0,0
Peve_00021536,0,0,0,0,0
Peve_00042050,0,0,0,0,0
Peve_00020543,7,89,0,0,7
Peve_00020542,0,0,0,0,0
Peve_00020541,10,2,102,30,0
Peve_00042052,160,85,121,44,291
Peve_00020547,0,29,0,12,0
Peve_00020544,0,31,0,0,0
Peve_00020549,379,124,852,187,193
Peve_00025367,0,0,0,0,0
Peve_00045002,0,0,0,0,0
Peve_00045001,0,0,0,0,0
Peve_00045000,0,0,0,0,0
Peve_00004202,0,0,0,0,0
Peve_00020899,7,0,0,0,0
Peve_00020898,0,0,0,0,0
Peve_00004825,0,0,0,0,0
Peve_00004822,0,0,0,0,0
Peve_00004821,0,0,0,0,0
Peve_00020891,7,0,0,0,25
Peve_00020890,652,417,2041,462,1332
Peve_00020893,0,0,0,0,1
Peve_00020892,95,5,82,3,115
Peve_00020895,0,0,0,0,0
Peve_00020894,9,2,0,7,32
Peve_00020897,0,0,0,0,0
Peve_00020896,821,282,1009,474,768
Peve_00010539,0,0,0,0,0
Peve_00010538,163,0,0,0,154
Peve_00010535,27,35,95,7,58
Peve_00010534,0,0,0,0,0
Peve_00010537,509,38,69,41,412
Peve_00010536,64,14,235,31,159
Peve_00039086,0,0,0,0,0
Peve_00010533,41,0,0,0,100
Peve_00010532,16,0,0,0,0
Peve_00026920,897,19,1221,366,441
Peve_00004798,183,188,282,231,189
Peve_00004799,0,0,32,15,2
Peve_00004794,168,42,447,195,376
Peve_00004795,290,633,420,301,448
Peve_00004796,182,81,683,259,577
Peve_00004797,506,496,599,342,602
Peve_00004790,179,127,282,132,255
Peve_00004791,2,0,0,0,3
Peve_00004793,0,0,0,0,0
Peve_00002308,265,84,227,47,479
Peve_00012669,0,0,0,0,0
Peve_00012668,3,0,31,0,0
Peve_00039082,0,0,0,0,16
Peve_00040467,0,0,0,0,0
Peve_00002301,3150,1808,5856,2152,2294
Peve_00012662,0,0,0,0,0
Peve_00002303,215,117,529,105,171
Peve_00002302,405,257,546,101,391
Peve_00002305,346,160,229,132,220
Peve_00012666,0,0,0,0,0
Peve_00002307,82,50,97,18,135
Peve_00002306,1277,1470,1029,575,2674
Peve_00004201,0,18,0,0,84
Peve_00041517,41,0,64,2,0
Peve_00041292,1077,224,2224,699,631
Peve_00041293,2640,1132,3374,1167,2299
Peve_00041290,4489,972,1178,699,2957
Peve_00041291,169,94,95,98,98
Peve_00041296,499,130,382,206,139
Peve_00041297,436,388,81,333,701
Peve_00041294,225,576,668,237,315
Peve_00041295,11,95,126,35,30
Peve_00041298,16,5,0,20,0
Peve_00041299,210,56,443,51,171
Peve_00042929,4024,879,5730,4108,5973
Peve_00042921,0,120,1521,571,200
Peve_00042920,9,21,0,0,47
Peve_00042923,103,155,477,320,111
Peve_00042922,12,246,1192,179,169
Peve_00042925,780,307,453,279,999
Peve_00042924,51,20,48,27,53
Peve_00042927,61,34,77,72,112
Peve_00042926,0,0,0,0,0
Peve_00041748,565,385,481,301,955
Peve_00041749,2383,795,2173,1257,3146
Peve_00044740,0,0,0,0,0
Peve_00044518,118,104,360,97,136
Peve_00044519,630,358,477,307,357
Peve_00044516,9,5,0,0,13
Peve_00044517,0,0,308,3,162
Peve_00044514,60,0,0,0,0
Peve_00041743,0,0,0,0,0
Peve_00044512,25,0,488,115,93
Peve_00041745,46,41,520,108,107
Peve_00041746,73,73,491,54,92
Peve_00044511,76,64,580,61,211
Peve_00014535,0,0,0,0,0
Peve_00014544,13,12,5,5,28
Peve_00014545,0,0,0,5,7
Peve_00014546,7,0,0,0,0
Peve_00014547,8006,7211,4234,4469,9888
Peve_00014540,539,216,910,517,823
Peve_00014541,8,5,0,5,22
Peve_00014543,21,0,39,0,21
Peve_00008022,0,0,0,0,0
Peve_00008023,0,0,0,0,0
Peve_00008020,349,63,328,43,152
Peve_00008021,2,0,8,1,7
Peve_00008026,395,433,479,273,542
Peve_00008027,4507,1766,1646,1470,4203
Peve_00008025,69,0,62,54,22
Peve_00000237,859,448,370,234,649
Peve_00000236,6,0,10,0,0
Peve_00000235,13,30,0,24,29
Peve_00000234,17,0,0,4,20
Peve_00000232,19,27,26,45,18
Peve_00000231,189,51,113,119,418
Peve_00000230,24,0,0,32,87
Peve_00000239,158,35,188,130,208
Peve_00000238,4,4,0,2,57
Peve_00001546,2695,1022,505,1489,1728
Peve_00001547,0,0,0,6,0
Peve_00001544,12,0,0,0,13
Peve_00001545,1000,339,629,601,1262
Peve_00001542,33,0,0,0,0
Peve_00001543,0,0,0,4,10
Peve_00001540,0,7,4,0,5
Peve_00001541,85,45,43,89,91
Peve_00011747,0,0,0,0,0
Peve_00001548,0,27,0,0,9
Peve_00019679,0,0,0,0,42
Peve_00008791,3187,1896,1196,958,2688
Peve_00008792,126,68,308,108,316
Peve_00008793,1002,282,1088,576,894
Peve_00008794,0,0,0,0,0
Peve_00008795,5,0,27,3,4
Peve_00008796,1,0,0,0,0
Peve_00008797,402,211,234,183,531
Peve_00008798,0,8,0,14,0
Peve_00008799,14,7,0,5,12
Peve_00019673,0,0,0,0,0
Peve_00019672,0,228,40,0,68
Peve_00019675,0,852,48,0,0
Peve_00019674,0,345,0,0,0
Peve_00019676,0,0,0,0,0
Peve_00039938,356,71,315,172,320
Peve_00039939,62,39,336,35,91
Peve_00039934,176,142,927,204,132
Peve_00039935,117,92,274,237,125
Peve_00039936,63,21,66,16,84
Peve_00039937,204,166,223,65,113
Peve_00039930,0,0,0,0,0
Peve_00039932,0,9,0,7,2
Peve_00039933,0,0,0,0,0
Peve_00011749,0,0,0,0,0
Peve_00042219,0,0,0,0,0
Peve_00042218,0,0,0,0,0
Peve_00042213,0,0,0,0,0
Peve_00042212,0,0,0,0,0
Peve_00042211,0,0,0,0,0
Peve_00042210,0,0,0,0,0
Peve_00042217,0,0,0,0,39
Peve_00042216,0,0,0,0,2
Peve_00042215,0,4,0,0,38
Peve_00042214,0,0,0,0,2
Peve_00000499,166,116,631,123,155
Peve_00000498,48,60,0,56,69
Peve_00000493,0,0,0,0,0
Peve_00000492,3,0,0,0,5
Peve_00000491,0,0,0,0,0
Peve_00000490,0,4,0,10,0
Peve_00000497,0,0,0,0,0
Peve_00000496,0,0,0,0,0
Peve_00000495,0,0,0,0,0
Peve_00000494,29103,9495,5281,10821,51451
Peve_00009775,11,5,9,5,8
Peve_00009774,0,0,0,0,0
Peve_00009776,13,5,0,3,9
Peve_00009771,0,0,0,0,0
Peve_00009770,0,0,0,0,0
Peve_00009773,0,0,0,0,0
Peve_00009779,0,0,0,0,0
Peve_00009778,0,0,0,0,0
Peve_00002891,0,80,0,0,106
Peve_00002890,226,248,799,137,450
Peve_00002893,140,69,488,137,53
Peve_00002892,438,193,0,196,192
Peve_00002895,0,12,22,9,3847
Peve_00035135,0,0,0,0,0
Peve_00002897,2,1,3,0,0
Peve_00002899,0,0,0,20,2
Peve_00002898,5027,1013,1637,2170,5073
Peve_00004071,58,9,80,0,21
Peve_00004070,0,0,0,0,0
Peve_00004073,2947,1460,1394,2672,7525
Peve_00004072,7,0,0,4,0
Peve_00004075,557,2140,1033,267,2810
Peve_00004074,56,0,33,0,0
Peve_00015398,306,98,892,313,520
Peve_00004076,56,45,119,35,82
Peve_00004079,35,0,0,0,14
Peve_00004078,42,25,261,7,72
Peve_00015394,619,466,356,280,1342
Peve_00015395,3956,1433,4935,1417,4205
Peve_00015392,22203,9130,2743,5290,20618
Peve_00015393,132,217,740,81,300
Peve_00015390,9289,7233,11719,4453,12320
Peve_00015391,54,36,331,130,115
Peve_00029148,8,0,0,0,0
Peve_00029149,0,0,0,0,0
Peve_00029144,0,0,0,0,90
Peve_00029145,8,0,0,10,17
Peve_00029146,0,0,0,0,0
Peve_00029147,0,0,0,0,0
Peve_00029140,52,28,4,14,97
Peve_00029141,0,0,0,0,0
Peve_00029142,499,215,191,131,388
Peve_00029143,0,30,0,0,24
Peve_00044878,0,0,0,0,0
Peve_00016187,0,5,0,0,2
Peve_00031164,29,38,140,29,70
Peve_00038713,0,0,0,0,0
Peve_00005671,0,0,0,0,0
Peve_00038711,0,0,222,114,337
Peve_00005673,0,0,0,0,0
Peve_00038717,31,0,0,0,16
Peve_00038716,404,110,345,136,260
Peve_00038715,27,18,137,0,29
Peve_00005677,7,0,0,5,0
Peve_00005678,0,0,0,0,0
Peve_00005679,6,0,0,0,0
Peve_00038719,343,76,198,105,302
Peve_00038718,34,12,0,0,89
Peve_00034663,0,48,0,86,78
Peve_00034662,25,385,681,258,337
Peve_00034661,19,144,314,103,49
Peve_00034660,0,0,0,0,0
Peve_00034667,25,32,330,15,43
Peve_00034665,805,213,342,330,1468
Peve_00034664,47,24,209,101,58
Peve_00034669,13,0,0,15,47
Peve_00034668,323,150,0,304,486
Peve_00008808,0,0,0,0,0
Peve_00008809,0,0,0,0,0
Peve_00008800,722,338,1446,394,1407
Peve_00008801,0,0,0,0,9
Peve_00003854,0,0,30,6,0
Peve_00003855,4,0,0,0,0
Peve_00003852,15,4,0,0,0
Peve_00008805,0,0,0,0,0
Peve_00003850,6,0,0,3,0
Peve_00003851,0,0,0,9,0
Peve_00009342,0,0,0,0,0
Peve_00014286,5,0,0,0,0
Peve_00014285,0,2,0,0,0
Peve_00020187,0,0,0,0,0
Peve_00014282,0,0,5,2,0
Peve_00014281,0,2,103,0,1
Peve_00014280,0,9,0,0,0
Peve_00006322,79,6,90,14,22
Peve_00006321,82,16,109,7,73
Peve_00006320,4,0,0,0,0
Peve_00006327,31,0,0,0,28
Peve_00032549,776,347,1901,578,1263
Peve_00006325,42,129,0,29,149
Peve_00006324,24,0,148,25,33
Peve_00032544,16,8,298,72,282
Peve_00032545,0,0,0,0,24
Peve_00006329,36,0,0,431,0
Peve_00006328,152,17,102,0,209
Peve_00032540,12,10,2,7,126
Peve_00032541,100,0,217,77,127
Peve_00032542,0,0,0,0,664
Peve_00032543,0,0,54,0,0
Peve_00003733,0,0,0,0,0
Peve_00044870,0,0,0,0,2
Peve_00024838,0,0,63,0,0
Peve_00044873,0,0,0,0,0
Peve_00024833,0,0,0,0,23
Peve_00018628,92,13,215,12,87
Peve_00024832,66,28,360,56,96
Peve_00016492,1365,684,1060,800,1072
Peve_00016493,2774,1170,2127,1334,3898
Peve_00024837,1188,679,1594,617,910
Peve_00024836,441,181,1266,176,487
Peve_00016230,9,0,0,26,0
Peve_00016231,1,0,0,0,0
Peve_00024834,202,165,615,145,354
Peve_00016232,983,13,938,130,874
Peve_00016233,687,0,606,0,561
Peve_00022025,0,0,0,0,0
Peve_00016234,86,0,0,0,69
Peve_00016235,73,0,0,0,97
Peve_00016236,9,3,13,11,10
Peve_00016237,0,0,0,4,19
Peve_00028950,76,127,350,69,131
Peve_00028951,52,4,463,87,226
Peve_00028952,0,0,0,0,0
Peve_00028953,4596,1867,3266,2162,6262
Peve_00028955,8,0,0,0,0
Peve_00028956,39,14,75,59,19
Peve_00028957,113,18,80,56,126
Peve_00028958,0,0,0,0,0
Peve_00028959,0,0,0,0,0
Peve_00035438,0,0,0,0,19
Peve_00044844,0,0,0,0,0
Peve_00044846,0,0,0,3,0
Peve_00035435,0,0,0,0,0
Peve_00031158,15,0,0,0,33
Peve_00031159,0,20,0,0,15
Peve_00035434,7,0,55,0,0
Peve_00031152,27,13,171,42,37
Peve_00031153,632,139,2478,788,1147
Peve_00031150,0,0,0,0,41
Peve_00031151,0,0,46,0,0
Peve_00031156,0,0,0,0,0
Peve_00031157,2,2,124,4,4
Peve_00020454,65,80,138,192,91
Peve_00030404,0,0,0,0,0
Peve_00020457,50,15,173,31,45
Peve_00035431,0,0,78,0,0
Peve_00020456,73,26,59,16,124
Peve_00035430,125,9,82,50,155
Peve_00035433,58,35,189,12,293
Peve_00023678,0,0,0,0,0
Peve_00035432,0,0,0,0,0
Peve_00023679,0,0,0,0,0
Peve_00013739,953,360,2026,580,1085
Peve_00027524,0,0,0,0,24
Peve_00013732,0,0,0,0,0
Peve_00013733,980,323,520,433,671
Peve_00013730,987,247,842,413,960
Peve_00013731,18,0,48,0,0
Peve_00013736,66,14,287,40,71
Peve_00013737,82,0,194,25,127
Peve_00013734,0,0,0,0,0
Peve_00013735,1185,513,1396,747,866
Peve_00011208,0,0,0,0,0
Peve_00017428,231,203,372,224,163
Peve_00017429,350,1355,60,182,143
Peve_00014330,0,0,0,6,0
Peve_00035957,0,0,0,0,0
Peve_00017422,0,0,0,0,0
Peve_00017423,0,0,0,0,0
Peve_00017420,0,0,0,0,0
Peve_00017421,0,0,0,0,0
Peve_00017426,0,0,0,0,0
Peve_00017427,4,0,0,0,4
Peve_00017425,1201,79,1390,628,1298
Peve_00027525,318,198,0,289,1076
Peve_00035952,88,0,113,68,74
Peve_00024562,345,331,642,236,601
Peve_00023672,0,0,0,0,0
Peve_00023495,2,0,0,0,0
Peve_00023673,0,0,0,0,0
Peve_00023496,2,0,0,0,0
Peve_00023491,587,381,647,475,1139
Peve_00017390,206,52,255,97,375
Peve_00017391,586,100,1546,558,878
Peve_00017392,0,0,0,0,0
Peve_00017393,0,0,0,0,0
Peve_00017394,2208,1313,3256,1539,6265
Peve_00017395,0,0,0,0,0
Peve_00017396,851,254,1754,718,853
Peve_00017397,917,1470,2567,536,868
Peve_00017398,103,27,0,36,222
Peve_00017399,0,2,3,0,11
Peve_00014335,4960,5625,2144,2395,8352
Peve_00019779,73,26,13,0,20
Peve_00012065,791,302,315,281,1410
Peve_00012064,0,0,0,0,0
Peve_00012067,364,80,203,216,554
Peve_00012066,95,19,400,55,312
Peve_00012061,1050,306,486,238,1752
Peve_00012060,9,0,84,7,53
Peve_00012063,87,17,37,39,194
Peve_00012062,2254,1271,398,532,3708
Peve_00012069,0,0,0,0,0
Peve_00012068,391,149,545,130,397
Peve_00022349,0,0,0,28,0
Peve_00022348,331,176,558,387,544
Peve_00022347,8596,2779,2539,3080,8947
Peve_00022346,203,123,486,125,208
Peve_00022345,422,179,655,281,695
Peve_00022344,503,218,671,207,437
Peve_00022343,108,0,90,0,6
Peve_00022342,299,9,158,123,300
Peve_00022341,137,13,288,83,105
Peve_00022340,1446,46,2014,1288,1548
Peve_00037244,0,38,377,6,74
Peve_00037245,0,16,0,4,0
Peve_00037246,4627,1129,3557,2301,9374
Peve_00021929,387,175,1426,294,525
Peve_00037241,6,5,0,5,5
Peve_00037242,0,0,0,0,0
Peve_00037243,6,0,0,0,2
Peve_00021922,151,162,470,150,276
Peve_00021923,50,7,194,45,22
Peve_00021920,3147,856,7179,2285,4512
Peve_00021921,34362,21193,34783,16696,37220
Peve_00021926,52693,1629,59097,25727,76076
Peve_00037249,1318,263,1690,493,1370
Peve_00021924,0,0,0,0,2
Peve_00021925,9,0,5,0,0
Peve_00019374,0,0,0,0,0
Peve_00011002,21,0,42,64,9
Peve_00011003,455,127,333,179,246
Peve_00011000,0,0,0,0,0
Peve_00011001,0,0,0,0,0
Peve_00011006,563,242,277,334,742
Peve_00011004,0,0,0,0,0
Peve_00013898,33,0,0,0,0
Peve_00013897,47,40,0,6,42
Peve_00013896,0,0,0,0,0
Peve_00023434,0,14,274,10,397
Peve_00011009,1002,503,1676,895,998
Peve_00013893,84,16,173,47,96
Peve_00013892,550,345,1546,141,494
Peve_00013891,542,96,457,36,983
Peve_00013890,1109,363,783,160,1154
Peve_00043500,664,314,1222,326,672
Peve_00043501,0,0,0,0,0
Peve_00043502,7,0,0,0,4
Peve_00043503,5,3,46,0,0
Peve_00043504,0,0,0,0,7
Peve_00043505,20,0,112,24,26
Peve_00043506,7793,1264,8589,5677,10572
Peve_00043507,0,0,0,0,0
Peve_00043508,216,342,576,64,336
Peve_00043509,706,358,1162,487,621
Peve_00027432,146,115,399,146,205
Peve_00027433,0,0,0,0,0
Peve_00027430,106,33,766,92,200
Peve_00027431,4,13,7,2591,2159
Peve_00027436,224,156,446,160,126
Peve_00027437,1619,657,2795,498,1455
Peve_00027434,0,0,0,0,0
Peve_00027435,0,0,0,5,7
Peve_00027438,58,20,145,24,106
Peve_00027439,0,0,0,0,4
Peve_00010358,17,0,0,0,6
Peve_00010355,603,8,5585,45,1669
Peve_00010354,70,46,105,98,84
Peve_00010357,2,0,0,0,35
Peve_00010356,0,0,0,0,6
Peve_00010351,0,0,0,0,0
Peve_00010350,3,0,0,0,0
Peve_00010353,9,0,0,9,22
Peve_00010352,92,148,685,78,134
Peve_00023430,390,177,741,268,644
Peve_00044998,0,0,0,0,0
Peve_00044999,0,0,0,0,0
Peve_00044992,0,0,0,0,0
Peve_00044993,4,0,0,0,13
Peve_00044990,2546,518,1774,966,3459
Peve_00044991,259,0,278,58,753
Peve_00044996,0,0,0,0,0
Peve_00044997,0,0,0,0,0
Peve_00044994,474,7,444,107,414
Peve_00044995,1664,715,2318,709,2478
Peve_00018830,0,0,0,1,92
Peve_00018831,2,0,38,0,0
Peve_00015804,0,0,0,0,0
Peve_00012857,419,23,0,0,207
Peve_00018834,597,404,993,544,510
Peve_00018835,76,39,349,87,180
Peve_00018836,921,594,1086,472,1784
Peve_00018837,214,278,370,116,396
Peve_00018839,22155,8772,7128,7437,23331
Peve_00012858,0,0,0,0,0
Peve_00012859,38,8,14,9,12
Peve_00015808,0,0,0,0,0
Peve_00015809,0,0,0,0,0
Peve_00024169,188,41,256,147,197
Peve_00024168,0,0,0,0,0
Peve_00024165,0,0,38,12,0
Peve_00024164,9,0,28,0,0
Peve_00024167,57,13,0,14,16
Peve_00024166,222,74,324,107,77
Peve_00024161,2,0,0,0,0
Peve_00024160,5,0,0,24,0
Peve_00024162,102,6,0,42,14
Peve_00000800,324,168,657,89,186
Peve_00000801,10,0,0,0,10
Peve_00000802,0,11,0,0,4
Peve_00000803,0,0,0,0,26
Peve_00000804,191,137,857,34,504
Peve_00000805,28,0,0,29,108
Peve_00000806,0,0,0,0,0
Peve_00021100,134,76,71,55,108
Peve_00021101,2974,988,1047,1143,2672
Peve_00021102,543,82,716,217,358
Peve_00021103,1477,344,3204,1325,933
Peve_00021105,0,0,0,27,0
Peve_00021106,0,0,0,0,0
Peve_00021107,289,86,433,135,521
Peve_00019378,0,0,0,0,0
Peve_00041934,0,0,0,0,0
Peve_00042486,15,12,70,9,23
Peve_00015615,0,3,18,0,4
Peve_00042487,83,58,133,63,97
Peve_00007790,0,0,0,0,0
Peve_00013079,0,0,0,0,0
Peve_00013078,183,93,465,144,128
Peve_00013075,0,0,0,0,0
Peve_00013074,9,0,0,0,0
Peve_00013077,174,61,426,72,93
Peve_00013076,0,0,0,0,0
Peve_00013071,0,0,0,0,20
Peve_00013070,5,19,30,29,0
Peve_00013073,115,101,300,34,146
Peve_00013072,2109,1419,4332,1084,1799
Peve_00026459,451,117,2636,987,1769
Peve_00026458,27,12,405,9,0
Peve_00026453,24,196,550,286,194
Peve_00026452,0,0,0,0,0
Peve_00026451,525,881,1087,246,681
Peve_00026450,0,0,0,0,0
Peve_00026457,1,2,67,2,5
Peve_00026456,126,61,1352,109,201
Peve_00014869,276,17,1449,260,359
Peve_00014867,186,108,0,123,263
Peve_00014866,15,0,0,28,17
Peve_00014865,0,2,0,0,0
Peve_00014863,0,0,0,0,0
Peve_00014862,0,0,0,0,0
Peve_00014861,88,8,453,79,146
Peve_00000325,0,0,0,0,0
Peve_00005136,0,0,0,0,0
Peve_00016594,105,125,353,135,217
Peve_00016591,48,21,209,32,29
Peve_00016590,16,0,0,0,0
Peve_00005133,0,0,0,0,0
Peve_00016599,7,0,0,0,0
Peve_00016598,25,10,0,0,0
Peve_00025539,3,12,0,0,6
Peve_00025538,43,96,291,80,360
Peve_00004611,81,0,0,0,71
Peve_00004610,159,23,0,0,286
Peve_00004613,210,0,2,6,114
Peve_00004612,762,154,1267,167,616
Peve_00004615,0,0,0,0,0
Peve_00004614,119,24,333,26,94
Peve_00044239,168,43,776,77,155
Peve_00044238,135,54,3,197,111
Peve_00044237,7,10,0,0,1744
Peve_00044236,0,0,0,0,501
Peve_00044235,17,58,34,12,1620
Peve_00044234,0,0,0,0,0
Peve_00044233,0,0,0,0,0
Peve_00044232,0,0,0,0,0
Peve_00044231,36,31,3,69,286
Peve_00044230,0,0,0,0,0
Peve_00039013,0,0,0,0,0
Peve_00004172,31,0,110,0,26
Peve_00007796,0,0,0,0,0
Peve_00025532,0,0,0,0,0
Peve_00039017,0,679,4708,17,3448
Peve_00004175,1486,359,1968,217,1842
Peve_00039015,0,0,0,0,4
Peve_00039014,30,8,0,8,43
Peve_00007799,0,0,0,0,0
Peve_00015024,0,0,0,0,22
Peve_00015025,0,0,0,0,0
Peve_00015026,635,233,1113,365,812
Peve_00015027,42,28,0,28,25
Peve_00015020,0,0,0,0,58
Peve_00015021,3,0,0,0,30
Peve_00015022,12,0,0,0,30
Peve_00015023,0,9,0,0,0
Peve_00002510,503,408,253,340,753
Peve_00002511,145,139,446,155,137
Peve_00002512,9,96,605,147,0
Peve_00002513,350,230,591,232,322
Peve_00002514,837,495,896,495,1082
Peve_00002515,323,102,521,227,624
Peve_00002516,174,20,1092,210,344
Peve_00002517,238,304,265,180,279
Peve_00021489,115,3,0,37,62
Peve_00021488,5455,757,6548,1871,5608
Peve_00021485,298,98,526,144,316
Peve_00027029,0,0,0,0,0
Peve_00021487,0,0,0,0,0
Peve_00021486,21,4,0,0,32
Peve_00021481,0,0,0,0,0
Peve_00021480,61,76,832,116,197
Peve_00021483,0,0,86,0,0
Peve_00021482,0,0,0,0,0
Peve_00005050,0,0,0,0,0
Peve_00005051,0,0,0,0,0
Peve_00005052,14,0,0,0,0
Peve_00005053,0,0,0,5,0
Peve_00005054,0,0,0,0,0
Peve_00005055,1548,515,3801,976,1679
Peve_00005056,0,0,0,0,0
Peve_00005057,1389,0,3422,758,62
Peve_00005058,0,0,0,39,0
Peve_00005059,51,10,409,34,87
Peve_00031446,263,105,318,40,274
Peve_00034843,98,91,195,139,0
Peve_00034842,0,0,0,0,128
Peve_00034841,7,9,0,0,108
Peve_00034840,1089,476,2360,1227,1173
Peve_00041469,1014,472,1840,646,1069
Peve_00041468,0,0,0,0,0
Peve_00034845,0,0,0,0,6
Peve_00034844,8,45,33,13,59
Peve_00041465,0,0,0,0,0
Peve_00041464,431,304,1221,393,260
Peve_00019176,36,51,359,110,136
Peve_00041466,765,441,1014,323,1184
Peve_00041461,0,14,0,0,0
Peve_00041460,0,0,0,14,8
Peve_00041463,4953,1569,2597,1184,4275
Peve_00041462,0,0,0,0,11
Peve_00027026,0,23,271,20,63
Peve_00034599,4,0,0,0,0
Peve_00034598,0,0,0,0,0
Peve_00039749,0,0,0,0,0
Peve_00039748,16,0,0,0,0
Peve_00034591,409,110,439,283,448
Peve_00031448,225,170,1095,174,349
Peve_00034593,37,0,56,0,5
Peve_00034592,0,5,27,5,4
Peve_00034595,25,0,148,6,34
Peve_00039742,100,49,311,48,109
Peve_00039741,4349,3144,3979,1366,4035
Peve_00039740,88,21,237,215,226
Peve_00018196,66,0,98,58,123
Peve_00018195,185,265,389,315,461
Peve_00018194,8013,2448,3850,3005,8887
Peve_00018193,0,0,0,0,0
Peve_00018192,0,0,0,0,0
Peve_00018191,23,15,2,1,46
Peve_00018190,0,0,0,0,5
Peve_00018199,9,0,0,2,4
Peve_00008615,0,0,0,0,0
Peve_00003649,73,47,43,27,6
Peve_00003648,0,0,0,0,0
Peve_00008611,0,0,0,0,0
Peve_00008613,0,0,0,0,0
Peve_00003643,0,4,0,0,11
Peve_00003642,0,0,0,0,0
Peve_00003641,0,0,0,0,0
Peve_00003640,0,0,0,0,7
Peve_00003647,20,7,1,2,0
Peve_00003646,20,61,0,0,0
Peve_00003645,0,14,0,0,4
Peve_00003644,0,0,0,0,0
Peve_00037231,23,111,91,18,28
Peve_00021916,24,0,56,18,32
Peve_00037233,7,12,0,8,0
Peve_00006503,0,0,0,0,0
Peve_00001730,771,132,1446,505,679
Peve_00001733,38,128,51,38,70
Peve_00001732,0,0,0,0,0
Peve_00001735,475,70,643,6,474
Peve_00001734,155,102,90,103,265
Peve_00001737,373,20,615,315,423
Peve_00006504,0,35,0,0,23
Peve_00001739,475,125,321,170,547
Peve_00021913,0,0,17,0,0
Peve_00006509,145,65,837,103,67
Peve_00006508,31,0,0,16,20
Peve_00037234,0,2,0,10,0
