transcript_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
Peve_00045118,0,0,0,0,0
Peve_00042729,600,115,287,217,669
Peve_00042728,321,274,302,225,676
Peve_00026871,32,5,263,27,38
Peve_00026870,0,0,0,0,0
Peve_00026873,7,0,0,21,23
Peve_00043455,4447,1151,2389,2313,5240
Peve_00026875,43,103,0,28,18
Peve_00043453,20,0,37,6,31
Peve_00043450,3430,2260,1337,1671,3895
Peve_00026876,121,49,213,15,78
Peve_00026879,0,26,0,0,14
Peve_00026878,7,12,32,7,19
Peve_00043458,0,0,0,0,0
Peve_00043459,0,0,0,0,0
Peve_00015370,124,7,142,19,35
Peve_00015371,45,3,40,22,29
Peve_00015372,264,7,1173,100,122
Peve_00015373,340,0,526,50,251
Peve_00015374,1292,51,1345,90,845
Peve_00015375,659,159,1019,261,658
Peve_00015376,21,0,0,0,0
Peve_00015377,5,0,0,0,22
Peve_00015379,0,0,0,0,0
Peve_00001308,786,443,2650,680,1475
Peve_00001309,84,36,229,39,105
Peve_00001304,1,0,0,0,0
Peve_00001305,329,57,336,162,366
Peve_00001306,3663,824,3362,1362,3976
Peve_00001307,438,366,1017,570,1048
Peve_00001300,81,98,231,93,193
Peve_00001301,22,31,374,144,288
Peve_00001302,29,0,0,34,8
Peve_00001303,7575,275,12787,12959,6126
Peve_00020090,64,14,83,17,183
Peve_00020093,363,80,243,124,483
Peve_00020092,147,3,186,74,659
Peve_00020095,2325,1231,3221,2210,2948
Peve_00020094,2515,974,4174,3140,3277
Peve_00020097,289,110,362,670,280
Peve_00020096,1427,131,666,446,850
Peve_00020099,49,32,340,0,103
Peve_00020098,10,10,117,31,0
Peve_00016027,30,10,83,15,49
Peve_00016026,73,234,219,246,183
Peve_00015954,6,9,0,10,20
Peve_00015955,59,34,87,27,56
Peve_00015956,12,0,0,0,3
Peve_00015957,11,0,0,27,5
Peve_00015950,0,0,0,0,13
Peve_00015951,0,114,82,0,21
Peve_00015952,0,0,0,3,0
Peve_00015953,700,66,961,290,836
Peve_00015958,0,0,0,2,0
Peve_00015959,0,0,0,0,0
Peve_00020329,0,0,0,0,0
Peve_00020328,0,3,21,0,29
Peve_00020327,7,3,0,7,13
Peve_00020326,145,33,160,79,129
Peve_00020325,51,38,395,0,49
Peve_00020323,420,127,377,295,658
Peve_00020322,0,0,0,0,0
Peve_00020321,615,394,2224,491,664
Peve_00020320,556,341,2138,611,752
Peve_00014023,80,33,52,33,34
Peve_00014022,66,30,44,27,34
Peve_00014021,1340,607,3052,835,1756
Peve_00014020,3,21,400,77,17
Peve_00014027,17,0,0,0,17
Peve_00024439,0,0,0,0,0
Peve_00024438,101,36,51,7,27
Peve_00024437,4,0,0,24,0
Peve_00024436,0,13,131,3,0
Peve_00024435,0,0,0,0,0
Peve_00024434,34,0,59,22,93
Peve_00024433,0,0,0,0,0
Peve_00024432,24,0,0,154,0
Peve_00024431,0,0,0,0,6
Peve_00024430,0,0,0,0,0
Peve_00043188,0,0,0,0,2
Peve_00037267,323,170,398,116,515
Peve_00043184,219,61,330,46,124
Peve_00043187,0,0,0,0,0
Peve_00043180,276,150,294,162,413
Peve_00043181,0,0,0,0,4
Peve_00043182,4353,1581,1071,2087,4931
Peve_00043183,168,24,345,110,53
Peve_00015424,29,0,0,0,0
Peve_00017841,12,0,0,27,0
Peve_00000956,425,553,4693,94,1010
Peve_00000957,9,0,0,0,0
Peve_00000954,0,0,0,0,0
Peve_00000955,25,0,0,0,0
Peve_00000952,572,296,852,304,494
Peve_00000953,0,0,0,0,0
Peve_00021058,6,0,59,25,50
Peve_00000951,207,22,922,441,285
Peve_00021056,34,0,50,19,0
Peve_00021057,74,17,136,15,77
Peve_00021054,0,0,0,0,0
Peve_00021055,0,0,0,0,0
Peve_00021052,269,11,94,16,99
Peve_00021053,0,0,0,1,1
Peve_00021050,58,0,70,49,125
Peve_00021051,8,0,0,0,15
Peve_00025748,689,193,339,220,1255
Peve_00025749,0,0,0,0,0
Peve_00025746,0,0,0,0,0
Peve_00025747,1753,2174,2561,1334,2211
Peve_00025744,6,0,13,0,0
Peve_00025745,596,336,813,337,792
Peve_00025742,1848,21,199,77,64
Peve_00025743,198,139,573,122,285
Peve_00025740,0,0,0,0,0
Peve_00025741,700,104,171,1319,2017
Peve_00020222,40,62,263,44,20
Peve_00014127,0,0,0,0,0
Peve_00020220,0,0,0,0,6
Peve_00020221,13,0,530,0,12
Peve_00035687,0,0,0,0,8
Peve_00020226,35,0,0,0,0
Peve_00020227,0,0,201,0,130
Peve_00014121,0,0,0,17,0
Peve_00040376,289,25,195,101,317
Peve_00040377,800,135,461,277,990
Peve_00040374,413,93,228,148,487
Peve_00040375,0,0,0,0,0
Peve_00040372,22,0,252,11,37
Peve_00040373,2118,6209,3203,1810,5957
Peve_00040370,0,3,0,0,0
Peve_00040371,1232,594,1716,558,1072
Peve_00022883,0,0,0,0,0
Peve_00040378,187,92,295,108,283
Peve_00040379,434,385,1373,207,920
Peve_00003214,999,708,1650,815,972
Peve_00036845,56,37,116,33,69
Peve_00003216,0,0,0,84,0
Peve_00003217,0,0,0,0,0
Peve_00016379,0,0,0,0,0
Peve_00003211,68,0,100,50,49
Peve_00003212,12,0,0,0,14
Peve_00003213,136,81,54,220,200
Peve_00016375,529,212,344,248,750
Peve_00016374,413,300,1307,229,673
Peve_00016377,40,41,167,38,34
Peve_00016376,587,821,1367,679,755
Peve_00003218,0,39,102,65,84
Peve_00003219,55,35,0,151,218
Peve_00016373,127,262,812,114,231
Peve_00016372,10,0,0,0,0
Peve_00036846,89,0,30,75,489
Peve_00036840,392,158,638,244,351
Peve_00019422,0,0,0,0,0
Peve_00018951,0,2,286,13,15
Peve_00036842,0,0,0,23,21
Peve_00016716,0,0,0,0,0
Peve_00036848,67,6,28,22,15
Peve_00016718,4,0,0,0,21
Peve_00018957,333,106,814,653,521
Peve_00040120,0,0,0,0,0
Peve_00015704,0,0,0,0,0
Peve_00019068,0,13,0,0,0
Peve_00019069,11,0,0,10,40
Peve_00019064,4,0,0,0,0
Peve_00019065,0,0,0,0,0
Peve_00019066,44,19,36,25,38
Peve_00019067,0,0,0,0,0
Peve_00019060,8,0,13,5,27
Peve_00019061,0,0,26,0,0
Peve_00019063,39,4,145,7,0
Peve_00018956,56,0,268,130,87
Peve_00041139,44,60,214,33,50
Peve_00041138,318,178,348,160,328
Peve_00041137,814,265,340,366,710
Peve_00041136,99,0,38,35,183
Peve_00044327,0,3,0,0,2
Peve_00041134,6052,2479,8162,6105,13781
Peve_00041133,15,0,0,61,92
Peve_00041132,69,22,0,34,0
Peve_00044323,0,7,118,93,400
Peve_00041130,44,54,176,78,93
Peve_00035398,0,0,0,0,37
Peve_00042448,0,0,0,0,42
Peve_00035394,0,135,74,126,167
Peve_00035395,175,72,163,213,254
Peve_00035396,0,0,0,0,0
Peve_00035397,0,0,0,0,0
Peve_00035390,748,157,134,118,515
Peve_00035391,0,0,0,0,0
Peve_00042440,0,0,66,8,0
Peve_00035393,90,29,321,9,7
Peve_00019398,0,0,0,0,0
Peve_00019399,595,153,483,126,474
Peve_00019392,13,4,0,0,6
Peve_00019393,26,9,13,43,14
Peve_00019390,18,0,43,4,0
Peve_00019391,0,0,0,0,0
Peve_00019396,105,56,348,191,165
Peve_00019397,136,131,978,207,222
Peve_00019394,53,5,155,12,97
Peve_00019395,99,28,99,89,189
Peve_00002627,94,25,97,13,93
Peve_00002624,483,226,361,269,776
Peve_00002625,0,0,0,0,0
Peve_00002622,27,16,212,14,45
Peve_00002623,74,61,264,38,104
Peve_00002620,3,0,0,0,21
Peve_00002621,34,1,78,10,2
Peve_00008749,1714,1197,825,1281,4726
Peve_00008748,0,0,0,0,0
Peve_00008743,1460,528,1624,618,1031
Peve_00008742,3450,3379,1825,2270,3019
Peve_00008741,331,238,1270,172,437
Peve_00008740,470,60,533,318,518
Peve_00008747,97,47,204,83,142
Peve_00008746,0,0,0,0,6
Peve_00008745,720,567,1371,538,1381
Peve_00008744,1290,1344,2153,542,1663
Peve_00000174,151,27,226,138,163
Peve_00000175,545,268,1088,503,1117
Peve_00000176,0,0,0,0,0
Peve_00000177,58,0,644,121,55
Peve_00000170,117,8,208,10,14
Peve_00000171,12,0,23,0,0
Peve_00000172,18,0,0,0,0
Peve_00000173,0,0,0,0,0
Peve_00000178,735,182,2921,970,2157
Peve_00000179,10,0,0,0,0
Peve_00042107,22,13,449,35,112
Peve_00042106,0,0,9,0,0
Peve_00045337,0,0,0,0,0
Peve_00045336,0,0,0,9,15
Peve_00019938,74,15,8,331,264
Peve_00019939,0,0,0,0,0
Peve_00019936,148,39,102,62,341
Peve_00042103,22,7,122,16,68
Peve_00019932,0,0,0,0,3
Peve_00019933,18,3107,365,0,18
Peve_00019930,0,0,0,0,0
Peve_00019931,0,0,0,0,0
Peve_00034449,84,112,0,15,20
Peve_00034448,24,9,0,0,44
Peve_00034447,0,0,0,0,13
Peve_00034446,4,0,0,0,0
Peve_00034445,0,224,287,392,219
Peve_00042100,366,30,102,18,121
Peve_00034443,174,11,146,31,69
Peve_00034442,0,0,0,97,0
Peve_00034441,0,0,0,0,0
Peve_00034440,448,26,353,328,344
Peve_00023174,0,0,0,0,0
Peve_00023172,169,123,104,132,219
Peve_00038146,2190,679,2187,835,3008
Peve_00038147,0,0,0,0,0
Peve_00038144,10306,6794,12982,7206,11502
Peve_00038145,191,127,421,177,280
Peve_00038142,1694,641,1508,949,2923
Peve_00038143,522,423,1012,263,459
Peve_00038140,403,44,638,369,882
Peve_00038141,1886,1029,937,1457,2868
Peve_00038148,0,0,0,0,0
Peve_00038149,0,0,0,8,0
Peve_00006631,0,0,0,0,0
Peve_00006630,1223,238,5619,781,1995
Peve_00006633,0,0,0,0,0
Peve_00006632,387,162,347,120,350
Peve_00006636,0,0,0,0,0
Peve_00006639,4,0,1877,245,985
Peve_00006638,0,0,707,65,130
Peve_00033276,0,0,0,0,0
Peve_00036652,0,0,0,0,0
Peve_00028532,0,0,0,0,0
Peve_00028533,135,56,4022,297,17047
Peve_00028530,0,0,0,0,0
Peve_00028531,11,0,0,0,0
Peve_00028536,17,0,0,0,0
Peve_00028537,17,0,78,52,42
Peve_00028534,25,21,85,14,47
Peve_00028535,70,46,37,17,100
Peve_00028538,380,92,445,152,835
Peve_00030375,7,0,0,12,24
Peve_00004497,1392,1615,1799,1831,2463
Peve_00030377,2541,1730,247,1299,4084
Peve_00030376,0,0,0,0,0
Peve_00030371,93,0,69,44,35
Peve_00030370,4324,1886,3556,2554,5809
Peve_00030373,173,176,371,210,412
Peve_00004496,486,1070,353,314,2053
Peve_00030379,5489,2374,1134,2493,10887
Peve_00030378,452,283,485,341,845
Peve_00043851,128,92,222,81,273
Peve_00004493,54,14,122,23,57
Peve_00043857,0,0,0,0,0
Peve_00043854,2519,1784,914,868,4222
Peve_00043855,0,0,48,0,0
Peve_00035471,0,0,0,0,0
Peve_00035470,3857,1204,4149,731,6725
Peve_00035472,192,93,784,202,137
Peve_00035475,0,0,0,13,0
Peve_00035474,15,0,0,24,0
Peve_00035477,1089,470,266,413,892
Peve_00035476,23,0,119,41,36
Peve_00035478,0,1,30,8,18
Peve_00033132,14,0,0,0,160
Peve_00033133,0,0,0,0,63
Peve_00033130,4988,2227,6268,2704,5779
Peve_00033131,6975,1904,474,8,750
Peve_00033136,0,0,0,0,0
Peve_00033137,0,0,0,0,17
Peve_00033134,0,0,0,0,0
Peve_00015595,775,469,457,329,1084
Peve_00033138,0,17,0,0,0
Peve_00033139,128,64,237,112,132
Peve_00032849,23,0,0,0,33
Peve_00032848,319,87,0,90,672
Peve_00032841,2530,622,16,1114,3959
Peve_00032840,5492,960,1201,1239,7996
Peve_00032843,24,8,0,8,40
Peve_00032842,2430,226,80,861,2527
Peve_00032844,7441,754,743,2130,4506
Peve_00032847,2572,411,7,781,3788
Peve_00032846,9320,3802,2173,4577,13136
Peve_00029669,0,0,0,0,0
Peve_00029668,28,23,75,16,42
Peve_00029665,88,77,40,32,128
Peve_00029664,70,13,0,48,248
Peve_00029667,0,0,0,26,0
Peve_00029666,0,0,0,0,19
Peve_00029661,560,409,988,418,536
Peve_00029660,269,182,353,140,294
Peve_00029663,967,270,4647,539,1582
Peve_00029662,511,321,1422,483,742
Peve_00015599,0,0,0,0,0
Peve_00032269,186,164,640,178,364
Peve_00032268,920,269,771,496,1532
Peve_00032265,2266,898,4831,2537,3035
Peve_00032264,13,0,0,4,8
Peve_00032267,2246,612,1109,1417,2843
Peve_00032266,0,0,0,0,0
Peve_00032260,0,0,0,0,0
Peve_00032263,0,0,0,0,0
Peve_00031408,8905,2728,905,3643,14350
Peve_00031409,81,59,576,94,91
Peve_00022178,90,7,404,169,195
Peve_00022179,5,5,0,0,0
Peve_00031400,108,25,21,43,52
Peve_00031401,1685,2231,3578,1847,1612
Peve_00031402,220,252,145,92,85
Peve_00031404,48,60,336,48,72
Peve_00031405,0,0,0,0,0
Peve_00031406,435,282,868,415,1099
Peve_00031407,1504,869,651,1134,1975
Peve_00000879,0,0,0,0,0
Peve_00021170,0,0,0,0,0
Peve_00037723,34,0,0,8,0
Peve_00037721,135,76,34,0,191
Peve_00037720,559,252,847,292,701
Peve_00037727,173,142,503,95,345
Peve_00037726,3192,241,2022,766,3806
Peve_00037725,312,71,406,109,99
Peve_00037724,94,29,0,13,73
Peve_00037729,0,0,0,0,24
Peve_00025889,0,0,0,0,0
Peve_00025888,7,0,0,0,11
Peve_00037564,0,0,0,0,1
Peve_00018658,0,0,0,0,0
Peve_00018659,12,3,1,1,14
Peve_00024639,13,0,106,1,5
Peve_00024638,14,0,22,12,0
Peve_00011250,0,0,0,0,0
Peve_00011257,0,0,0,0,9
Peve_00011255,0,0,0,0,0
Peve_00024631,34,0,104,0,22
Peve_00024630,0,0,0,0,0
Peve_00011259,21,269,43,228,8
Peve_00011258,1494,521,1351,211,461
Peve_00024635,0,6,85,4,48
Peve_00024634,53,4,248,7,114
Peve_00024636,1556,694,641,617,2212
Peve_00025883,0,0,0,0,14
Peve_00025882,0,1,0,0,0
Peve_00028989,41,27,272,44,56
Peve_00028988,16,0,39,31,0
Peve_00028983,136,33,463,162,160
Peve_00028982,37,0,69,20,24
Peve_00028981,74,40,356,49,131
Peve_00028980,785,402,1074,560,802
Peve_00028987,61,0,139,0,4
Peve_00028986,1033,827,1827,454,1558
Peve_00028985,210,0,0,8,16
Peve_00028984,27,22,52,23,55
Peve_00018652,209,76,948,146,145
Peve_00009178,0,0,3,0,5
Peve_00024187,84,18,299,104,41
Peve_00024186,49,42,73,66,98
Peve_00024185,57,22,87,170,72
Peve_00024184,698,61,215,170,300
Peve_00024183,1305,429,1183,874,1507
Peve_00024182,0,0,0,0,0
Peve_00024180,74128,45329,16236,37518,111179
Peve_00024189,2,0,0,5,1
Peve_00024188,192,190,432,132,258
Peve_00025588,81,67,95,384,71
Peve_00025589,0,0,0,0,0
Peve_00025580,129,59,630,143,123
Peve_00025581,138,37,38,46,136
Peve_00025582,177,121,646,167,429
Peve_00025583,24,36,187,45,20
Peve_00025584,0,0,0,0,1052
Peve_00025585,0,0,0,0,0
Peve_00025586,0,0,0,0,0
Peve_00025587,27,276,471,997,958
Peve_00010619,0,0,24,0,0
Peve_00010610,150,315,823,193,263
Peve_00010611,497,159,414,242,1828
Peve_00010612,80,38,292,20,90
Peve_00010613,309,140,329,165,301
Peve_00010615,7,0,0,0,14
Peve_00010617,0,0,0,0,0
Peve_00013097,137,46,521,376,257
Peve_00013096,116,56,0,0,248
Peve_00013095,290,16,208,111,339
Peve_00013094,379,83,0,0,394
Peve_00013093,54,31,118,18,79
Peve_00013092,149,46,542,94,282
Peve_00013091,166,62,165,80,249
Peve_00013090,0,0,0,0,0
Peve_00031185,54,0,222,11,30
Peve_00031184,5,7,4,3,0
Peve_00031187,0,0,0,0,0
Peve_00031186,0,0,0,0,0
Peve_00031181,317,101,310,175,202
Peve_00031180,126,39,119,54,85
Peve_00013099,0,0,0,0,0
Peve_00013098,1421,315,1077,102,275
Peve_00015550,28,0,0,13,54
Peve_00015551,141,30,251,26,140
Peve_00015552,13,130,1176,293,384
Peve_00015553,48,17,251,151,167
Peve_00015554,0,3,0,0,14
Peve_00015555,0,0,0,0,3
Peve_00015556,0,0,0,0,0
Peve_00015557,0,0,0,0,0
Peve_00015558,5961,834,2579,2246,8591
Peve_00015559,0,0,246,4,11
Peve_00022912,0,10,51,3,7
Peve_00022913,11,0,0,22,7
Peve_00022910,0,0,9,7,7
Peve_00022911,124,0,126,46,70
Peve_00022916,0,0,0,0,0
Peve_00022917,62,29,219,48,46
Peve_00022914,162,244,723,64,209
Peve_00022915,2803,830,3487,759,5130
Peve_00022918,0,0,0,0,0
Peve_00022919,0,0,0,0,0
Peve_00040584,51,15,231,0,46
Peve_00021467,15,13,118,21,50
Peve_00021466,86,70,265,213,128
Peve_00021465,594,204,90,540,1816
Peve_00021464,494,175,85,420,1252
Peve_00021463,274,153,284,177,212
Peve_00021462,233,134,297,111,210
Peve_00021461,124,55,372,43,89
Peve_00021460,58,43,17,25,36
Peve_00021469,0,0,0,0,0
Peve_00021468,141,180,3069,388,490
Peve_00017349,4,27,51,25,32
Peve_00017348,257,19,202,74,241
Peve_00017342,0,2,0,0,0
Peve_00017341,8,5,0,0,0
Peve_00017340,0,0,0,0,0
Peve_00017347,6,0,93,0,11
Peve_00017346,0,0,0,0,0
Peve_00017345,0,0,0,0,0
Peve_00017344,0,0,0,0,0
Peve_00014603,32,0,65,0,1
Peve_00014602,169,26,395,163,285
Peve_00014601,5,10,31,0,0
Peve_00014600,782,532,1129,509,1035
Peve_00014607,1077,494,1547,741,1275
Peve_00003112,622,0,831,212,407
Peve_00014605,2,0,65,0,8
Peve_00014604,0,7,152,0,0
Peve_00014608,1326,591,1304,580,2596
Peve_00003119,0,2,0,0,0
Peve_00003118,504,136,696,640,699
Peve_00017880,18,18,7,13,124
Peve_00025437,0,0,0,0,0
Peve_00031387,26,51,32,45,96
Peve_00031386,100,31,3295,1593,7423
Peve_00041331,35,147,0,27,0
Peve_00041330,27,85,114,16,67
Peve_00041333,18,8,0,0,0
Peve_00041332,149,600,130,27,352
Peve_00041335,122,54,287,54,282
Peve_00041334,0,8,0,0,0
Peve_00041337,0,5,0,0,0
Peve_00041336,0,0,0,4,0
Peve_00042688,150,158,547,151,206
Peve_00042689,1164,163,1904,533,1711
Peve_00042680,6,0,0,0,0
Peve_00042681,0,0,0,6,0
Peve_00042682,69,7,7,55,394
Peve_00042683,0,0,0,0,0
Peve_00042684,58,0,0,50,72
Peve_00042685,58,0,0,0,0
Peve_00042686,176,34,427,73,164
Peve_00042687,57,0,142,39,99
Peve_00016768,64,27,19,7,280
Peve_00016763,0,0,0,0,2
Peve_00016760,0,0,0,0,0
Peve_00016761,0,0,0,0,9
Peve_00016766,240,214,784,140,177
Peve_00016764,1137,683,1696,1051,1345
Peve_00016765,16,11,6,15,0
Peve_00026116,33,21,0,0,13
Peve_00026117,5,0,0,2,7
Peve_00026114,212,0,271,0,245
Peve_00026115,52,17,0,59,1350
Peve_00026112,0,0,43,0,0
Peve_00026113,48,127,77,873,1128
Peve_00026110,120,252,236,55,177
Peve_00026111,0,0,0,0,0
Peve_00026118,508,47,254,164,1302
Peve_00041487,14570,4159,6512,7132,19549
Peve_00041486,3381,1345,2463,2223,5328
Peve_00041485,102,32,276,0,111
Peve_00041484,6,0,0,6,9
Peve_00041483,1901,765,2035,856,2469
Peve_00041482,3103,1287,2623,1367,5229
Peve_00041481,0,18,253,4,7
Peve_00041480,0,0,105,19,107
Peve_00041489,571,185,2231,409,710
Peve_00041488,130733,49220,23207,71196,124451
Peve_00045304,878,501,1137,950,34
Peve_00045305,241,44,901,83,542
Peve_00045306,12,0,0,0,7
Peve_00045307,0,0,0,0,5
Peve_00045300,164,68,67,60,0
Peve_00045302,7,38,132,0,15
Peve_00045303,49,0,174,42,0
Peve_00045308,85,87,458,129,115
Peve_00045309,254,168,487,158,180
Peve_00000776,457,49,483,97,1334
Peve_00000777,53,56,0,21,26
Peve_00000775,727,438,445,246,1385
Peve_00000772,16,50,0,22,31
Peve_00000773,12,0,578,0,48
Peve_00000770,156,57,390,71,255
Peve_00000771,138,52,341,69,203
Peve_00000778,2203,2539,6417,2030,8266
Peve_00000779,15024,7629,12665,7598,30762
Peve_00004467,0,0,0,0,1
Peve_00004464,8,7,9,59,13
Peve_00004465,438,371,433,368,1068
Peve_00004462,782,481,207,389,1426
Peve_00004463,914,717,722,305,939
Peve_00004460,0,2,0,0,0
Peve_00004461,10,0,0,0,13
Peve_00004468,414,258,629,345,367
Peve_00004469,497,206,463,183,411
Peve_00037592,30,0,0,0,28
Peve_00037595,900,908,2653,477,1018
Peve_00038507,32,14,4,16,57
Peve_00038504,18,0,214,10,15
Peve_00018607,0,0,0,0,0
Peve_00015234,62,6,23,19,33
Peve_00018605,0,0,22,4,0
Peve_00015236,0,0,29,0,0
Peve_00015231,147,4,5,10,39
Peve_00018602,8,0,0,8,0
Peve_00015233,0,3,0,0,0
Peve_00018600,0,112,186,0,124
Peve_00038502,0,0,212,0,0
Peve_00015239,0,0,0,0,0
Peve_00015238,196,141,115,73,94
Peve_00018609,0,0,0,0,0
Peve_00018608,1021,14,248,281,91
Peve_00038500,0,0,0,0,0
Peve_00043221,7,0,0,0,36
Peve_00043220,53,61,288,90,72
Peve_00039187,692,896,490,397,892
Peve_00043222,0,0,0,0,0
Peve_00039181,488,22,41,0,216
Peve_00039180,14,0,0,0,12
Peve_00039183,12,0,0,0,10
Peve_00043226,478,212,671,273,448
Peve_00043229,0,0,0,0,0
Peve_00017888,0,0,0,0,0
Peve_00039189,757,99,447,144,995
Peve_00039188,758,0,273,5,308
Peve_00017889,0,0,0,0,0
Peve_00014184,0,0,0,0,1
Peve_00014185,98,106,310,79,178
Peve_00014186,7010,1286,8634,3487,5273
Peve_00014187,15,6,63,18,18
Peve_00014180,0,0,0,0,0
Peve_00014181,329,393,290,190,1135
Peve_00014182,13,7,0,3,59
Peve_00014183,1021,385,148,332,1056
Peve_00014188,22,0,0,1,6
Peve_00014189,63,0,61,38,98
Peve_00044949,28,0,115,93,19
Peve_00044948,13,1872,40,46,980
Peve_00044945,868,397,494,503,1377
Peve_00044944,122,49,245,159,168
Peve_00044947,1346,967,1809,753,1324
Peve_00044946,7,44,0,0,12
Peve_00044941,2174,572,2040,1495,3456
Peve_00044940,480,301,200,306,691
Peve_00044943,128,35,118,67,98
Peve_00044942,6260,1934,3382,3296,5172
Peve_00005220,0,0,0,0,0
Peve_00002048,0,0,0,0,0
Peve_00002049,5,8,0,0,8
Peve_00002046,0,15,0,0,0
Peve_00002047,101,28,0,0,49
Peve_00002044,361,156,698,110,333
Peve_00002045,805,469,1888,34,1597
Peve_00002042,130,0,0,20,121
Peve_00002043,6,11,0,0,0
Peve_00002040,411,1024,1274,293,450
Peve_00005605,0,0,0,0,0
Peve_00031447,2558,1259,4926,1850,3268
Peve_00041818,5,0,0,0,0
Peve_00041819,0,0,0,0,0
Peve_00041814,0,0,0,0,0
Peve_00041815,0,0,0,0,0
Peve_00041817,30,5,0,22,24
Peve_00041810,0,3,0,0,0
Peve_00041811,13,0,0,6,0
Peve_00041812,9,0,0,0,0
Peve_00041813,0,0,0,0,0
Peve_00014708,0,0,0,0,0
Peve_00045259,823,272,1652,322,1555
Peve_00007179,0,0,0,0,0
Peve_00007178,0,0,0,0,0
Peve_00007171,44,16,62,37,20
Peve_00007170,10336,3025,7058,4694,12621
Peve_00007173,2559,933,1238,982,3274
Peve_00007172,460,319,1110,246,970
Peve_00007175,0,0,1,0,0
Peve_00007174,78,20,227,103,63
Peve_00007177,0,0,18,55,0
Peve_00008633,0,0,0,0,149
Peve_00008632,4425,527,551,1940,3685
Peve_00008631,1195,307,447,436,1152
Peve_00008630,275,69,111,76,230
Peve_00008637,3377,1645,8274,3045,4859
Peve_00008636,565,171,496,346,430
Peve_00003626,0,0,0,0,0
Peve_00019590,443,176,587,322,542
Peve_00019592,0,6,0,0,24
Peve_00040778,0,0,0,0,0
Peve_00016506,573,3,1653,601,219
Peve_00003921,0,0,0,0,0
Peve_00016507,406,124,999,242,31
Peve_00016504,0,0,0,0,0
Peve_00006820,12,0,0,0,0
Peve_00016503,11,0,0,0,0
Peve_00016500,1429,309,2543,1061,2885
Peve_00006823,17,18,101,8,24
Peve_00042894,0,0,0,0,0
Peve_00042897,0,0,0,0,0
Peve_00042896,0,15,0,20,0
Peve_00042891,75,20,62,16,62
Peve_00042890,0,0,0,0,0
Peve_00042893,0,0,0,0,0
Peve_00042892,45,21,107,41,51
Peve_00042899,0,0,0,0,0
Peve_00042898,0,0,21,0,0
Peve_00006561,0,0,0,0,0
Peve_00007829,0,0,0,0,0
Peve_00007828,251,45,57,96,176
Peve_00007823,55,5,155,291,88
Peve_00007822,71,28,7,13,66
Peve_00007821,1007,562,1392,1696,1505
Peve_00007820,0,0,0,0,0
Peve_00007827,296,88,320,154,600
Peve_00007826,25,16,52,49,22
Peve_00007825,36,10,50,96,17
Peve_00006564,0,0,0,0,0
Peve_00001711,0,0,91,67,0
Peve_00006566,0,0,0,0,0
Peve_00035211,3430,931,1855,1321,4191
Peve_00035210,2170,897,592,352,2212
Peve_00035213,602,288,1440,631,781
Peve_00035212,214,31,209,130,494
Peve_00035215,358,10,702,220,566
Peve_00035214,0,0,0,4,14
Peve_00019219,1511,344,156,768,961
Peve_00019218,33,0,0,0,3
Peve_00019217,1220,144,177,317,785
Peve_00019216,2553,1214,2703,1170,2876
Peve_00019215,4733,2105,4945,3483,6112
Peve_00019214,3980,445,1041,1345,4388
Peve_00019213,1094,292,1108,418,1819
Peve_00019210,850,407,135,308,980
Peve_00005089,0,0,0,0,0
Peve_00005088,0,0,0,0,0
Peve_00005083,564,383,606,309,463
Peve_00005082,1827,600,848,781,1415
Peve_00005081,0,0,39,0,0
Peve_00005087,854,390,1165,640,1403
Peve_00005086,0,2,0,15,0
Peve_00005085,0,1,0,17,0
Peve_00005084,978,489,912,390,924
Peve_00011352,0,0,0,0,0
Peve_00011353,0,0,0,0,0
Peve_00005551,6,0,0,1,27
Peve_00005550,221,95,497,214,180
Peve_00005553,0,0,0,0,0
Peve_00005552,1,0,5,0,10
Peve_00005555,78,138,204,95,143
Peve_00005554,0,0,0,0,0
Peve_00005557,4,24,0,25,25
Peve_00005559,0,10,0,0,0
Peve_00005558,10,5,0,0,0
Peve_00009460,0,0,0,11,33
Peve_00009463,0,0,0,25,177
Peve_00009462,127,13,5205,343,288
Peve_00009465,0,0,0,0,0
Peve_00009464,0,0,1,54,211
Peve_00018168,11,0,0,0,7
Peve_00018169,51,0,93,0,18
Peve_00018166,0,4,0,0,4
Peve_00009468,0,0,37,0,0
Peve_00018164,44,40,151,6,22
Peve_00018165,71,26,210,100,71
Peve_00018162,47,35,193,92,50
Peve_00018163,0,0,0,0,0
Peve_00018160,0,8,0,0,4
Peve_00018161,79,0,0,0,16
Peve_00029258,34,28,233,46,60
Peve_00029259,9,0,245,13,14
Peve_00022288,9,3,0,0,4
Peve_00022289,4,2,0,0,3
Peve_00022282,0,0,0,0,2
Peve_00022283,0,1,0,10,0
Peve_00029252,4,9,63,31,44
Peve_00022281,0,0,0,0,0
Peve_00029254,26173,6871,17222,11381,26206
