Orthogroup	Species	Pocillopora_meandrina_HIv1.genes.pep	Orthologs
OG0006618	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25643.t1	Peve_00034538, Peve_00025769
OG0006618	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25643.t1	FUN_029006-T1
OG0006619	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g9087.t1	Peve_00003118, Peve_00032488
OG0006619	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g9087.t1	FUN_029014-T1
OG0006620	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25813.t1	Peve_00028036
OG0006620	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25813.t1	FUN_029019-T2, FUN_029019-T1
OG0006621	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g9269.t1	Peve_00003113, Peve_00003122
OG0006621	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g9269.t1	FUN_029028-T1
OG0006622	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g20773.t1	Peve_00003119, Peve_00006766
OG0006622	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g20773.t1	FUN_029031-T1
OG0006623	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g20772.t1	Peve_00006767
OG0006623	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g20772.t1	FUN_029032-T2, FUN_029032-T1
OG0006624	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g8886.t2	Peve_00017371
OG0006624	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g8886.t2	FUN_029052-T1, FUN_029051-T1
OG0006625	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25438.t1	Peve_00040055, Peve_00040052
OG0006625	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25438.t1	FUN_029056-T1
OG0006626	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g8868.t1	Peve_00040056, Peve_00040058
OG0006626	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g8868.t1	FUN_029057-T1
OG0006627	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25806.t1, Pocillopora_meandrina_HIv1___RNAseq.26916_t	Peve_00043256
OG0006627	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25806.t1, Pocillopora_meandrina_HIv1___RNAseq.26916_t	FUN_029067-T1
OG0006628	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g8889.t1	Peve_00042926, Peve_00017365
OG0006628	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g8889.t1	FUN_029070-T1
OG0006629	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25460.t1	Peve_00012861, Peve_00042920
OG0006629	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25460.t1	FUN_029081-T1
OG0006630	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25753.t1	Peve_00033472, Peve_00031240
OG0006630	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25753.t1	FUN_029091-T1
OG0006631	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g9197.t1	Peve_00033476, Peve_00007821
OG0006631	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g9197.t1	FUN_029093-T1
OG0006632	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25750.t1	Peve_00033474, Peve_00007829
OG0006632	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25750.t1	FUN_029094-T1
OG0006633	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25749.t1	Peve_00007830, Peve_00033475
OG0006633	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25749.t1	FUN_029095-T1
OG0006634	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g9201.t1	Peve_00004671, Peve_00013127
OG0006634	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g9201.t1	FUN_029111-T1
OG0006635	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25756.t1	Peve_00013128, Peve_00004672
OG0006635	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25756.t1	FUN_029112-T1
OG0006636	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25773.t1	FUN_029117-T1
OG0006636	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25773.t1	Peve_00013133, Peve_00024539
OG0006637	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25775.t1	Peve_00032016, Peve_00024870
OG0006637	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25775.t1	FUN_029125-T1
OG0006638	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25744.t1	Peve_00042113
OG0006638	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25744.t1	FUN_029135-T1, FUN_029136-T1
OG0006639	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g9187.t2	Peve_00041022, Peve_00041029
OG0006639	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g9187.t2	FUN_029139-T1
OG0006640	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25729.t1	Peve_00000512
OG0006640	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25729.t1	FUN_029144-T2, FUN_029144-T1
OG0006641	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25731.t1a	Peve_00000509, Peve_00000510
OG0006641	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25731.t1a	FUN_029146-T1
OG0006642	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25731.t1b	Peve_00000514
OG0006642	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25731.t1b	FUN_029147-T2, FUN_029147-T1
OG0006643	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25738.t1	Peve_00041032
OG0006643	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25738.t1	FUN_029156-T1, FUN_029161-T1
OG0006644	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25481.t1	Peve_00003760, Peve_00027805
OG0006644	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25481.t1	FUN_029166-T1
OG0006645	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25650.t1	Peve_00000513
OG0006645	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25650.t1	FUN_029167-T2, FUN_029167-T1
OG0006646	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25501.t1	Peve_00031204, Peve_00029318
OG0006646	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25501.t1	FUN_029184-T1
OG0006647	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25503.t1	Peve_00031210
OG0006647	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25503.t1	FUN_029186-T2, FUN_029186-T1
OG0006648	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25514.t1, Pocillopora_meandrina_HIv1___RNAseq.g25511.t1	Peve_00017676
OG0006648	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25514.t1, Pocillopora_meandrina_HIv1___RNAseq.g25511.t1	FUN_029190-T1
OG0006649	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25521.t1	FUN_029195-T1
OG0006649	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25521.t1	Peve_00025427, Peve_00004310
OG0006650	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25522.t1	Peve_00005999, Peve_00004309
OG0006650	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25522.t1	FUN_029196-T1
OG0006651	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25524.t1	Peve_00006000, Peve_00004308
OG0006651	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25524.t1	FUN_029197-T1
OG0006652	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25525.t1	Peve_00004307, Peve_00006009
OG0006652	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25525.t1	FUN_029198-T1
OG0006653	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g8384.t1, Pocillopora_meandrina_HIv1___RNAseq.g8388.t1	Peve_00024710
OG0006653	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g8384.t1, Pocillopora_meandrina_HIv1___RNAseq.g8388.t1	FUN_029205-T1
OG0006655	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25548.t1, Pocillopora_meandrina_HIv1___RNAseq.g25550.t1	Peve_00045062
OG0006655	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25548.t1, Pocillopora_meandrina_HIv1___RNAseq.g25550.t1	FUN_029230-T1
OG0006656	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25546.t1, Pocillopora_meandrina_HIv1___RNAseq.g25549.t1	Peve_00024513
OG0006656	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25546.t1, Pocillopora_meandrina_HIv1___RNAseq.g25549.t1	FUN_029232-T1
OG0006657	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25405.t1	FUN_029245-T1
OG0006657	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25405.t1	Peve_00013749, Peve_00013748
OG0006658	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g15015.t1	Peve_00024382
OG0006658	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g15015.t1	FUN_029248-T2, FUN_029248-T1
OG0006659	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g15043.t2	Peve_00030744
OG0006659	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g15043.t2	FUN_029267-T1, FUN_029266-T1
OG0006660	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25417.t1	Peve_00002504
OG0006660	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25417.t1	FUN_029269-T1, FUN_029269-T2
OG0006661	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g25416.t1	Peve_00002499
OG0006661	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g25416.t1	FUN_029270-T1, FUN_029270-T2
OG0006662	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g15045.t1, Pocillopora_meandrina_HIv1___TS.g8830.t1	Peve_00030742
OG0006662	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g15045.t1, Pocillopora_meandrina_HIv1___TS.g8830.t1	FUN_029276-T1
OG0006663	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g17458.t2, Pocillopora_meandrina_HIv1___RNAseq.g9943.t1, Pocillopora_meandrina_HIv1___RNAseq.g16627.t1	FUN_029282-T1
OG0006664	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g11686.t1	Peve_00036559
OG0006664	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g11686.t1	FUN_029292-T1, FUN_029291-T1
OG0006665	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g12586.t1	Peve_00040809
OG0006665	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g12586.t1	FUN_029300-T2, FUN_029300-T1
OG0006666	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g12582.t1	Peve_00038265
OG0006666	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g12582.t1	FUN_029309-T1, FUN_029309-T2
OG0006667	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17300.t2	Peve_00023362
OG0006667	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17300.t2	FUN_029340-T2, FUN_029340-T1
OG0006668	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17295.t1	Peve_00023374
OG0006668	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17295.t1	FUN_029344-T2, FUN_029344-T1
OG0006669	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g2905.t4a	Peve_00044525, Peve_00044523
OG0006669	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g2905.t4a	FUN_029393-T1
OG0006670	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17141.t1	Peve_00033470, Peve_00044529
OG0006670	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17141.t1	FUN_029400-T1
OG0006671	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17143.t1	Peve_00044518
OG0006671	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17143.t1	FUN_029404-T2, FUN_029404-T1
OG0006672	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g2914.t1	Peve_00028187, Peve_00021766
OG0006672	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g2914.t1	FUN_029412-T1
OG0006673	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17183.t1	Peve_00018039, Peve_00017118
OG0006673	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17183.t1	FUN_029418-T1
OG0006674	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17182.t1	Peve_00018040, Peve_00017116
OG0006674	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17182.t1	FUN_029419-T1
OG0006675	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17174.t1	Peve_00039469, Peve_00015943
OG0006675	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17174.t1	FUN_029426-T1
OG0006676	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17126.t1	Peve_00017121
OG0006676	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17126.t1	FUN_029472-T1, FUN_029471-T1
OG0006677	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17129.t1	Peve_00017244
OG0006677	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17129.t1	FUN_029487-T2, FUN_029487-T1
OG0006678	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17122.t1	FUN_029497-T1
OG0006678	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g2892.t1	FUN_029500-T1
OG0006679	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17111.t1	Peve_00028580
OG0006679	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17111.t1	FUN_029521-T2, FUN_029521-T1
OG0006680	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17274.t1	Peve_00023345
OG0006680	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17274.t1	FUN_029546-T1, FUN_045334-T1
OG0006681	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17265.t1, Pocillopora_meandrina_HIv1___RNAseq.g17263.t1	Peve_00023354
OG0006681	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17265.t1, Pocillopora_meandrina_HIv1___RNAseq.g17263.t1	FUN_029554-T1
OG0006682	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17203.t2	Peve_00037896
OG0006682	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17203.t2	FUN_029621-T1, FUN_029639-T1
OG0006683	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17311.t1	Peve_00020457, Peve_00018723
OG0006683	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17311.t1	FUN_029709-T1
OG0006684	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g28961.t1	Peve_00044613
OG0006684	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g28961.t1	FUN_029718-T1, FUN_029715-T1
OG0006685	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17314.t1	Peve_00031236, Peve_00019510
OG0006685	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17314.t1	FUN_029753-T1
OG0006686	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g3083.t1, Pocillopora_meandrina_HIv1___RNAseq.g17318.t1	Peve_00019497
OG0006686	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g3083.t1, Pocillopora_meandrina_HIv1___RNAseq.g17318.t1	FUN_029758-T1
OG0006687	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17327.t1	Peve_00019508, Peve_00019512
OG0006687	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17327.t1	FUN_029770-T1
OG0006688	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5152.t1	Peve_00042908
OG0006688	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5152.t1	FUN_029771-T2, FUN_029771-T1
OG0006689	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g29045.t1, Pocillopora_meandrina_HIv1___RNAseq.g27845.t1	Peve_00011894
OG0006689	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g29045.t1, Pocillopora_meandrina_HIv1___RNAseq.g27845.t1	FUN_029792-T1
OG0006691	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.28643_t	Peve_00013607
OG0006691	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.28643_t	FUN_029880-T2, FUN_029880-T1
OG0006692	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g17342.t2	Peve_00008447
OG0006692	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g17342.t2	FUN_029890-T2, FUN_029890-T1
OG0006697	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g27285.t1	Peve_00035367, Peve_00003854
OG0006697	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g27285.t1	FUN_030612-T1
OG0006699	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30310.t1	Peve_00043685
OG0006699	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30310.t1	FUN_030655-T1, FUN_030655-T2
OG0006700	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6200.t1	Peve_00043646
OG0006700	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6200.t1	FUN_030658-T1, FUN_030659-T1
OG0006701	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30304.t1	Peve_00043681
OG0006701	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30304.t1	FUN_030663-T1, FUN_030663-T2
OG0006702	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g24915.t1	Peve_00009118
OG0006702	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g24915.t1	FUN_030667-T2, FUN_030667-T1
OG0006703	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30313.t1	Peve_00028182
OG0006703	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30313.t1	FUN_030671-T1, FUN_030671-T2
OG0006704	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30327.t2	Peve_00028147
OG0006704	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30327.t2	FUN_030681-T1, FUN_030681-T2
OG0006705	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30284.t1	Peve_00038787, Peve_00028911
OG0006705	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30284.t1	FUN_030682-T1
OG0006706	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g2848.t1	Peve_00042639
OG0006706	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g2848.t1	FUN_040832-T1, FUN_030737-T1
OG0006707	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g30297.t1	Peve_00043611, Peve_00026820
OG0006707	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g30297.t1	FUN_030881-T1
OG0006708	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g19212.t1	Peve_00005604
OG0006708	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g19212.t1	FUN_031036-T1, FUN_031002-T1
OG0006710	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g4906.t1, Pocillopora_meandrina_HIv1___RNAseq.g8068.t1	Peve_00037553
OG0006710	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g4906.t1, Pocillopora_meandrina_HIv1___RNAseq.g8068.t1	FUN_031025-T1
OG0006711	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5923.t1	Peve_00013556, Peve_00013554
OG0006711	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5923.t1	FUN_031065-T1
OG0006712	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g21295.t1, Pocillopora_meandrina_HIv1___RNAseq.g6194.t1	Peve_00013426
OG0006712	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g21295.t1, Pocillopora_meandrina_HIv1___RNAseq.g6194.t1	FUN_031069-T1
OG0006713	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g6195.t1	Peve_00025081, Peve_00043599
OG0006713	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g6195.t1	FUN_031070-T1
OG0006714	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5957.t1	Peve_00035562, Peve_00025083
OG0006714	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5957.t1	FUN_031085-T1
OG0006716	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g23886.t1a	Peve_00026524
OG0006716	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g23886.t1a	FUN_031290-T1, FUN_031290-T2
OG0006717	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g23878.t1	Peve_00026517
OG0006717	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g23878.t1	FUN_031299-T1, FUN_031299-T2
OG0006718	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___TS.g23874.t1	Peve_00026514
OG0006718	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___TS.g23874.t1	FUN_031307-T1, FUN_031307-T2
OG0006719	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g16266.t1, Pocillopora_meandrina_HIv1___RNAseq.g16270.t1, Pocillopora_meandrina_HIv1___TS.g11283.t1	FUN_031324-T1
OG0006721	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5153.t1	Peve_00026561
OG0006721	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5153.t1	FUN_031464-T2, FUN_031464-T1
OG0006722	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5151.t1, Pocillopora_meandrina_HIv1___RNAseq.g5147.t1	Peve_00026560
OG0006722	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5151.t1, Pocillopora_meandrina_HIv1___RNAseq.g5147.t1	FUN_031465-T1
OG0006723	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5082.t1	Peve_00026552
OG0006723	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5082.t1	FUN_031470-T2, FUN_031470-T1
OG0006724	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5099.t1	Peve_00026554, Peve_00044299
OG0006724	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5099.t1	FUN_031497-T1
OG0006725	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5104.t1	Peve_00044288, Peve_00044289
OG0006725	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5104.t1	FUN_031501-T1
OG0006726	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5109.t1, Pocillopora_meandrina_HIv1___TS.g23831.t2	Peve_00004810
OG0006726	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5109.t1, Pocillopora_meandrina_HIv1___TS.g23831.t2	FUN_031505-T1
OG0006727	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5130.t1	Peve_00022781
OG0006727	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5130.t1	FUN_031524-T2, FUN_031524-T1
OG0006728	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5076.t1	Peve_00032865, Peve_00025438
OG0006728	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5076.t1	FUN_031559-T1
OG0006729	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5073.t1	Peve_00021506, Peve_00025439
OG0006729	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5073.t1	FUN_031564-T1
OG0006730	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5067.t1, Pocillopora_meandrina_HIv1___RNAseq.g5068.t1	Peve_00021512
OG0006730	Apulchra-genome.pep	Pocillopora_meandrina_HIv1___RNAseq.g5067.t1, Pocillopora_meandrina_HIv1___RNAseq.g5068.t1	FUN_031588-T1
OG0006731	Porites_evermanni_v1.annot.pep	Pocillopora_meandrina_HIv1___RNAseq.g5062.t1	Peve_00012525, Peve_00034633
