Orthogroup	Species	Apulchra-genome.pep	Orthologs
OG0003287	Pocillopora_meandrina_HIv1.genes.pep	FUN_002806-T2, FUN_002806-T1, FUN_002806-T3	Pocillopora_meandrina_HIv1___RNAseq.g14970.t1b
OG0003288	Porites_evermanni_v1.annot.pep	FUN_002818-T1, FUN_031043-T1, FUN_030125-T1	Peve_00013307, Peve_00029824
OG0003289	Porites_evermanni_v1.annot.pep	FUN_002865-T1, FUN_020923-T1, FUN_020921-T1	Peve_00019454, Peve_00019457
OG0003292	Porites_evermanni_v1.annot.pep	FUN_029983-T1, FUN_002907-T1, FUN_022459-T1	Peve_00014437
OG0003292	Pocillopora_meandrina_HIv1.genes.pep	FUN_029983-T1, FUN_002907-T1, FUN_022459-T1	Pocillopora_meandrina_HIv1___RNAseq.g6289.t1
OG0003294	Porites_evermanni_v1.annot.pep	FUN_003222-T1, FUN_003201-T1, FUN_005256-T1	Peve_00003875
OG0003294	Pocillopora_meandrina_HIv1.genes.pep	FUN_003222-T1, FUN_003201-T1, FUN_005256-T1	Pocillopora_meandrina_HIv1___RNAseq.g27968.t1
OG0003295	Porites_evermanni_v1.annot.pep	FUN_019061-T1, FUN_003388-T1	Peve_00014446
OG0003295	Pocillopora_meandrina_HIv1.genes.pep	FUN_019061-T1, FUN_003388-T1	Pocillopora_meandrina_HIv1___RNAseq.g19329.t1c, Pocillopora_meandrina_HIv1___TS.g13629.t1
OG0003296	Porites_evermanni_v1.annot.pep	FUN_030989-T1, FUN_003401-T1, FUN_017200-T1	Peve_00012916
OG0003296	Pocillopora_meandrina_HIv1.genes.pep	FUN_030989-T1, FUN_003401-T1, FUN_017200-T1	Pocillopora_meandrina_HIv1___RNAseq.g19230.t1
OG0003297	Porites_evermanni_v1.annot.pep	FUN_003403-T1, FUN_010198-T1, FUN_013037-T1, FUN_021048-T1	Peve_00017987
OG0003298	Pocillopora_meandrina_HIv1.genes.pep	FUN_003409-T1, FUN_030856-T1, FUN_010195-T1, FUN_010194-T1	Pocillopora_meandrina_HIv1___RNAseq.g9248.t1
OG0003299	Porites_evermanni_v1.annot.pep	FUN_039308-T1, FUN_003419-T1	Peve_00015362
OG0003299	Pocillopora_meandrina_HIv1.genes.pep	FUN_039308-T1	Pocillopora_meandrina_HIv1___TS.g14420.t1
OG0003299	Pocillopora_meandrina_HIv1.genes.pep	FUN_003419-T1	Pocillopora_meandrina_HIv1___TS.g9845.t1
OG0003301	Porites_evermanni_v1.annot.pep	FUN_003523-T1, FUN_030033-T1	Peve_00018340, Peve_00005126
OG0003301	Pocillopora_meandrina_HIv1.genes.pep	FUN_003523-T1, FUN_030033-T1	Pocillopora_meandrina_HIv1___RNAseq.g11282.t1
OG0003302	Porites_evermanni_v1.annot.pep	FUN_030666-T1, FUN_003550-T1, FUN_038846-T1, FUN_044288-T1	Peve_00032380
OG0003305	Porites_evermanni_v1.annot.pep	FUN_003646-T1	Peve_00006106, Peve_00009098, Peve_00015349, Peve_00000914
OG0003306	Porites_evermanni_v1.annot.pep	FUN_018161-T1, FUN_037013-T1, FUN_033172-T1, FUN_003654-T1	Peve_00004112
OG0003307	Porites_evermanni_v1.annot.pep	FUN_026754-T1, FUN_003674-T1, FUN_018479-T1	Peve_00000366
OG0003307	Pocillopora_meandrina_HIv1.genes.pep	FUN_026754-T1, FUN_003674-T1, FUN_018479-T1	Pocillopora_meandrina_HIv1___TS.g480.t1
OG0003309	Porites_evermanni_v1.annot.pep	FUN_029992-T1, FUN_034776-T1, FUN_025711-T1, FUN_003735-T1	Peve_00038391
OG0003310	Porites_evermanni_v1.annot.pep	FUN_039544-T1, FUN_039600-T1, FUN_003764-T1	Peve_00008344, Peve_00032704
OG0003311	Porites_evermanni_v1.annot.pep	FUN_010110-T1, FUN_003779-T1, FUN_027042-T1	Peve_00041952
OG0003311	Pocillopora_meandrina_HIv1.genes.pep	FUN_010110-T1, FUN_003779-T1, FUN_027042-T1	Pocillopora_meandrina_HIv1___TS.g17681.t1
OG0003312	Porites_evermanni_v1.annot.pep	FUN_003845-T2, FUN_003845-T1	Peve_00044886, Peve_00042665
OG0003312	Pocillopora_meandrina_HIv1.genes.pep	FUN_003845-T2, FUN_003845-T1	Pocillopora_meandrina_HIv1___RNAseq.g11682.t1
OG0003313	Porites_evermanni_v1.annot.pep	FUN_003878-T1	Peve_00023685, Peve_00009218, Peve_00003855
OG0003313	Pocillopora_meandrina_HIv1.genes.pep	FUN_003878-T1	Pocillopora_meandrina_HIv1___RNAseq.g11578.t2
OG0003314	Porites_evermanni_v1.annot.pep	FUN_003999-T1	Peve_00034334
OG0003314	Pocillopora_meandrina_HIv1.genes.pep	FUN_003999-T1	Pocillopora_meandrina_HIv1___RNAseq.g11693.t1, Pocillopora_meandrina_HIv1___TS.g7807.t1, Pocillopora_meandrina_HIv1___RNAseq.g11697.t1
OG0003315	Porites_evermanni_v1.annot.pep	FUN_004007-T1, FUN_004007-T3, FUN_004007-T2	Peve_00044893
OG0003315	Pocillopora_meandrina_HIv1.genes.pep	FUN_004007-T1, FUN_004007-T3, FUN_004007-T2	Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b
OG0003316	Porites_evermanni_v1.annot.pep	FUN_004018-T1	Peve_00023728
OG0003316	Pocillopora_meandrina_HIv1.genes.pep	FUN_004018-T1	Pocillopora_meandrina_HIv1___RNAseq.g12679.t1, Pocillopora_meandrina_HIv1___RNAseq.g4130.t1, Pocillopora_meandrina_HIv1___RNAseq.g13261.t1
OG0003318	Porites_evermanni_v1.annot.pep	FUN_004066-T1, FUN_004180-T1, FUN_004180-T2	Peve_00033282
OG0003318	Pocillopora_meandrina_HIv1.genes.pep	FUN_004066-T1, FUN_004180-T1, FUN_004180-T2	Pocillopora_meandrina_HIv1___RNAseq.g16991.t1b
OG0003319	Porites_evermanni_v1.annot.pep	FUN_004090-T1	Peve_00040107, Peve_00040112
OG0003319	Pocillopora_meandrina_HIv1.genes.pep	FUN_004090-T1	Pocillopora_meandrina_HIv1___RNAseq.g13727.t1, Pocillopora_meandrina_HIv1___TS.g2724.t1
OG0003320	Porites_evermanni_v1.annot.pep	FUN_004099-T2, FUN_004099-T1	Peve_00018046
OG0003320	Pocillopora_meandrina_HIv1.genes.pep	FUN_004099-T2, FUN_004099-T1	Pocillopora_meandrina_HIv1___RNAseq.g6004.t1, Pocillopora_meandrina_HIv1___RNAseq.g11659.t2
OG0003322	Pocillopora_meandrina_HIv1.genes.pep	FUN_004112-T1	Pocillopora_meandrina_HIv1___RNAseq.g28292.t1
OG0003322	Porites_evermanni_v1.annot.pep	FUN_004112-T1	Peve_00026026, Peve_00026028, Peve_00015646
OG0003323	Porites_evermanni_v1.annot.pep	FUN_004176-T2, FUN_004176-T3, FUN_004176-T1	Peve_00028371
OG0003323	Pocillopora_meandrina_HIv1.genes.pep	FUN_004176-T2, FUN_004176-T3, FUN_004176-T1	Pocillopora_meandrina_HIv1___RNAseq.g16715.t1
OG0003324	Porites_evermanni_v1.annot.pep	FUN_004189-T1, FUN_004181-T1, FUN_004183-T1	Peve_00021843, Peve_00029551
OG0003325	Porites_evermanni_v1.annot.pep	FUN_004196-T1, FUN_004196-T2	Peve_00030899
OG0003325	Pocillopora_meandrina_HIv1.genes.pep	FUN_004196-T1, FUN_004196-T2	Pocillopora_meandrina_HIv1___RNAseq.g17015.t1, Pocillopora_meandrina_HIv1___RNAseq.g17013.t1
OG0003326	Porites_evermanni_v1.annot.pep	FUN_004228-T1	Peve_00036013, Peve_00004608
OG0003326	Pocillopora_meandrina_HIv1.genes.pep	FUN_004228-T1	Pocillopora_meandrina_HIv1___RNAseq.19224_t, Pocillopora_meandrina_HIv1___TS.g7343.t2
OG0003327	Porites_evermanni_v1.annot.pep	FUN_004265-T2, FUN_004265-T1	Peve_00035541, Peve_00021038
OG0003327	Pocillopora_meandrina_HIv1.genes.pep	FUN_004265-T2, FUN_004265-T1	Pocillopora_meandrina_HIv1___RNAseq.g11654.t1
OG0003328	Porites_evermanni_v1.annot.pep	FUN_004293-T1	Peve_00027976, Peve_00027407, Peve_00008382
OG0003328	Pocillopora_meandrina_HIv1.genes.pep	FUN_004293-T1	Pocillopora_meandrina_HIv1___RNAseq.g11771.t1
OG0003329	Porites_evermanni_v1.annot.pep	FUN_004303-T1, FUN_004304-T1	Peve_00033932
OG0003329	Pocillopora_meandrina_HIv1.genes.pep	FUN_004303-T1, FUN_004304-T1	Pocillopora_meandrina_HIv1___RNAseq.g11776.t1, Pocillopora_meandrina_HIv1___RNAseq.g11775.t1
OG0003330	Porites_evermanni_v1.annot.pep	FUN_004322-T1, FUN_018801-T1, FUN_022337-T1	Peve_00016504
OG0003330	Pocillopora_meandrina_HIv1.genes.pep	FUN_004322-T1, FUN_018801-T1, FUN_022337-T1	Pocillopora_meandrina_HIv1___TS.g7899.t1
OG0003331	Porites_evermanni_v1.annot.pep	FUN_004328-T3, FUN_004328-T1, FUN_004328-T2	Peve_00016549
OG0003331	Pocillopora_meandrina_HIv1.genes.pep	FUN_004328-T3, FUN_004328-T1, FUN_004328-T2	Pocillopora_meandrina_HIv1___RNAseq.g12528.t1
OG0003332	Porites_evermanni_v1.annot.pep	FUN_004340-T1	Peve_00016485
OG0003332	Pocillopora_meandrina_HIv1.genes.pep	FUN_004340-T1	Pocillopora_meandrina_HIv1___TS.g18415.t1, Pocillopora_meandrina_HIv1___RNAseq.g12541.t1, Pocillopora_meandrina_HIv1___RNAseq.g12540.t1
OG0003333	Porites_evermanni_v1.annot.pep	FUN_004374-T1	Peve_00007252, Peve_00024389, Peve_00008061
OG0003333	Pocillopora_meandrina_HIv1.genes.pep	FUN_004374-T1	Pocillopora_meandrina_HIv1___RNAseq.g16620.t1
OG0003334	Porites_evermanni_v1.annot.pep	FUN_004375-T1	Peve_00024390, Peve_00008062
OG0003334	Pocillopora_meandrina_HIv1.genes.pep	FUN_004375-T1	Pocillopora_meandrina_HIv1___RNAseq.g16793.t1, Pocillopora_meandrina_HIv1___RNAseq.g16792.t1
OG0003335	Porites_evermanni_v1.annot.pep	FUN_004406-T1, FUN_004406-T2	Peve_00017185, Peve_00009338
OG0003335	Pocillopora_meandrina_HIv1.genes.pep	FUN_004406-T1, FUN_004406-T2	Pocillopora_meandrina_HIv1___RNAseq.g4937.t1
OG0003336	Porites_evermanni_v1.annot.pep	FUN_004409-T1	Peve_00024220, Peve_00017180
OG0003336	Pocillopora_meandrina_HIv1.genes.pep	FUN_004409-T1	Pocillopora_meandrina_HIv1___TS.g8710.t1, Pocillopora_meandrina_HIv1___TS.g8711.t1
OG0003337	Porites_evermanni_v1.annot.pep	FUN_004422-T1	Peve_00033980
OG0003337	Pocillopora_meandrina_HIv1.genes.pep	FUN_004422-T1	Pocillopora_meandrina_HIv1___RNAseq.g16629.t1, Pocillopora_meandrina_HIv1___TS.g17526.t1, Pocillopora_meandrina_HIv1___RNAseq.g16631.t1
OG0003338	Porites_evermanni_v1.annot.pep	FUN_004435-T1, FUN_004433-T1	Peve_00033217
OG0003338	Pocillopora_meandrina_HIv1.genes.pep	FUN_004435-T1	Pocillopora_meandrina_HIv1___RNAseq.g11489.t1
OG0003338	Pocillopora_meandrina_HIv1.genes.pep	FUN_004433-T1	Pocillopora_meandrina_HIv1___RNAseq.g11491.t1
OG0003339	Porites_evermanni_v1.annot.pep	FUN_004445-T2, FUN_004445-T1	Peve_00033231
OG0003339	Pocillopora_meandrina_HIv1.genes.pep	FUN_004445-T2, FUN_004445-T1	Pocillopora_meandrina_HIv1___TS.g7564.t1, Pocillopora_meandrina_HIv1___RNAseq.g11453.t1
OG0003340	Porites_evermanni_v1.annot.pep	FUN_004455-T1	Peve_00024319, Peve_00024309, Peve_00024310
OG0003340	Pocillopora_meandrina_HIv1.genes.pep	FUN_004455-T1	Pocillopora_meandrina_HIv1___RNAseq.g4970.t1
OG0003341	Porites_evermanni_v1.annot.pep	FUN_004468-T2, FUN_004468-T3, FUN_004468-T1	Peve_00007166
OG0003341	Pocillopora_meandrina_HIv1.genes.pep	FUN_004468-T2, FUN_004468-T3, FUN_004468-T1	Pocillopora_meandrina_HIv1___RNAseq.g4953.t1
OG0003343	Porites_evermanni_v1.annot.pep	FUN_004549-T1	Peve_00042944
OG0003343	Pocillopora_meandrina_HIv1.genes.pep	FUN_004549-T1	Pocillopora_meandrina_HIv1___RNAseq.g8336.t1, Pocillopora_meandrina_HIv1___RNAseq.15379_t, Pocillopora_meandrina_HIv1___RNAseq.g8337.t1
OG0003345	Porites_evermanni_v1.annot.pep	FUN_004642-T1	Peve_00039264
OG0003345	Pocillopora_meandrina_HIv1.genes.pep	FUN_004642-T1	Pocillopora_meandrina_HIv1___TS.g1351.t1, Pocillopora_meandrina_HIv1___RNAseq.g7606.t1, Pocillopora_meandrina_HIv1___RNAseq.g7604.t1
OG0003346	Porites_evermanni_v1.annot.pep	FUN_004650-T1, FUN_040283-T2, FUN_040283-T1	Peve_00027505
OG0003346	Pocillopora_meandrina_HIv1.genes.pep	FUN_004650-T1, FUN_040283-T2, FUN_040283-T1	Pocillopora_meandrina_HIv1___TS.g1339.t2
OG0003347	Porites_evermanni_v1.annot.pep	FUN_004694-T1, FUN_004694-T2	Peve_00003274, Peve_00003273
OG0003347	Pocillopora_meandrina_HIv1.genes.pep	FUN_004694-T1, FUN_004694-T2	Pocillopora_meandrina_HIv1___RNAseq.g8770.t1
OG0003348	Porites_evermanni_v1.annot.pep	FUN_004704-T1	Peve_00005094, Peve_00005092, Peve_00005093, Peve_00005095
OG0003350	Porites_evermanni_v1.annot.pep	FUN_004757-T1, FUN_004756-T1	Peve_00003221, Peve_00031386
OG0003350	Pocillopora_meandrina_HIv1.genes.pep	FUN_004757-T1, FUN_004756-T1	Pocillopora_meandrina_HIv1___TS.g439.t2
OG0003351	Porites_evermanni_v1.annot.pep	FUN_004764-T1, FUN_004764-T3, FUN_004764-T2, FUN_004759-T1	Peve_00007777
OG0003352	Porites_evermanni_v1.annot.pep	FUN_004766-T1, FUN_004760-T1, FUN_004761-T1	Peve_00019319
OG0003352	Pocillopora_meandrina_HIv1.genes.pep	FUN_004766-T1, FUN_004760-T1, FUN_004761-T1	Pocillopora_meandrina_HIv1___RNAseq.g6698.t2
OG0003353	Porites_evermanni_v1.annot.pep	FUN_004829-T2, FUN_004829-T1	Peve_00021957, Peve_00024246
OG0003353	Pocillopora_meandrina_HIv1.genes.pep	FUN_004829-T2, FUN_004829-T1	Pocillopora_meandrina_HIv1___RNAseq.g8582.t1
OG0003354	Porites_evermanni_v1.annot.pep	FUN_004910-T2, FUN_004910-T1	Peve_00028228, Peve_00032243
OG0003354	Pocillopora_meandrina_HIv1.genes.pep	FUN_004910-T2, FUN_004910-T1	Pocillopora_meandrina_HIv1___TS.g20086.t1
OG0003355	Porites_evermanni_v1.annot.pep	FUN_004947-T1, FUN_004947-T2	Peve_00043267, Peve_00029028
OG0003355	Pocillopora_meandrina_HIv1.genes.pep	FUN_004947-T1, FUN_004947-T2	Pocillopora_meandrina_HIv1___RNAseq.g8394.t1
OG0003356	Porites_evermanni_v1.annot.pep	FUN_027447-T1, FUN_004971-T1, FUN_030006-T1, FUN_030002-T1	Peve_00041823
OG0003357	Porites_evermanni_v1.annot.pep	FUN_004979-T2, FUN_004979-T1	Peve_00031942, Peve_00017620
OG0003357	Pocillopora_meandrina_HIv1.genes.pep	FUN_004979-T2, FUN_004979-T1	Pocillopora_meandrina_HIv1___TS.g20137.t4
OG0003358	Porites_evermanni_v1.annot.pep	FUN_040348-T1, FUN_004996-T1	Peve_00009299
OG0003358	Pocillopora_meandrina_HIv1.genes.pep	FUN_040348-T1, FUN_004996-T1	Pocillopora_meandrina_HIv1___TS.g464.t1a, Pocillopora_meandrina_HIv1___RNAseq.g22159.t1
OG0003359	Pocillopora_meandrina_HIv1.genes.pep	FUN_005004-T1	Pocillopora_meandrina_HIv1___RNAseq.g25281.t2, Pocillopora_meandrina_HIv1___RNAseq.g25280.t1, Pocillopora_meandrina_HIv1___RNAseq.g25278.t1, Pocillopora_meandrina_HIv1___RNAseq.g25279.t1
OG0003360	Porites_evermanni_v1.annot.pep	FUN_005021-T1, FUN_005019-T1, FUN_005020-T1	Peve_00032188
OG0003360	Pocillopora_meandrina_HIv1.genes.pep	FUN_005021-T1, FUN_005019-T1, FUN_005020-T1	Pocillopora_meandrina_HIv1___RNAseq.g27443.t1
OG0003361	Porites_evermanni_v1.annot.pep	FUN_005029-T3, FUN_005029-T4, FUN_005029-T2	Peve_00028655
OG0003361	Pocillopora_meandrina_HIv1.genes.pep	FUN_005029-T3, FUN_005029-T4, FUN_005029-T2	Pocillopora_meandrina_HIv1___RNAseq.g8322.t1
OG0003363	Porites_evermanni_v1.annot.pep	FUN_005115-T3, FUN_005115-T2, FUN_005115-T1	Peve_00007461
OG0003363	Pocillopora_meandrina_HIv1.genes.pep	FUN_005115-T3, FUN_005115-T2, FUN_005115-T1	Pocillopora_meandrina_HIv1___RNAseq.g8266.t1
OG0003364	Porites_evermanni_v1.annot.pep	FUN_005183-T1, FUN_005183-T2	Peve_00023412, Peve_00017162
OG0003364	Pocillopora_meandrina_HIv1.genes.pep	FUN_005183-T1, FUN_005183-T2	Pocillopora_meandrina_HIv1___RNAseq.g8095.t1
OG0003365	Porites_evermanni_v1.annot.pep	FUN_005184-T4, FUN_005184-T3, FUN_005184-T2	Peve_00017161
OG0003365	Pocillopora_meandrina_HIv1.genes.pep	FUN_005184-T4, FUN_005184-T3, FUN_005184-T2	Pocillopora_meandrina_HIv1___RNAseq.g8096.t1
OG0003366	Porites_evermanni_v1.annot.pep	FUN_005188-T1	Peve_00017155
OG0003366	Pocillopora_meandrina_HIv1.genes.pep	FUN_005188-T1	Pocillopora_meandrina_HIv1___TS.g19845.t2a
OG0003366	Porites_evermanni_v1.annot.pep	FUN_005187-T1	Peve_00017154
OG0003367	Porites_evermanni_v1.annot.pep	FUN_005202-T2, FUN_005202-T3, FUN_005202-T1	Peve_00031640
OG0003367	Pocillopora_meandrina_HIv1.genes.pep	FUN_005202-T2, FUN_005202-T3, FUN_005202-T1	Pocillopora_meandrina_HIv1___TS.g19875.t2
OG0003368	Porites_evermanni_v1.annot.pep	FUN_005225-T1, FUN_005223-T1	Peve_00035494
OG0003368	Pocillopora_meandrina_HIv1.genes.pep	FUN_005225-T1	Pocillopora_meandrina_HIv1___RNAseq.g8119.t1
OG0003368	Pocillopora_meandrina_HIv1.genes.pep	FUN_005223-T1	Pocillopora_meandrina_HIv1___RNAseq.g8120.t1
OG0003369	Porites_evermanni_v1.annot.pep	FUN_005233-T1, FUN_005233-T2, FUN_005233-T3	Peve_00042866
OG0003369	Pocillopora_meandrina_HIv1.genes.pep	FUN_005233-T1, FUN_005233-T2, FUN_005233-T3	Pocillopora_meandrina_HIv1___RNAseq.g8112.t1
OG0003370	Porites_evermanni_v1.annot.pep	FUN_005242-T2, FUN_005242-T1	Peve_00014454, Peve_00014453
OG0003370	Pocillopora_meandrina_HIv1.genes.pep	FUN_005242-T2, FUN_005242-T1	Pocillopora_meandrina_HIv1___RNAseq.g8138.t1
OG0003371	Porites_evermanni_v1.annot.pep	FUN_037036-T1, FUN_010025-T1, FUN_005291-T1	Peve_00006172
OG0003371	Pocillopora_meandrina_HIv1.genes.pep	FUN_037036-T1, FUN_010025-T1, FUN_005291-T1	Pocillopora_meandrina_HIv1___RNAseq.g1670.t1
OG0003373	Porites_evermanni_v1.annot.pep	FUN_045129-T1, FUN_029280-T1, FUN_005318-T1, FUN_045116-T1	Peve_00041812
OG0003374	Porites_evermanni_v1.annot.pep	FUN_005338-T3, FUN_005338-T2, FUN_005338-T1	Peve_00035212
OG0003374	Pocillopora_meandrina_HIv1.genes.pep	FUN_005338-T3, FUN_005338-T2, FUN_005338-T1	Pocillopora_meandrina_HIv1___RNAseq.g8199.t1
OG0003375	Pocillopora_meandrina_HIv1.genes.pep	FUN_005385-T1, FUN_005384-T1	Pocillopora_meandrina_HIv1___RNAseq.g6616.t1
OG0003375	Porites_evermanni_v1.annot.pep	FUN_005385-T1	Peve_00044214
OG0003375	Porites_evermanni_v1.annot.pep	FUN_005384-T1	Peve_00027156
OG0003376	Porites_evermanni_v1.annot.pep	FUN_013853-T1, FUN_005447-T1, FUN_019057-T1	Peve_00037504
OG0003376	Pocillopora_meandrina_HIv1.genes.pep	FUN_013853-T1, FUN_005447-T1, FUN_019057-T1	Pocillopora_meandrina_HIv1___TS.g26202.t1
OG0003377	Porites_evermanni_v1.annot.pep	FUN_005467-T2, FUN_005467-T1	Peve_00035390, Peve_00002034
OG0003377	Pocillopora_meandrina_HIv1.genes.pep	FUN_005467-T2, FUN_005467-T1	Pocillopora_meandrina_HIv1___TS.g362.t1
OG0003378	Porites_evermanni_v1.annot.pep	FUN_005477-T1, FUN_016207-T1	Peve_00045094, Peve_00005748, Peve_00005749
OG0003381	Porites_evermanni_v1.annot.pep	FUN_005822-T1, FUN_005822-T3, FUN_005822-T2	Peve_00034062
OG0003381	Pocillopora_meandrina_HIv1.genes.pep	FUN_005822-T1, FUN_005822-T3, FUN_005822-T2	Pocillopora_meandrina_HIv1___RNAseq.g19653.t1
OG0003382	Porites_evermanni_v1.annot.pep	FUN_005823-T2, FUN_005823-T3, FUN_005823-T1	Peve_00034061
OG0003382	Pocillopora_meandrina_HIv1.genes.pep	FUN_005823-T2, FUN_005823-T3, FUN_005823-T1	Pocillopora_meandrina_HIv1___RNAseq.g19654.t2
OG0003384	Porites_evermanni_v1.annot.pep	FUN_005892-T1	Peve_00015772, Peve_00015758, Peve_00036784
OG0003384	Pocillopora_meandrina_HIv1.genes.pep	FUN_005892-T1	Pocillopora_meandrina_HIv1___RNAseq.g19680.t1
OG0003385	Porites_evermanni_v1.annot.pep	FUN_005905-T1, FUN_005905-T2	Peve_00038370, Peve_00033233
OG0003385	Pocillopora_meandrina_HIv1.genes.pep	FUN_005905-T1, FUN_005905-T2	Pocillopora_meandrina_HIv1___RNAseq.g19576.t1
OG0003386	Porites_evermanni_v1.annot.pep	FUN_005925-T1	Peve_00039178, Peve_00002162, Peve_00031116, Peve_00039684
OG0003387	Porites_evermanni_v1.annot.pep	FUN_005994-T1, FUN_005994-T2	Peve_00036054, Peve_00008882
OG0003387	Pocillopora_meandrina_HIv1.genes.pep	FUN_005994-T1, FUN_005994-T2	Pocillopora_meandrina_HIv1___RNAseq.g19943.t1
OG0003388	Porites_evermanni_v1.annot.pep	FUN_023049-T1, FUN_005997-T1	Peve_00036049, Peve_00036046
OG0003388	Pocillopora_meandrina_HIv1.genes.pep	FUN_023049-T1, FUN_005997-T1	Pocillopora_meandrina_HIv1___TS.g29326.t1
OG0003389	Porites_evermanni_v1.annot.pep	FUN_005999-T1	Peve_00036042
OG0003389	Pocillopora_meandrina_HIv1.genes.pep	FUN_005999-T1	Pocillopora_meandrina_HIv1___RNAseq.g19931.t1
OG0003390	Pocillopora_meandrina_HIv1.genes.pep	FUN_006009-T1	Pocillopora_meandrina_HIv1___RNAseq.g28362.t1
OG0003390	Porites_evermanni_v1.annot.pep	FUN_006009-T1	Peve_00032112, Peve_00032116, Peve_00007189
OG0003392	Porites_evermanni_v1.annot.pep	FUN_006117-T1	Peve_00011322, Peve_00012456, Peve_00011318
OG0003392	Pocillopora_meandrina_HIv1.genes.pep	FUN_006117-T1	Pocillopora_meandrina_HIv1___RNAseq.g20401.t1
OG0003393	Porites_evermanni_v1.annot.pep	FUN_006130-T1, FUN_006133-T1	Peve_00011425
OG0003393	Pocillopora_meandrina_HIv1.genes.pep	FUN_006130-T1, FUN_006133-T1	Pocillopora_meandrina_HIv1___RNAseq.g20419.t1, Pocillopora_meandrina_HIv1___RNAseq.g20416.t1
OG0003395	Pocillopora_meandrina_HIv1.genes.pep	FUN_006171-T1	Pocillopora_meandrina_HIv1___RNAseq.g20431.t1
OG0003395	Porites_evermanni_v1.annot.pep	FUN_006171-T1	Peve_00021027, Peve_00028676, Peve_00020215
OG0003397	Porites_evermanni_v1.annot.pep	FUN_015643-T1, FUN_015666-T1, FUN_019143-T1, FUN_006306-T1	Peve_00020202
OG0003398	Porites_evermanni_v1.annot.pep	FUN_006313-T1	Peve_00025311
OG0003398	Pocillopora_meandrina_HIv1.genes.pep	FUN_006313-T1	Pocillopora_meandrina_HIv1___RNAseq.g20750.t1, Pocillopora_meandrina_HIv1___RNAseq.g24948.t1, Pocillopora_meandrina_HIv1___RNAseq.g21918.t1
OG0003400	Porites_evermanni_v1.annot.pep	FUN_006366-T1	Peve_00026064, Peve_00007380, Peve_00007382
OG0003400	Pocillopora_meandrina_HIv1.genes.pep	FUN_006366-T1	Pocillopora_meandrina_HIv1___TS.g29720.t1
OG0003402	Porites_evermanni_v1.annot.pep	FUN_006421-T1, FUN_006421-T2	Peve_00039021, Peve_00043551
OG0003402	Pocillopora_meandrina_HIv1.genes.pep	FUN_006421-T1, FUN_006421-T2	Pocillopora_meandrina_HIv1___RNAseq.g20280.t2
OG0003403	Porites_evermanni_v1.annot.pep	FUN_006454-T1	Peve_00008053
OG0003403	Porites_evermanni_v1.annot.pep	FUN_045481-T1, FUN_023803-T1	Peve_00026996
OG0003404	Porites_evermanni_v1.annot.pep	FUN_006498-T1, FUN_021796-T1	Peve_00029886
OG0003404	Pocillopora_meandrina_HIv1.genes.pep	FUN_006498-T1, FUN_021796-T1	Pocillopora_meandrina_HIv1___RNAseq.g3413.t1, Pocillopora_meandrina_HIv1___RNAseq.g28035.t1
OG0003405	Porites_evermanni_v1.annot.pep	FUN_040571-T1, FUN_011414-T1, FUN_040572-T1, FUN_006532-T1	Peve_00012372
OG0003409	Porites_evermanni_v1.annot.pep	FUN_006567-T1	Peve_00038437, Peve_00006743, Peve_00020672
OG0003409	Pocillopora_meandrina_HIv1.genes.pep	FUN_006567-T1	Pocillopora_meandrina_HIv1___RNAseq.g20308.t1
OG0003410	Porites_evermanni_v1.annot.pep	FUN_006581-T1	Peve_00015613
OG0003410	Pocillopora_meandrina_HIv1.genes.pep	FUN_006581-T1	Pocillopora_meandrina_HIv1___RNAseq.g20271.t1
OG0003410	Porites_evermanni_v1.annot.pep	FUN_006582-T1	Peve_00031279
OG0003411	Porites_evermanni_v1.annot.pep	FUN_006634-T1	Peve_00040846, Peve_00040843, Peve_00040845
OG0003411	Pocillopora_meandrina_HIv1.genes.pep	FUN_006634-T1	Pocillopora_meandrina_HIv1___TS.g29546.t1b
OG0003412	Porites_evermanni_v1.annot.pep	FUN_006645-T1, FUN_006645-T2	Peve_00029048, Peve_00029047
OG0003412	Pocillopora_meandrina_HIv1.genes.pep	FUN_006645-T1, FUN_006645-T2	Pocillopora_meandrina_HIv1___RNAseq.g19947.t1
OG0003414	Porites_evermanni_v1.annot.pep	FUN_006691-T1, FUN_006689-T1	Peve_00015823, Peve_00029049
OG0003414	Pocillopora_meandrina_HIv1.genes.pep	FUN_006691-T1, FUN_006689-T1	Pocillopora_meandrina_HIv1___RNAseq.g19970.t1
OG0003415	Pocillopora_meandrina_HIv1.genes.pep	FUN_037506-T1, FUN_037500-T1, FUN_006697-T2, FUN_006697-T1	Pocillopora_meandrina_HIv1___RNAseq.g2590.t1
OG0003416	Porites_evermanni_v1.annot.pep	FUN_006721-T1, FUN_006723-T1	Peve_00039552
OG0003416	Pocillopora_meandrina_HIv1.genes.pep	FUN_006721-T1, FUN_006723-T1	Pocillopora_meandrina_HIv1___TS.g29394.t1, Pocillopora_meandrina_HIv1___RNAseq.g20011.t1
OG0003417	Porites_evermanni_v1.annot.pep	FUN_006735-T1	Peve_00039568, Peve_00035642, Peve_00039569
OG0003417	Pocillopora_meandrina_HIv1.genes.pep	FUN_006735-T1	Pocillopora_meandrina_HIv1___RNAseq.g20524.t1
