Orthogroup	Species	Apulchra-genome.pep	Orthologs
OG0008591	Porites_evermanni_v1.annot.pep	FUN_001462-T1	Peve_00027129
OG0008591	Pocillopora_meandrina_HIv1.genes.pep	FUN_001462-T1	Pocillopora_meandrina_HIv1___RNAseq.g1962.t1
OG0008592	Pocillopora_meandrina_HIv1.genes.pep	FUN_001463-T1	Pocillopora_meandrina_HIv1___RNAseq.g1963.t1
OG0008592	Porites_evermanni_v1.annot.pep	FUN_001463-T1	Peve_00027128
OG0008593	Porites_evermanni_v1.annot.pep	FUN_001464-T1	Peve_00027126
OG0008593	Pocillopora_meandrina_HIv1.genes.pep	FUN_001464-T1	Pocillopora_meandrina_HIv1___RNAseq.g1964.t1
OG0008594	Pocillopora_meandrina_HIv1.genes.pep	FUN_001465-T1	Pocillopora_meandrina_HIv1___RNAseq.g1965.t1
OG0008594	Porites_evermanni_v1.annot.pep	FUN_001465-T1	Peve_00027124
OG0008595	Pocillopora_meandrina_HIv1.genes.pep	FUN_001466-T1	Pocillopora_meandrina_HIv1___RNAseq.g1967.t1
OG0008595	Porites_evermanni_v1.annot.pep	FUN_001466-T1	Peve_00027123
OG0008596	Porites_evermanni_v1.annot.pep	FUN_001467-T3	Peve_00027122
OG0008596	Pocillopora_meandrina_HIv1.genes.pep	FUN_001467-T3	Pocillopora_meandrina_HIv1___RNAseq.g1968.t1
OG0008597	Pocillopora_meandrina_HIv1.genes.pep	FUN_001471-T1	Pocillopora_meandrina_HIv1___RNAseq.g22905.t1
OG0008597	Porites_evermanni_v1.annot.pep	FUN_001471-T1	Peve_00022129
OG0008598	Porites_evermanni_v1.annot.pep	FUN_001473-T1	Peve_00029354
OG0008598	Pocillopora_meandrina_HIv1.genes.pep	FUN_001473-T1	Pocillopora_meandrina_HIv1___TS.g4480.t1
OG0008599	Pocillopora_meandrina_HIv1.genes.pep	FUN_001474-T1	Pocillopora_meandrina_HIv1___RNAseq.g1973.t1
OG0008599	Porites_evermanni_v1.annot.pep	FUN_001474-T1	Peve_00029355
OG0008600	Porites_evermanni_v1.annot.pep	FUN_001476-T1	Peve_00044705
OG0008600	Pocillopora_meandrina_HIv1.genes.pep	FUN_001476-T1	Pocillopora_meandrina_HIv1___RNAseq.g1913.t1
OG0008601	Pocillopora_meandrina_HIv1.genes.pep	FUN_001477-T1	Pocillopora_meandrina_HIv1___RNAseq.g1914.t1
OG0008601	Porites_evermanni_v1.annot.pep	FUN_001477-T1	Peve_00011493
OG0008602	Pocillopora_meandrina_HIv1.genes.pep	FUN_001479-T1	Pocillopora_meandrina_HIv1___RNAseq.g1915.t1
OG0008602	Porites_evermanni_v1.annot.pep	FUN_001479-T1	Peve_00029353
OG0008603	Pocillopora_meandrina_HIv1.genes.pep	FUN_001480-T1	Pocillopora_meandrina_HIv1___RNAseq.g1916.t1
OG0008603	Porites_evermanni_v1.annot.pep	FUN_001480-T1	Peve_00029351
OG0008604	Pocillopora_meandrina_HIv1.genes.pep	FUN_001481-T1	Pocillopora_meandrina_HIv1___TS.g4427.t1
OG0008604	Porites_evermanni_v1.annot.pep	FUN_001481-T1	Peve_00029350
OG0008605	Pocillopora_meandrina_HIv1.genes.pep	FUN_001482-T1	Pocillopora_meandrina_HIv1___TS.g4428.t1
OG0008605	Porites_evermanni_v1.annot.pep	FUN_001482-T1	Peve_00029349
OG0008606	Porites_evermanni_v1.annot.pep	FUN_001483-T1	Peve_00029348
OG0008606	Pocillopora_meandrina_HIv1.genes.pep	FUN_001483-T1	Pocillopora_meandrina_HIv1___RNAseq.g1919.t1
OG0008607	Porites_evermanni_v1.annot.pep	FUN_001484-T1	Peve_00029347
OG0008607	Pocillopora_meandrina_HIv1.genes.pep	FUN_001484-T1	Pocillopora_meandrina_HIv1___RNAseq.g1910.t1
OG0008608	Pocillopora_meandrina_HIv1.genes.pep	FUN_001493-T1	Pocillopora_meandrina_HIv1___RNAseq.g1906.t1
OG0008608	Porites_evermanni_v1.annot.pep	FUN_001493-T1	Peve_00002848
OG0008609	Pocillopora_meandrina_HIv1.genes.pep	FUN_001504-T1	Pocillopora_meandrina_HIv1___RNAseq.g1890.t1
OG0008609	Porites_evermanni_v1.annot.pep	FUN_001504-T1	Peve_00012115
OG0008610	Pocillopora_meandrina_HIv1.genes.pep	FUN_001505-T1	Pocillopora_meandrina_HIv1___RNAseq.g1889.t1
OG0008610	Porites_evermanni_v1.annot.pep	FUN_001505-T1	Peve_00012116
OG0008611	Porites_evermanni_v1.annot.pep	FUN_001507-T1	Peve_00012118
OG0008611	Pocillopora_meandrina_HIv1.genes.pep	FUN_001507-T1	Pocillopora_meandrina_HIv1___TS.g4396.t1a
OG0008612	Porites_evermanni_v1.annot.pep	FUN_001508-T1	Peve_00012119
OG0008612	Pocillopora_meandrina_HIv1.genes.pep	FUN_001508-T1	Pocillopora_meandrina_HIv1___TS.g4395.t1
OG0008613	Porites_evermanni_v1.annot.pep	FUN_001509-T1	Peve_00012120
OG0008613	Pocillopora_meandrina_HIv1.genes.pep	FUN_001509-T1	Pocillopora_meandrina_HIv1___RNAseq.g1886.t1
OG0008614	Porites_evermanni_v1.annot.pep	FUN_001515-T1	Peve_00012126
OG0008614	Pocillopora_meandrina_HIv1.genes.pep	FUN_001515-T1	Pocillopora_meandrina_HIv1___RNAseq.g1884.t1
OG0008615	Porites_evermanni_v1.annot.pep	FUN_001519-T1	Peve_00042520
OG0008615	Pocillopora_meandrina_HIv1.genes.pep	FUN_001519-T1	Pocillopora_meandrina_HIv1___TS.g4541.t1
OG0008616	Pocillopora_meandrina_HIv1.genes.pep	FUN_001520-T1	Pocillopora_meandrina_HIv1___RNAseq.g2039.t1
OG0008616	Porites_evermanni_v1.annot.pep	FUN_001520-T1	Peve_00042519
OG0008617	Porites_evermanni_v1.annot.pep	FUN_001522-T1	Peve_00042518
OG0008617	Pocillopora_meandrina_HIv1.genes.pep	FUN_001522-T1	Pocillopora_meandrina_HIv1___RNAseq.g2040.t1
OG0008618	Porites_evermanni_v1.annot.pep	FUN_001527-T1	Peve_00000631
OG0008618	Pocillopora_meandrina_HIv1.genes.pep	FUN_001527-T1	Pocillopora_meandrina_HIv1___RNAseq.g2042.t1
OG0008619	Porites_evermanni_v1.annot.pep	FUN_001528-T1	Peve_00000629
OG0008619	Pocillopora_meandrina_HIv1.genes.pep	FUN_001528-T1	Pocillopora_meandrina_HIv1___RNAseq.g2043.t1
OG0008620	Porites_evermanni_v1.annot.pep	FUN_001530-T1	Peve_00000625
OG0008620	Pocillopora_meandrina_HIv1.genes.pep	FUN_001530-T1	Pocillopora_meandrina_HIv1___RNAseq.g2045.t2
OG0008621	Porites_evermanni_v1.annot.pep	FUN_001531-T1	Peve_00000632
OG0008621	Pocillopora_meandrina_HIv1.genes.pep	FUN_001531-T1	Pocillopora_meandrina_HIv1___RNAseq.g2047.t1
OG0008622	Porites_evermanni_v1.annot.pep	FUN_001534-T1	Peve_00014191
OG0008622	Pocillopora_meandrina_HIv1.genes.pep	FUN_001534-T1	Pocillopora_meandrina_HIv1___RNAseq.12922_t
OG0008623	Porites_evermanni_v1.annot.pep	FUN_001535-T1	Peve_00014195
OG0008623	Pocillopora_meandrina_HIv1.genes.pep	FUN_001535-T1	Pocillopora_meandrina_HIv1___RNAseq.g2057.t1
OG0008624	Porites_evermanni_v1.annot.pep	FUN_001546-T1	Peve_00020469
OG0008624	Pocillopora_meandrina_HIv1.genes.pep	FUN_001546-T1	Pocillopora_meandrina_HIv1___RNAseq.g2063.t1
OG0008625	Porites_evermanni_v1.annot.pep	FUN_001548-T1	Peve_00003913
OG0008625	Pocillopora_meandrina_HIv1.genes.pep	FUN_001548-T1	Pocillopora_meandrina_HIv1___RNAseq.g2065.t1
OG0008626	Porites_evermanni_v1.annot.pep	FUN_001550-T1	Peve_00003916
OG0008626	Pocillopora_meandrina_HIv1.genes.pep	FUN_001550-T1	Pocillopora_meandrina_HIv1___RNAseq.g2091.t1
OG0008627	Pocillopora_meandrina_HIv1.genes.pep	FUN_001551-T1	Pocillopora_meandrina_HIv1___RNAseq.g2092.t1
OG0008627	Porites_evermanni_v1.annot.pep	FUN_001551-T1	Peve_00003917
OG0008628	Pocillopora_meandrina_HIv1.genes.pep	FUN_001552-T1	Pocillopora_meandrina_HIv1___RNAseq.g1997.t2
OG0008628	Porites_evermanni_v1.annot.pep	FUN_001552-T1	Peve_00003907
OG0008629	Porites_evermanni_v1.annot.pep	FUN_001553-T1	Peve_00003908
OG0008629	Pocillopora_meandrina_HIv1.genes.pep	FUN_001553-T1	Pocillopora_meandrina_HIv1___RNAseq.g1998.t1
OG0008630	Pocillopora_meandrina_HIv1.genes.pep	FUN_001554-T1	Pocillopora_meandrina_HIv1___RNAseq.g2001.t1
OG0008630	Porites_evermanni_v1.annot.pep	FUN_001554-T1	Peve_00027305
OG0008631	Porites_evermanni_v1.annot.pep	FUN_001562-T1	Peve_00013899
OG0008631	Pocillopora_meandrina_HIv1.genes.pep	FUN_001562-T1	Pocillopora_meandrina_HIv1___RNAseq.g2018.t1
OG0008632	Porites_evermanni_v1.annot.pep	FUN_001573-T1	Peve_00010783
OG0008632	Pocillopora_meandrina_HIv1.genes.pep	FUN_001573-T1	Pocillopora_meandrina_HIv1___RNAseq.g2028.t1
OG0008633	Porites_evermanni_v1.annot.pep	FUN_001579-T1	Peve_00029071, Peve_00029073
OG0008634	Porites_evermanni_v1.annot.pep	FUN_001581-T1	Peve_00005421
OG0008634	Pocillopora_meandrina_HIv1.genes.pep	FUN_001581-T1	Pocillopora_meandrina_HIv1___RNAseq.g2032.t2
OG0008635	Pocillopora_meandrina_HIv1.genes.pep	FUN_001583-T1	Pocillopora_meandrina_HIv1___RNAseq.g2035.t1
OG0008635	Porites_evermanni_v1.annot.pep	FUN_001583-T1	Peve_00005423
OG0008636	Pocillopora_meandrina_HIv1.genes.pep	FUN_001589-T1	Pocillopora_meandrina_HIv1___TS.g4500.t1
OG0008636	Porites_evermanni_v1.annot.pep	FUN_001589-T1	Peve_00023230
OG0008637	Porites_evermanni_v1.annot.pep	FUN_001590-T1	Peve_00023229
OG0008637	Pocillopora_meandrina_HIv1.genes.pep	FUN_001590-T1	Pocillopora_meandrina_HIv1___RNAseq.g1994.t1
OG0008638	Porites_evermanni_v1.annot.pep	FUN_001591-T1	Peve_00023228
OG0008638	Pocillopora_meandrina_HIv1.genes.pep	FUN_001591-T1	Pocillopora_meandrina_HIv1___RNAseq.g1993.t1
OG0008639	Pocillopora_meandrina_HIv1.genes.pep	FUN_001592-T1	Pocillopora_meandrina_HIv1___RNAseq.g1991.t1
OG0008639	Porites_evermanni_v1.annot.pep	FUN_001592-T1	Peve_00023231
OG0008640	Porites_evermanni_v1.annot.pep	FUN_001599-T1	Peve_00004146
OG0008640	Pocillopora_meandrina_HIv1.genes.pep	FUN_001599-T1	Pocillopora_meandrina_HIv1___RNAseq.g1982.t1
OG0008641	Pocillopora_meandrina_HIv1.genes.pep	FUN_001603-T1	Pocillopora_meandrina_HIv1___RNAseq.g1979.t2
OG0008641	Porites_evermanni_v1.annot.pep	FUN_001603-T1	Peve_00043865
OG0008642	Porites_evermanni_v1.annot.pep	FUN_001608-T2	Peve_00045305
OG0008642	Pocillopora_meandrina_HIv1.genes.pep	FUN_001608-T2	Pocillopora_meandrina_HIv1___RNAseq.g1923.t1
OG0008643	Porites_evermanni_v1.annot.pep	FUN_001609-T1	Peve_00045306
OG0008643	Pocillopora_meandrina_HIv1.genes.pep	FUN_001609-T1	Pocillopora_meandrina_HIv1___RNAseq.g1922.t2
OG0008644	Pocillopora_meandrina_HIv1.genes.pep	FUN_001613-T1	Pocillopora_meandrina_HIv1___TS.g4484.t1
OG0008644	Porites_evermanni_v1.annot.pep	FUN_001613-T1	Peve_00045310
OG0008645	Pocillopora_meandrina_HIv1.genes.pep	FUN_001614-T1	Pocillopora_meandrina_HIv1___RNAseq.g1942.t1
OG0008645	Porites_evermanni_v1.annot.pep	FUN_001614-T1	Peve_00045296
OG0008646	Pocillopora_meandrina_HIv1.genes.pep	FUN_001615-T1	Pocillopora_meandrina_HIv1___TS.g4451.t1
OG0008646	Porites_evermanni_v1.annot.pep	FUN_001615-T1	Peve_00045297
OG0008647	Porites_evermanni_v1.annot.pep	FUN_001616-T1	Peve_00045298
OG0008647	Pocillopora_meandrina_HIv1.genes.pep	FUN_001616-T1	Pocillopora_meandrina_HIv1___RNAseq.g1944.t1
OG0008648	Pocillopora_meandrina_HIv1.genes.pep	FUN_001618-T1	Pocillopora_meandrina_HIv1___RNAseq.g1946.t1
OG0008648	Porites_evermanni_v1.annot.pep	FUN_001618-T1	Peve_00045302
OG0008649	Porites_evermanni_v1.annot.pep	FUN_001622-T1	Peve_00012530
OG0008649	Pocillopora_meandrina_HIv1.genes.pep	FUN_001622-T1	Pocillopora_meandrina_HIv1___TS.g4457.t1
OG0008650	Porites_evermanni_v1.annot.pep	FUN_001623-T1	Peve_00042510
OG0008650	Pocillopora_meandrina_HIv1.genes.pep	FUN_001623-T1	Pocillopora_meandrina_HIv1___RNAseq.g2168.t1
OG0008651	Pocillopora_meandrina_HIv1.genes.pep	FUN_001626-T1	Pocillopora_meandrina_HIv1___RNAseq.g2166.t1
OG0008651	Porites_evermanni_v1.annot.pep	FUN_001626-T1	Peve_00042512
OG0008652	Pocillopora_meandrina_HIv1.genes.pep	FUN_001628-T1	Pocillopora_meandrina_HIv1___RNAseq.g2165.t1
OG0008652	Porites_evermanni_v1.annot.pep	FUN_001628-T1	Peve_00009929
OG0008653	Porites_evermanni_v1.annot.pep	FUN_001630-T1	Peve_00009934
OG0008653	Pocillopora_meandrina_HIv1.genes.pep	FUN_001630-T1	Pocillopora_meandrina_HIv1___RNAseq.g2163.t1
OG0008654	Porites_evermanni_v1.annot.pep	FUN_001631-T1	Peve_00029327
OG0008654	Pocillopora_meandrina_HIv1.genes.pep	FUN_001631-T1	Pocillopora_meandrina_HIv1___RNAseq.g2162.t1
OG0008655	Pocillopora_meandrina_HIv1.genes.pep	FUN_001632-T1	Pocillopora_meandrina_HIv1___RNAseq.g2161.t1
OG0008655	Porites_evermanni_v1.annot.pep	FUN_001632-T1	Peve_00029329
OG0008656	Pocillopora_meandrina_HIv1.genes.pep	FUN_001633-T1	Pocillopora_meandrina_HIv1___RNAseq.g2159.t1
OG0008656	Porites_evermanni_v1.annot.pep	FUN_001633-T1	Peve_00029328
OG0008657	Porites_evermanni_v1.annot.pep	FUN_001636-T1	Peve_00030249
OG0008657	Pocillopora_meandrina_HIv1.genes.pep	FUN_001636-T1	Pocillopora_meandrina_HIv1___RNAseq.g2156.t1
OG0008658	Pocillopora_meandrina_HIv1.genes.pep	FUN_001639-T1	Pocillopora_meandrina_HIv1___RNAseq.g29422.t1
OG0008658	Porites_evermanni_v1.annot.pep	FUN_001639-T1	Peve_00020138
OG0008659	Pocillopora_meandrina_HIv1.genes.pep	FUN_001652-T1, FUN_001650-T1	Pocillopora_meandrina_HIv1___RNAseq.g29415.t1
OG0008660	Porites_evermanni_v1.annot.pep	FUN_001653-T1	Peve_00038366
OG0008660	Pocillopora_meandrina_HIv1.genes.pep	FUN_001653-T1	Pocillopora_meandrina_HIv1___RNAseq.g29408.t1
OG0008661	Pocillopora_meandrina_HIv1.genes.pep	FUN_001654-T1	Pocillopora_meandrina_HIv1___RNAseq.g29407.t1
OG0008661	Porites_evermanni_v1.annot.pep	FUN_001654-T1	Peve_00038365
OG0008662	Pocillopora_meandrina_HIv1.genes.pep	FUN_001655-T1	Pocillopora_meandrina_HIv1___RNAseq.g29406.t1
OG0008662	Porites_evermanni_v1.annot.pep	FUN_001655-T1	Peve_00038364
OG0008663	Pocillopora_meandrina_HIv1.genes.pep	FUN_001656-T1	Pocillopora_meandrina_HIv1___RNAseq.g29405.t1
OG0008663	Porites_evermanni_v1.annot.pep	FUN_001656-T1	Peve_00038363
OG0008664	Porites_evermanni_v1.annot.pep	FUN_001657-T1	Peve_00038362
OG0008664	Pocillopora_meandrina_HIv1.genes.pep	FUN_001657-T1	Pocillopora_meandrina_HIv1___RNAseq.g29404.t1
OG0008665	Pocillopora_meandrina_HIv1.genes.pep	FUN_001658-T1	Pocillopora_meandrina_HIv1___RNAseq.g29403.t1
OG0008665	Porites_evermanni_v1.annot.pep	FUN_001658-T1	Peve_00038361
OG0008666	Porites_evermanni_v1.annot.pep	FUN_001659-T1	Peve_00038358
OG0008666	Pocillopora_meandrina_HIv1.genes.pep	FUN_001659-T1	Pocillopora_meandrina_HIv1___TS.g6589.t1a
OG0008667	Pocillopora_meandrina_HIv1.genes.pep	FUN_001664-T1	Pocillopora_meandrina_HIv1___RNAseq.g29392.t1
OG0008667	Porites_evermanni_v1.annot.pep	FUN_001664-T1	Peve_00038398
OG0008668	Pocillopora_meandrina_HIv1.genes.pep	FUN_001672-T1	Pocillopora_meandrina_HIv1___RNAseq.g2708.t1
OG0008668	Porites_evermanni_v1.annot.pep	FUN_001672-T1	Peve_00041624
OG0008669	Pocillopora_meandrina_HIv1.genes.pep	FUN_001675-T1, FUN_001679-T1	Pocillopora_meandrina_HIv1___TS.g5215.t1
OG0008670	Porites_evermanni_v1.annot.pep	FUN_001703-T1, FUN_001717-T1	Peve_00014375
OG0008671	Porites_evermanni_v1.annot.pep	FUN_001722-T1	Peve_00041634, Peve_00034470
OG0008672	Porites_evermanni_v1.annot.pep	FUN_001725-T1	Peve_00041636
OG0008672	Pocillopora_meandrina_HIv1.genes.pep	FUN_001725-T1	Pocillopora_meandrina_HIv1___RNAseq.g2701.t1
OG0008674	Pocillopora_meandrina_HIv1.genes.pep	FUN_001731-T1	Pocillopora_meandrina_HIv1___RNAseq.g2695.t1
OG0008674	Porites_evermanni_v1.annot.pep	FUN_001731-T1	Peve_00007902
OG0008675	Porites_evermanni_v1.annot.pep	FUN_001741-T1	Peve_00025010
OG0008675	Pocillopora_meandrina_HIv1.genes.pep	FUN_001741-T1	Pocillopora_meandrina_HIv1___RNAseq.g2650.t1
OG0008676	Pocillopora_meandrina_HIv1.genes.pep	FUN_001747-T1	Pocillopora_meandrina_HIv1___RNAseq.13551_t
OG0008676	Porites_evermanni_v1.annot.pep	FUN_001747-T1	Peve_00023224
OG0008677	Porites_evermanni_v1.annot.pep	FUN_001748-T1	Peve_00027254
OG0008677	Pocillopora_meandrina_HIv1.genes.pep	FUN_001748-T1	Pocillopora_meandrina_HIv1___RNAseq.g2653.t1
OG0008678	Porites_evermanni_v1.annot.pep	FUN_001750-T1	Peve_00019399
OG0008678	Pocillopora_meandrina_HIv1.genes.pep	FUN_001750-T1	Pocillopora_meandrina_HIv1___RNAseq.g2655.t1
OG0008679	Porites_evermanni_v1.annot.pep	FUN_001765-T1	Peve_00023733
OG0008679	Pocillopora_meandrina_HIv1.genes.pep	FUN_001765-T1	Pocillopora_meandrina_HIv1___RNAseq.13574_t
OG0008680	Pocillopora_meandrina_HIv1.genes.pep	FUN_001766-T1	Pocillopora_meandrina_HIv1___RNAseq.g2675.t1
OG0008680	Porites_evermanni_v1.annot.pep	FUN_001766-T1	Peve_00023732
OG0008681	Pocillopora_meandrina_HIv1.genes.pep	FUN_001768-T1	Pocillopora_meandrina_HIv1___RNAseq.g2678.t1c
OG0008681	Porites_evermanni_v1.annot.pep	FUN_001768-T1	Peve_00035581
OG0008682	Pocillopora_meandrina_HIv1.genes.pep	FUN_001769-T1	Pocillopora_meandrina_HIv1___RNAseq.g2678.t1a
OG0008682	Porites_evermanni_v1.annot.pep	FUN_001769-T1	Peve_00035580
OG0008683	Pocillopora_meandrina_HIv1.genes.pep	FUN_001771-T1	Pocillopora_meandrina_HIv1___RNAseq.g2680.t1
OG0008683	Porites_evermanni_v1.annot.pep	FUN_001771-T1	Peve_00035574
OG0008684	Porites_evermanni_v1.annot.pep	FUN_001772-T1	Peve_00035573
OG0008684	Pocillopora_meandrina_HIv1.genes.pep	FUN_001772-T1	Pocillopora_meandrina_HIv1___RNAseq.g2681.t1
OG0008685	Pocillopora_meandrina_HIv1.genes.pep	FUN_001775-T1	Pocillopora_meandrina_HIv1___RNAseq.g2682.t1
OG0008685	Porites_evermanni_v1.annot.pep	FUN_001775-T1	Peve_00035572
OG0008686	Pocillopora_meandrina_HIv1.genes.pep	FUN_001776-T1	Pocillopora_meandrina_HIv1___RNAseq.g2683.t1
OG0008686	Porites_evermanni_v1.annot.pep	FUN_001776-T1	Peve_00035571
OG0008687	Porites_evermanni_v1.annot.pep	FUN_001777-T1	Peve_00035594
OG0008687	Pocillopora_meandrina_HIv1.genes.pep	FUN_001777-T1	Pocillopora_meandrina_HIv1___RNAseq.g2684.t2
OG0008688	Porites_evermanni_v1.annot.pep	FUN_001778-T1	Peve_00035593
OG0008688	Pocillopora_meandrina_HIv1.genes.pep	FUN_001778-T1	Pocillopora_meandrina_HIv1___RNAseq.g2685.t1
OG0008689	Porites_evermanni_v1.annot.pep	FUN_001779-T1	Peve_00026506
OG0008689	Pocillopora_meandrina_HIv1.genes.pep	FUN_001779-T1	Pocillopora_meandrina_HIv1___TS.g5198.t1
OG0008690	Porites_evermanni_v1.annot.pep	FUN_001780-T1	Peve_00026505
OG0008690	Pocillopora_meandrina_HIv1.genes.pep	FUN_001780-T1	Pocillopora_meandrina_HIv1___RNAseq.g2691.t1
OG0008691	Pocillopora_meandrina_HIv1.genes.pep	FUN_001781-T1	Pocillopora_meandrina_HIv1___RNAseq.g2692.t1
OG0008691	Porites_evermanni_v1.annot.pep	FUN_001781-T1	Peve_00011615
OG0008692	Pocillopora_meandrina_HIv1.genes.pep	FUN_001782-T1	Pocillopora_meandrina_HIv1___RNAseq.g2693.t1
OG0008692	Porites_evermanni_v1.annot.pep	FUN_001782-T1	Peve_00011614
OG0008693	Porites_evermanni_v1.annot.pep	FUN_001784-T1	Peve_00011611
OG0008693	Pocillopora_meandrina_HIv1.genes.pep	FUN_001784-T1	Pocillopora_meandrina_HIv1___RNAseq.g2640.t1a
OG0008694	Pocillopora_meandrina_HIv1.genes.pep	FUN_001787-T1	Pocillopora_meandrina_HIv1___RNAseq.g2639.t1
OG0008694	Porites_evermanni_v1.annot.pep	FUN_001787-T1	Peve_00008715
OG0008695	Pocillopora_meandrina_HIv1.genes.pep	FUN_001788-T1	Pocillopora_meandrina_HIv1___RNAseq.g2638.t2
OG0008695	Porites_evermanni_v1.annot.pep	FUN_001788-T1	Peve_00008725
OG0008696	Porites_evermanni_v1.annot.pep	FUN_001790-T1	Peve_00008717
OG0008696	Pocillopora_meandrina_HIv1.genes.pep	FUN_001790-T1	Pocillopora_meandrina_HIv1___RNAseq.g2637.t1
OG0008697	Porites_evermanni_v1.annot.pep	FUN_001810-T1	Peve_00001825
OG0008697	Pocillopora_meandrina_HIv1.genes.pep	FUN_001810-T1	Pocillopora_meandrina_HIv1___TS.g6885.t1
OG0008698	Porites_evermanni_v1.annot.pep	FUN_001842-T1	Peve_00006790
OG0008698	Pocillopora_meandrina_HIv1.genes.pep	FUN_001842-T1	Pocillopora_meandrina_HIv1___RNAseq.g2620.t1
OG0008700	Pocillopora_meandrina_HIv1.genes.pep	FUN_001846-T1	Pocillopora_meandrina_HIv1___RNAseq.g2614.t1
OG0008700	Porites_evermanni_v1.annot.pep	FUN_001846-T1	Peve_00025830
OG0008701	Porites_evermanni_v1.annot.pep	FUN_001847-T1	Peve_00025829
OG0008701	Pocillopora_meandrina_HIv1.genes.pep	FUN_001847-T1	Pocillopora_meandrina_HIv1___RNAseq.g2613.t1
OG0008702	Pocillopora_meandrina_HIv1.genes.pep	FUN_001848-T1	Pocillopora_meandrina_HIv1___RNAseq.g2612.t1a
OG0008702	Porites_evermanni_v1.annot.pep	FUN_001848-T1	Peve_00018077
OG0008703	Pocillopora_meandrina_HIv1.genes.pep	FUN_001850-T2, FUN_001850-T1	Pocillopora_meandrina_HIv1___TS.g5119.t2
OG0008704	Porites_evermanni_v1.annot.pep	FUN_001853-T1	Peve_00018078
OG0008704	Pocillopora_meandrina_HIv1.genes.pep	FUN_001853-T1	Pocillopora_meandrina_HIv1___RNAseq.g2603.t1
OG0008705	Pocillopora_meandrina_HIv1.genes.pep	FUN_001855-T1	Pocillopora_meandrina_HIv1___RNAseq.g2602.t1
OG0008705	Porites_evermanni_v1.annot.pep	FUN_001855-T1	Peve_00034631
OG0008706	Porites_evermanni_v1.annot.pep	FUN_001856-T1	Peve_00043869
OG0008706	Pocillopora_meandrina_HIv1.genes.pep	FUN_001856-T1	Pocillopora_meandrina_HIv1___RNAseq.g2601.t1
OG0008707	Pocillopora_meandrina_HIv1.genes.pep	FUN_001861-T1	Pocillopora_meandrina_HIv1___RNAseq.g2599.t1
OG0008707	Porites_evermanni_v1.annot.pep	FUN_001861-T1	Peve_00042514
OG0008708	Porites_evermanni_v1.annot.pep	FUN_001862-T1	Peve_00033944
OG0008708	Pocillopora_meandrina_HIv1.genes.pep	FUN_001862-T1	Pocillopora_meandrina_HIv1___RNAseq.g2597.t1
OG0008709	Porites_evermanni_v1.annot.pep	FUN_001867-T1	Peve_00030491
OG0008709	Pocillopora_meandrina_HIv1.genes.pep	FUN_001867-T1	Pocillopora_meandrina_HIv1___RNAseq.g2595.t1
OG0008710	Pocillopora_meandrina_HIv1.genes.pep	FUN_001878-T1	Pocillopora_meandrina_HIv1___TS.g5107.t1
OG0008710	Porites_evermanni_v1.annot.pep	FUN_001878-T1	Peve_00030498
OG0008711	Porites_evermanni_v1.annot.pep	FUN_001879-T1	Peve_00030499
OG0008711	Pocillopora_meandrina_HIv1.genes.pep	FUN_001879-T1	Pocillopora_meandrina_HIv1___RNAseq.g2593.t1
OG0008712	Porites_evermanni_v1.annot.pep	FUN_001883-T1	Peve_00030486
OG0008712	Pocillopora_meandrina_HIv1.genes.pep	FUN_001883-T1	Pocillopora_meandrina_HIv1___RNAseq.g2592.t1
OG0008713	Porites_evermanni_v1.annot.pep	FUN_001884-T1, FUN_001884-T2	Peve_00030488
OG0008714	Pocillopora_meandrina_HIv1.genes.pep	FUN_001898-T1	Pocillopora_meandrina_HIv1___RNAseq.g2575.t1
OG0008714	Porites_evermanni_v1.annot.pep	FUN_001898-T1	Peve_00018649
OG0008715	Porites_evermanni_v1.annot.pep	FUN_001899-T1	Peve_00018640
OG0008715	Pocillopora_meandrina_HIv1.genes.pep	FUN_001899-T1	Pocillopora_meandrina_HIv1___RNAseq.g2574.t1
OG0008716	Pocillopora_meandrina_HIv1.genes.pep	FUN_001901-T1	Pocillopora_meandrina_HIv1___TS.g5085.t1
OG0008716	Porites_evermanni_v1.annot.pep	FUN_001901-T1	Peve_00018643
OG0008717	Pocillopora_meandrina_HIv1.genes.pep	FUN_001904-T1	Pocillopora_meandrina_HIv1___RNAseq.g2569.t1
OG0008717	Porites_evermanni_v1.annot.pep	FUN_001904-T1	Peve_00013091
OG0008718	Porites_evermanni_v1.annot.pep	FUN_001905-T1	Peve_00013092
OG0008718	Pocillopora_meandrina_HIv1.genes.pep	FUN_001905-T1	Pocillopora_meandrina_HIv1___RNAseq.g2568.t1
OG0008719	Pocillopora_meandrina_HIv1.genes.pep	FUN_001908-T1	Pocillopora_meandrina_HIv1___RNAseq.g2562.t1
OG0008719	Porites_evermanni_v1.annot.pep	FUN_001908-T1	Peve_00024474
OG0008721	Porites_evermanni_v1.annot.pep	FUN_001911-T1	Peve_00011992, Peve_00001580
OG0008723	Porites_evermanni_v1.annot.pep	FUN_001923-T1	Peve_00027651, Peve_00041115
OG0008725	Porites_evermanni_v1.annot.pep	FUN_001940-T1	Peve_00024481
OG0008725	Pocillopora_meandrina_HIv1.genes.pep	FUN_001940-T1	Pocillopora_meandrina_HIv1___RNAseq.20168_t
