,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
642,apul-mir-novel-9,lncRNA_12474,lncRNA,lncRNA_12474;2 22;870 891,-20.26,21,71.43%,76.19%,0.963444603563592,0.963444603563592,1,0.00834382735102244
643,apul-mir-novel-9,lncRNA_13139,lncRNA,lncRNA_13139;2 22;139 161,-25.01,20,70.00%,90.00%,0.99097350280729,0.99097350280729,1,0.00102807272416637
644,apul-mir-novel-9,lncRNA_13368,lncRNA,lncRNA_13368;2 19;6623 6646,-21.41,18,83.33%,88.89%,0.961261063074035,0.961261063074035,1,0.00909945919922495
645,apul-mir-novel-9,lncRNA_16740,lncRNA,lncRNA_16740;2 22;1238 1259,-24.51,20,70.00%,75.00%,0.960177120921685,0.960177120921685,1,0.00948247005874896
646,apul-mir-novel-9,lncRNA_17182,lncRNA,lncRNA_17182;2 21;34769 34794,-22.64,22,68.18%,77.27%,0.976286085769158,0.976286085769158,1,0.00436805249829948
647,apul-mir-novel-9,lncRNA_17182,lncRNA,lncRNA_17182;2 21;20289 20313,-21.01,21,66.67%,76.19%,0.976286085769158,0.976286085769158,1,0.00436805249829948
648,apul-mir-novel-9,lncRNA_1982,lncRNA,lncRNA_1982;2 22;829 853,-25.4,22,63.64%,86.36%,0.964918114355825,0.964918114355825,1,0.00784620389157978
649,apul-mir-novel-9,lncRNA_20390,lncRNA,lncRNA_20390;2 22;20163 20185,-23.64,20,60.00%,85.00%,0.98240680260574,0.98240680260574,1,0.00279384044507372
650,apul-mir-novel-9,lncRNA_20799,lncRNA,lncRNA_20799;2 21;8701 8723,-21.08,20,60.00%,75.00%,0.969945310740982,0.969945310740982,1,0.00622636530260205
651,apul-mir-novel-9,lncRNA_20799,lncRNA,lncRNA_20799;2 21;6584 6607,-27.75,20,65.00%,70.00%,0.969945310740982,0.969945310740982,1,0.00622636530260205
652,apul-mir-novel-9,lncRNA_22080,lncRNA,lncRNA_22080;2 21;5 24,-24.54,19,63.16%,73.68%,0.977197655116903,0.977197655116903,1,0.00411919250168131
653,apul-mir-novel-9,lncRNA_2262,lncRNA,lncRNA_2262;2 21;15249 15272,-20.39,21,66.67%,80.95%,0.964141247826243,0.964141247826243,1,0.00810730945418129
654,apul-mir-novel-9,lncRNA_24115,lncRNA,lncRNA_24115;2 22;1842 1863,-20.47,21,80.95%,80.95%,0.967411586362699,0.967411586362699,1,0.0070273937720244
655,apul-mir-novel-9,lncRNA_24158,lncRNA,lncRNA_24158;2 21;3750 3772,-20.32,20,70.00%,70.00%,0.962186968564805,0.962186968564805,1,0.00877641930145132
656,apul-mir-novel-9,lncRNA_26010,lncRNA,lncRNA_26010;2 22;613 632,-20.28,20,60.00%,80.00%,0.991367505298121,0.991367505298121,1,0.000961557328670967
657,apul-mir-novel-9,lncRNA_30383,lncRNA,lncRNA_30383;2 18;16547 16569,-20.43,16,75.00%,75.00%,0.991055459031597,0.991055459031597,1,0.0010141154542913
658,apul-mir-novel-9,lncRNA_30383,lncRNA,lncRNA_30383;2 18;557 579,-20.43,16,75.00%,75.00%,0.991055459031597,0.991055459031597,1,0.0010141154542913
659,apul-mir-novel-9,lncRNA_30542,lncRNA,lncRNA_30542;2 18;38119 38141,-20.16,16,75.00%,75.00%,0.990488077673872,0.990488077673872,1,0.00111202789979446
660,apul-mir-novel-9,lncRNA_30542,lncRNA,lncRNA_30542;2 18;1282 1304,-20.43,16,75.00%,75.00%,0.990488077673872,0.990488077673872,1,0.00111202789979446
