transcript_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_008089-T1,99,196,91,110,188
FUN_014964-T1,7073,4732,3827,6496,6649
FUN_028437-T1,0,0,0,0,0
FUN_037943-T1,1912,1771,1272,1540,1286
FUN_003321-T1,0,0,0,0,0
FUN_007735-T1,0,48,0,0,0
FUN_007803-T1,715,683,422,1001,283
FUN_030364-T1,0,0,1,0,1
FUN_023376-T1,761,311,307,375,536
FUN_023296-T1,339,198,80,227,82
FUN_022972-T1,0,0,0,0,0
FUN_033698-T1,76,35,43,48,143
FUN_020715-T1,0,0,0,0,0
FUN_036016-T1,394,254,187,326,253
FUN_038010-T1,969,658,628,1106,801
FUN_018793-T1,0,0,0,3,2
FUN_016243-T1,938,808,287,739,1187
FUN_037250-T1,0,0,0,0,0
FUN_043360-T1,48,3,11,0,0
FUN_031599-T1,4,6,0,5,4
FUN_025651-T1,4380,3605,2301,3471,2937
FUN_020096-T1,0,0,0,0,0
FUN_005131-T1,3,0,13,0,0
FUN_001187-T1,1,0,15,2,8
FUN_036942-T1,178,144,116,321,252
FUN_023951-T1,1605,1331,444,1383,936
FUN_020980-T1,0,0,0,0,0
FUN_017071-T1,0,0,1,0,0
FUN_004821-T1,993,499,585,5318,2651
FUN_015510-T1,4,2,2,0,2
FUN_039236-T1,0,0,0,0,0
FUN_031696-T1,1379,862,501,788,868
FUN_017968-T1,25,0,0,31,50
FUN_003123-T1,0,0,0,0,0
FUN_019168-T1,0,0,0,0,0
FUN_007262-T1,0,0,0,0,0
FUN_029308-T1,8569,4849,4549,8189,8547
FUN_032640-T1,64,31,6,65,62
FUN_023762-T1,881,624,538,1299,964
FUN_001514-T1,0,0,5,0,15
FUN_018464-T1,0,0,0,0,0
FUN_026383-T1,0,0,0,0,0
FUN_037212-T1,355,200,197,181,182
FUN_032219-T1,1688,1194,1051,1237,989
FUN_033192-T1,39,64,10,57,85
FUN_020184-T1,0,0,0,0,0
FUN_016971-T1,137,101,347,123,185
FUN_009804-T1,55,50,40,214,54
FUN_038006-T1,153,428,271,256,258
FUN_029911-T1,16,7,0,2,16
FUN_019692-T1,0,0,0,0,0
FUN_030427-T1,11,0,12,0,32
FUN_002078-T1,0,0,0,0,0
FUN_008105-T1,11,9,3,6,10
FUN_015908-T1,0,0,0,0,8
FUN_013419-T1,3407,3214,1831,3819,3402
FUN_001506-T1,1020,1119,610,999,817
FUN_037385-T1,2567,1936,1299,2314,1999
FUN_002085-T1,39,11,0,38,8
FUN_000215-T1,2790,1245,1302,2216,2281
FUN_023459-T1,5463,2789,2874,3918,3615
FUN_026757-T1,0,0,0,0,0
FUN_018738-T1,86,108,55,46,76
FUN_038809-T1,1124,410,583,836,1201
FUN_017835-T1,3300,1609,967,1552,1521
FUN_020884-T1,0,0,0,0,0
FUN_000817-T1,0,0,0,1,0
FUN_007606-T1,106,126,76,204,93
FUN_023770-T1,0,0,0,0,8
FUN_035042-T1,4,17,11,4,0
FUN_002166-T1,9,0,0,0,7
FUN_006415-T1,7,4,29,3,68
FUN_024386-T1,250,221,209,145,185
FUN_016763-T1,0,0,0,0,0
FUN_017718-T1,0,0,0,0,1
FUN_030918-T1,0,0,0,0,0
FUN_041863-T1,387,243,217,276,490
FUN_021022-T1,0,0,0,0,2
FUN_013832-T1,1,1,1,1,1
FUN_020271-T1,0,0,0,0,0
FUN_037835-T1,3449,2297,1546,2690,2252
FUN_026822-T1,0,0,14,0,11
FUN_031668-T1,383,203,117,466,422
FUN_007256-T1,0,0,2,5,13
FUN_012175-T1,132,78,31,53,68
FUN_037062-T1,690,427,469,560,637
FUN_011193-T1,0,0,0,2,54
FUN_010767-T1,256,260,145,206,181
FUN_014189-T1,0,21,0,0,0
FUN_015202-T1,6,0,0,0,0
FUN_002214-T1,1,0,0,0,1
FUN_034692-T1,25,5,0,867,34
FUN_028909-T1,17,49,45,71,105
FUN_025341-T1,0,0,0,0,0
FUN_006883-T1,74,248,111,95,156
FUN_004275-T1,1456,1085,735,1260,757
FUN_008826-T1,22,0,0,35,17
FUN_040606-T1,0,0,0,13,4
FUN_018058-T1,17,44,20,22,1
FUN_038267-T1,5897,4197,4022,13120,10137
FUN_017934-T1,22,23,0,25,4
FUN_033005-T1,32,45,58,30,48
FUN_005102-T1,78,20,103,145,140
FUN_022176-T1,31,82,33,153,13
FUN_024902-T1,169,91,81,140,118
FUN_012917-T1,0,0,5,2,2
FUN_022546-T1,196,71,246,376,290
FUN_035918-T1,17,19,7,37,102
FUN_014698-T1,460,767,254,274,109
FUN_043941-T1,78,155,150,155,350
FUN_005414-T1,0,0,2,2,8
FUN_029790-T1,0,0,0,0,0
FUN_022391-T1,51,8,0,16,13
FUN_022787-T1,220,561,125,618,295
FUN_016360-T1,1625,1344,798,2172,1176
FUN_010998-T1,0,0,0,0,12
FUN_040053-T1,3487,554,894,667,660
FUN_004724-T1,26,12,17,92,68
FUN_043568-T1,1949,1805,1964,2550,1426
FUN_023969-T1,2104,1543,1317,1311,1349
FUN_012496-T1,220,111,129,150,99
FUN_031091-T1,0,0,0,0,0
FUN_010082-T1,0,0,0,0,0
FUN_029875-T1,196,55,89,90,149
FUN_026909-T1,309,266,223,281,394
FUN_021626-T1,0,0,0,0,0
FUN_027614-T1,0,0,0,0,0
FUN_012310-T1,3526,341,1002,2875,1199
FUN_034920-T1,552,144,210,130,359
FUN_020801-T1,0,0,0,0,23
FUN_006776-T1,1158,962,610,958,1321
FUN_015227-T1,170,111,149,209,216
FUN_016681-T1,148,3,105,85,145
FUN_008157-T1,38,29,53,98,56
FUN_010886-T1,712,567,249,468,252
FUN_027923-T1,265,231,99,214,132
FUN_016589-T1,1335,876,502,1077,1023
FUN_005574-T1,0,0,0,0,0
FUN_038187-T1,2584,697,2460,2027,2868
FUN_040410-T1,1347,696,421,1902,1467
FUN_027142-T1,2,1,1,9,2
FUN_001987-T1,0,0,0,0,0
FUN_030566-T1,0,0,0,0,0
FUN_007830-T1,273,42,94,235,196
FUN_039892-T1,2005,1649,908,3108,1186
FUN_018528-T1,964,1315,510,715,971
FUN_023448-T1,73,57,40,196,55
FUN_015253-T1,4,25,0,34,70
FUN_040449-T1,0,0,10,9,19
FUN_021481-T1,0,0,0,0,0
FUN_015653-T1,0,0,0,99,0
FUN_043611-T1,1401,555,976,1374,1274
FUN_010186-T1,240,135,125,278,0
FUN_006622-T1,136,137,53,500,474
FUN_017979-T1,3,0,6,0,41
FUN_009892-T1,0,0,0,0,0
FUN_033483-T1,0,0,0,0,1
FUN_018015-T1,339,165,192,222,1147
FUN_035347-T1,3146,1810,1689,1952,873
FUN_022381-T1,0,0,0,0,0
FUN_023533-T1,22,103,31,42,73
FUN_003577-T1,31,9,31,68,28
FUN_001899-T1,6876,9089,3174,4759,5019
FUN_009270-T1,1721,969,1023,1212,1502
FUN_023451-T1,1976,1072,850,424,737
FUN_039429-T1,67,359,37,0,16
FUN_022029-T1,0,0,2,0,0
FUN_037510-T1,519,282,344,558,640
FUN_036218-T1,95,215,190,220,62
FUN_008948-T1,102,199,30,78,24
FUN_004421-T1,6991,5738,3428,5886,5480
FUN_027369-T1,0,0,0,0,0
FUN_016430-T1,284,144,105,175,309
FUN_033313-T1,228,261,25,129,170
FUN_005231-T1,575,559,275,294,545
FUN_005904-T1,254,212,241,154,145
FUN_015919-T1,0,0,0,0,0
FUN_043872-T1,0,0,7,0,0
FUN_044267-T1,5,2,7,7,6
FUN_027413-T1,3,19,6,8,19
FUN_041274-T1,86,108,130,123,197
FUN_024634-T1,17,66,9,45,79
FUN_026037-T1,1839,2648,793,1307,3334
FUN_034488-T1,336,406,256,453,470
FUN_016808-T1,0,0,0,0,0
FUN_015241-T1,28,15,42,20,199
FUN_011655-T1,0,0,0,0,0
FUN_023667-T1,0,0,0,0,0
FUN_032697-T1,9,2,8,0,0
FUN_025749-T1,348,191,278,216,311
FUN_036512-T1,377,373,205,239,18
FUN_018494-T1,0,3,0,6,1
FUN_034475-T1,0,0,2,1,4
FUN_003311-T1,0,0,0,0,0
FUN_002471-T1,1193,644,685,1110,1102
FUN_022920-T1,0,0,2,25,0
FUN_019644-T1,0,9,0,0,9
FUN_012761-T1,2,3,39,3,101
FUN_032427-T1,1171,728,700,744,1230
FUN_018261-T1,2223,330,335,1439,230
FUN_034776-T1,5,12,607,0,7
FUN_035053-T1,10355,8662,3845,9181,4308
FUN_014403-T1,13,0,12,0,5
FUN_033998-T1,873,417,508,762,798
FUN_020186-T1,0,0,0,0,0
FUN_006176-T1,221,58,23,263,14
FUN_002698-T1,357,168,27,200,186
FUN_035309-T1,210,145,217,92,137
FUN_018693-T1,14,0,0,10,0
FUN_027559-T1,0,0,0,0,0
FUN_022559-T1,0,0,0,0,0
FUN_023053-T1,21,697,267,72,240
FUN_040637-T1,7,3,2,8,6
FUN_009824-T1,0,38,0,1,0
FUN_028375-T1,0,7,0,0,0
FUN_007613-T1,0,0,0,0,0
FUN_017606-T1,0,0,0,0,1
FUN_029956-T1,0,0,0,0,0
FUN_014801-T1,135,127,69,138,73
FUN_031236-T1,425,249,187,361,561
FUN_003176-T1,0,0,0,0,0
FUN_036690-T1,0,0,0,0,0
FUN_012723-T1,0,0,0,0,0
FUN_022124-T1,2,0,1,0,0
FUN_009632-T1,27,3,9,35,0
FUN_034624-T1,0,5,0,0,0
FUN_029702-T1,88,0,28,0,6
FUN_017599-T1,0,0,0,0,1
FUN_041498-T1,7596,10892,5807,19117,8555
FUN_038729-T1,1,2,1,0,0
FUN_036813-T1,14,0,0,0,0
FUN_003254-T1,0,0,0,0,1
FUN_011189-T1,0,0,0,0,0
FUN_000767-T1,0,1,0,0,0
FUN_000992-T1,5918,3917,3027,5033,3324
FUN_029845-T1,0,0,0,0,0
FUN_022954-T1,63,24,27,34,0
FUN_038244-T1,285,212,126,453,99
FUN_017892-T1,305,164,179,231,264
FUN_011822-T1,0,0,1,0,0
FUN_025304-T1,1792,1851,1046,1976,1908
FUN_038036-T1,1101,974,907,711,1148
FUN_013913-T1,10,0,0,7,0
FUN_012655-T1,923,800,427,1190,824
FUN_019525-T1,0,0,0,0,0
FUN_018915-T1,0,0,50,0,0
FUN_034564-T1,0,0,0,0,0
FUN_001932-T1,102,109,154,516,173
FUN_008627-T1,0,0,0,0,19
FUN_016375-T1,107,37,18,126,96
FUN_002216-T1,0,0,0,0,0
FUN_042566-T1,0,1,0,0,0
FUN_042441-T1,0,0,0,0,0
FUN_000086-T1,5,0,18,0,15
FUN_021362-T1,0,0,0,0,0
FUN_002492-T1,1312,756,317,968,452
FUN_023636-T1,6319,6552,3610,3474,1973
FUN_041929-T1,3866,4496,4050,4145,2825
FUN_025321-T1,0,0,19,0,34
FUN_025198-T1,0,0,0,0,0
FUN_040897-T1,0,0,0,0,0
FUN_036504-T1,2262,1179,1748,2213,1658
FUN_009617-T1,1,0,22,77,65
FUN_012531-T1,20532,13628,10492,25489,23947
FUN_022449-T1,764,705,120,877,562
FUN_015333-T1,0,0,0,0,0
FUN_031974-T1,152,169,196,131,365
FUN_008775-T1,37,0,11,0,0
FUN_037221-T1,1308,1397,1167,1062,1067
FUN_026899-T1,1081,394,584,939,988
FUN_038463-T1,108,49,77,74,92
FUN_031980-T1,613,331,239,413,580
FUN_038695-T1,2701,3192,1649,4432,2740
FUN_029261-T1,857,923,406,736,596
FUN_006220-T1,3489,1724,2261,1782,1531
FUN_024574-T1,14,0,0,18,0
FUN_042147-T1,25,11,24,0,3
FUN_004346-T1,2948,1234,1445,2152,1672
FUN_041479-T1,382,181,174,375,316
FUN_014470-T1,0,0,0,23,18
FUN_009663-T1,35,0,19,4,81
FUN_012399-T1,26,0,14,31,79
FUN_021954-T1,0,0,0,0,0
FUN_012160-T1,885,1659,1113,1279,1666
FUN_001564-T1,0,32,0,0,6
FUN_012967-T1,0,0,0,0,0
FUN_041687-T1,190,29,94,185,165
FUN_000924-T1,74,41,1,22,12
FUN_000778-T1,0,0,1,1,1
FUN_028037-T1,538,344,223,253,313
FUN_030666-T1,0,0,0,0,0
FUN_011682-T1,385,103,327,307,218
FUN_006694-T1,1047,362,583,813,1044
FUN_030212-T1,0,0,0,0,0
FUN_033016-T1,409,189,195,348,571
FUN_020592-T1,0,0,0,0,0
FUN_042159-T1,1,2,9,0,1
FUN_026551-T1,158,82,91,80,94
FUN_005163-T1,581,459,286,440,418
FUN_010884-T1,0,0,0,0,0
FUN_023400-T1,2176,1312,1002,2401,1333
FUN_015441-T1,0,0,0,0,0
FUN_027974-T1,247,218,94,376,222
FUN_003292-T1,0,0,0,0,0
FUN_024932-T1,110,125,0,27,0
FUN_020999-T1,9,0,0,0,0
FUN_016653-T1,552,403,406,865,533
FUN_003735-T1,0,2,2,0,21
FUN_008440-T1,485,567,323,786,630
FUN_017946-T1,2773,1507,1709,2339,1126
FUN_027642-T1,0,0,0,0,0
FUN_030388-T1,0,0,0,0,1
FUN_016416-T1,94,113,122,43,51
FUN_027915-T1,22,1293,0,57,2293
FUN_037044-T1,149,81,101,174,261
FUN_024056-T1,47,71,29,76,65
FUN_005071-T1,0,0,0,0,0
FUN_035443-T1,195,169,287,218,340
FUN_013014-T1,1,2,0,1,1
FUN_009671-T1,498,290,282,279,202
FUN_013357-T1,3165,2025,1624,2131,2179
FUN_040202-T1,11,3,25,9,17
FUN_004467-T1,459,400,488,514,601
FUN_035403-T1,1212,676,415,948,816
FUN_019033-T1,149,0,63,17,29
FUN_040229-T1,843,330,224,239,860
FUN_001034-T1,2042,1262,653,2847,585
FUN_029982-T1,0,0,0,0,0
FUN_001403-T1,796,692,265,1155,1141
FUN_007332-T1,7512,8566,3608,4796,3891
FUN_027409-T1,0,0,3,0,10
FUN_004872-T1,176,453,314,101,154
FUN_006741-T1,93,1,0,3,3
FUN_025798-T1,139,144,213,181,282
FUN_017348-T1,0,0,0,0,0
FUN_021493-T1,0,0,0,0,0
FUN_028056-T1,49,27,9,63,52
FUN_000151-T1,0,0,7,1,13
FUN_016582-T1,19,45,52,19,50
FUN_027226-T1,308,248,93,355,35
FUN_008135-T1,68,66,43,134,130
FUN_036117-T1,363,165,223,341,285
FUN_032279-T1,10,0,0,0,26
FUN_035591-T1,22,13,6,11,33
FUN_009966-T1,50,0,29,0,25
FUN_036001-T1,1347,853,548,492,470
FUN_036707-T1,0,0,0,0,0
FUN_021212-T1,0,0,0,0,0
FUN_041155-T1,123,35,415,159,92
FUN_033523-T1,0,0,0,0,0
FUN_020517-T1,0,0,0,0,0
FUN_025130-T1,905,503,295,859,1086
FUN_028997-T1,0,0,21,0,0
FUN_027814-T1,1848,1693,1701,3861,2859
FUN_038495-T1,0,0,0,0,0
FUN_019298-T1,0,0,0,0,0
FUN_027676-T1,62,7,13,8,16
FUN_032698-T1,700,273,197,816,680
FUN_033346-T1,0,0,0,0,0
FUN_004358-T1,1880,2454,1145,1253,1150
FUN_037025-T1,0,0,0,0,0
FUN_000113-T1,0,0,1,0,8
FUN_004109-T1,1027,557,536,1607,992
FUN_025497-T1,68,0,0,0,59
FUN_019943-T1,0,0,0,0,0
FUN_034851-T1,0,0,0,27,20
FUN_021944-T1,0,0,0,0,0
FUN_013279-T1,0,0,0,0,0
FUN_008928-T1,85,97,48,109,116
FUN_028486-T1,1181,730,782,1927,1311
FUN_023192-T1,47,36,48,50,41
FUN_018603-T1,0,0,0,0,0
FUN_029898-T1,27,0,9,1,21
FUN_033244-T1,0,0,1,0,0
FUN_042964-T1,97,71,37,86,52
FUN_037011-T1,654,503,258,938,1284
FUN_032177-T1,12,9,126,84,614
FUN_028517-T1,12,0,4,4,15
FUN_032382-T1,2405,1783,768,1395,1071
FUN_022333-T1,1442,686,907,1071,915
FUN_015271-T1,600,1400,1014,1181,2089
FUN_024862-T1,5134,5082,1498,2701,1795
FUN_039384-T1,921,421,435,425,462
FUN_006719-T1,16011,13879,8317,12216,9411
FUN_010201-T1,0,0,0,0,0
FUN_030697-T1,6,0,0,15,0
FUN_003303-T1,0,0,0,0,0
FUN_014363-T1,1288,610,122,1092,657
FUN_011898-T1,64,0,0,0,0
FUN_012428-T1,0,0,0,0,0
FUN_021381-T1,0,0,0,0,0
FUN_034626-T1,0,23,0,0,26
FUN_035028-T1,40,36,41,32,125
FUN_029605-T1,1640,1024,581,995,197
FUN_003182-T1,0,0,0,0,0
FUN_012357-T1,13366,44508,12949,44912,15193
FUN_039206-T1,42,8,41,1847,43
FUN_003879-T1,1,1,1,1,18
FUN_007791-T1,529,206,340,179,549
FUN_010993-T1,13,0,0,24,16
FUN_043051-T1,40,41,11,91,52
FUN_002516-T1,239,171,76,242,24
FUN_035206-T1,83,1587,10,38,20
FUN_043493-T1,24865,13500,8621,20617,17847
FUN_004866-T1,5531,11099,6430,4485,3006
FUN_025480-T1,0,1,0,0,0
FUN_031295-T1,229,48,97,177,66
FUN_002725-T1,1143,1345,603,1076,852
FUN_032541-T1,0,704,7,6,187
FUN_034146-T1,122,35,7,31,40
FUN_037189-T1,688,572,423,401,488
FUN_009937-T1,3,1,0,1,1
FUN_017405-T1,0,0,0,0,0
FUN_042341-T1,0,0,17,0,10
FUN_014272-T1,0,60,0,0,0
FUN_011003-T1,0,0,0,0,0
FUN_021740-T1,0,0,0,0,1
FUN_007958-T1,0,12,0,16,15
FUN_000717-T1,0,0,1,0,0
FUN_035791-T1,0,0,0,0,8
FUN_032334-T1,0,0,12,7,37
FUN_031369-T1,1260,782,759,24,668
FUN_037264-T1,0,3,1,1,1
FUN_004682-T1,534,569,190,385,204
FUN_032119-T1,98,13,32,0,47
FUN_024821-T1,28,15,48,0,53
FUN_043818-T1,0,0,0,0,0
FUN_008884-T1,2854,2092,1978,2881,2765
FUN_002180-T1,0,0,0,0,0
FUN_004416-T1,0,0,0,0,0
FUN_003271-T1,0,0,0,0,0
FUN_028774-T1,0,21,123,22,53
FUN_008777-T1,0,0,0,44,0
FUN_028975-T1,275,98,100,362,291
FUN_043629-T1,725,480,400,725,500
FUN_014961-T1,105,1223,333,460,144
FUN_033282-T1,0,0,0,0,0
FUN_011900-T1,433,534,206,719,198
FUN_025000-T1,3,3,0,0,3
FUN_031756-T1,740,510,259,501,324
FUN_035796-T1,6,0,0,0,0
FUN_002397-T1,383,55,125,312,288
FUN_006215-T1,1024,315,552,856,849
FUN_037241-T1,0,0,0,0,0
FUN_027387-T1,0,7,13,5,0
FUN_040615-T1,5958,6825,3455,5419,2775
FUN_013288-T1,0,0,0,0,0
FUN_029447-T1,505,176,137,402,838
FUN_039272-T1,113,301,74,122,146
FUN_024393-T1,0,42,102,375,407
FUN_002134-T1,0,0,0,0,8
FUN_037782-T1,3428,2613,1223,4108,2277
FUN_001902-T1,509,780,575,778,860
FUN_040881-T1,0,0,0,4,10
FUN_038647-T1,50,8,27,14,0
FUN_029556-T1,40,41,26,35,18
FUN_012776-T1,294,302,87,307,137
FUN_016246-T1,353,109,9,554,933
FUN_023713-T1,1,0,0,0,0
FUN_040826-T1,0,0,0,0,12
FUN_043729-T1,0,0,0,0,0
FUN_004432-T1,1542,1380,926,1368,1051
FUN_003547-T1,0,0,5,4,13
FUN_002554-T1,23,206,221,321,200
FUN_016980-T1,11,0,4,19,0
FUN_004828-T1,116,62,194,164,168
FUN_021855-T1,0,0,0,0,0
FUN_001029-T1,378,1037,445,759,440
FUN_031813-T1,0,0,0,0,1
FUN_042039-T1,91,62,0,52,55
FUN_019636-T1,0,0,0,1,1
FUN_040512-T1,17,10,13,16,21
FUN_001550-T1,459,726,1389,533,552
FUN_011804-T1,501,337,198,425,423
FUN_016534-T1,0,0,0,0,0
FUN_019289-T1,0,1,0,0,2
FUN_024567-T1,364,355,352,231,659
FUN_004514-T1,2686,1643,1399,2304,2203
FUN_021449-T1,1701,943,926,1663,1448
FUN_013483-T1,39,66,27,0,7
FUN_025463-T1,6573,6165,3797,5678,6412
FUN_024054-T1,499,311,258,574,439
FUN_036752-T1,488,204,163,358,533
FUN_026956-T1,0,0,0,0,8
FUN_006453-T1,1783,573,229,1137,471
FUN_036015-T1,538,429,474,431,343
FUN_022553-T1,0,0,0,0,0
FUN_035414-T1,1994,1902,1413,2177,2256
FUN_003005-T1,0,0,0,0,0
FUN_020141-T1,0,0,0,0,0
FUN_008144-T1,12,0,6,0,21
FUN_027775-T1,0,0,0,0,0
FUN_008115-T1,62,82,0,102,232
FUN_036280-T1,0,0,0,0,0
FUN_027233-T1,0,0,0,0,0
FUN_007628-T1,0,0,0,0,0
FUN_035101-T1,1439,970,187,173,65
FUN_020534-T1,0,0,0,0,0
FUN_016432-T1,4375,2814,2025,3291,3015
FUN_012513-T1,3497,891,1435,1257,1185
FUN_005527-T1,0,0,0,0,0
FUN_012642-T1,0,0,0,0,0
FUN_016014-T1,1301,843,1168,1638,1345
FUN_003689-T1,265,356,49,90,144
FUN_016637-T1,10,0,0,0,0
FUN_030605-T1,0,0,0,0,0
FUN_003777-T1,0,0,0,0,4
FUN_043163-T1,0,0,0,251,422
FUN_023880-T1,0,0,0,0,0
FUN_021278-T1,0,0,0,0,0
FUN_015982-T1,410,190,509,887,402
FUN_016421-T1,2794,1598,1496,1714,1974
FUN_027583-T1,0,0,0,0,0
FUN_023113-T1,996,869,649,1006,799
FUN_009641-T1,1610,1164,908,1902,1397
FUN_020515-T1,0,0,0,0,0
FUN_001782-T1,1959,1484,1765,1211,1749
FUN_018657-T1,0,0,0,0,0
FUN_034388-T1,3804,3358,1639,2541,1138
FUN_011865-T1,3091,2190,1330,2238,1817
FUN_007073-T1,196,66,90,316,295
FUN_006099-T1,1,4,3,0,3
FUN_024673-T1,2548,2635,1582,5298,3620
FUN_008762-T1,0,54,15,3,0
FUN_001422-T1,965,660,662,969,1060
FUN_006339-T1,717,181,435,628,529
FUN_032814-T1,980,554,705,1004,1237
FUN_032085-T1,80,64,78,56,71
FUN_018226-T1,1364,876,241,935,383
FUN_017989-T1,441,572,454,1260,491
FUN_037490-T1,446,349,225,476,367
FUN_011851-T1,359,379,420,338,184
FUN_033469-T1,1,0,2,0,1
FUN_011881-T1,107,47,75,215,62
FUN_025181-T1,0,0,0,0,0
FUN_037766-T1,2,0,0,0,0
FUN_041628-T1,1704,3580,952,1998,1358
FUN_038849-T1,4,0,0,0,50
FUN_023160-T1,1004,731,671,1085,741
FUN_006560-T1,6,0,1,3,1
FUN_023252-T1,3572,2437,1974,1946,1894
FUN_021628-T1,0,0,0,0,0
FUN_035680-T1,867,152,158,172,72
FUN_013815-T1,0,0,0,0,0
FUN_005221-T1,10,6,1,16,18
FUN_027520-T1,0,0,0,0,0
FUN_004918-T1,443,394,277,262,313
FUN_023686-T1,0,0,0,0,1
FUN_042253-T1,0,0,0,0,0
FUN_029745-T1,30,29,38,58,0
FUN_029683-T1,0,0,0,0,7
FUN_031649-T1,17349,12460,11640,21628,12901
FUN_014708-T1,128,98,85,259,167
FUN_032107-T1,3283,2606,2102,1630,2806
FUN_034170-T1,21,59,38,71,74
FUN_024200-T1,2265,1712,1278,1793,1393
FUN_016479-T1,0,0,0,0,1
FUN_025579-T1,1261,2193,733,1792,995
FUN_034803-T1,3017,3010,2618,2693,1927
FUN_015263-T1,18169,17397,11935,8103,8521
FUN_038783-T1,177,182,144,291,140
FUN_037141-T1,14,0,2,0,0
FUN_033261-T1,0,0,0,0,0
FUN_004127-T1,299,93,154,133,146
FUN_019956-T1,0,0,0,0,0
FUN_035301-T1,53,157,20,9,71
FUN_029122-T1,4770,2345,1915,2542,2538
FUN_011500-T1,0,0,0,0,18
FUN_001670-T1,8,0,0,9,0
FUN_017140-T1,0,0,1,0,0
FUN_009517-T1,36,15,94,24,21
FUN_032861-T1,26,6,9,8,2
FUN_001319-T1,0,0,0,5,0
FUN_004095-T1,1180,318,421,737,613
FUN_026617-T1,1318,713,879,735,718
FUN_005976-T1,117,52,68,151,19
FUN_002345-T1,555,47,55,882,353
FUN_016711-T1,32933,39952,20614,30838,17190
FUN_023949-T1,8001,7020,4444,10629,6506
FUN_026730-T1,280,201,36,175,34
FUN_014461-T1,2051,1758,1293,1421,1274
FUN_007783-T1,1305,615,954,1066,144
FUN_000146-T1,2,0,3,0,24
FUN_024216-T1,3166,2129,1824,2487,1559
FUN_002976-T1,0,0,0,0,0
FUN_042359-T1,242,15,27,196,14
FUN_034981-T1,64,82,9,23,51
FUN_029691-T1,83,39,51,14,230
FUN_021078-T1,21,0,0,4,9
FUN_025814-T1,1302,2368,1059,1427,989
FUN_004835-T1,3056,2590,1436,2722,1464
FUN_007840-T1,4741,3918,3104,3141,2547
FUN_043353-T1,0,0,0,0,0
FUN_027752-T1,358,25,241,1802,555
FUN_020052-T1,0,0,0,0,0
FUN_033620-T1,18,0,0,0,0
FUN_011056-T1,755,1284,864,1491,967
FUN_002662-T1,563,405,170,92,128
FUN_000895-T1,1213,1377,832,1121,1232
FUN_017366-T1,0,1,0,0,0
FUN_036916-T1,410,276,177,503,408
FUN_006328-T1,2115,2049,1189,2257,2048
FUN_034881-T1,555,1344,732,1062,668
FUN_004955-T1,0,0,0,0,0
FUN_004501-T1,368,194,153,228,226
FUN_009916-T1,49,1,6,4,0
FUN_026032-T1,1650,3177,1371,1642,2764
FUN_009137-T1,97,135,43,20,155
FUN_037560-T1,0,0,0,0,0
FUN_011774-T1,1160,644,734,1003,1118
FUN_011869-T1,498,525,413,492,453
FUN_029218-T1,45,0,15,19,21
FUN_004129-T1,259,133,53,163,40
FUN_012792-T1,4797,4791,1686,3353,2501
FUN_023289-T1,0,0,0,8,24
FUN_026655-T1,30,35,1,5,47
FUN_004292-T1,1333,1375,711,1915,1223
FUN_010167-T1,22,0,0,0,19
FUN_005171-T1,1174,1204,886,547,641
FUN_038105-T1,1141,514,1385,1157,2390
FUN_033675-T1,2255,1802,1170,1124,1100
FUN_019421-T1,0,0,0,0,8
FUN_032865-T1,0,0,0,1,0
FUN_014370-T1,16,12,4,10,17
FUN_036621-T1,0,0,0,0,0
FUN_022255-T1,44,60,34,32,246
FUN_023768-T1,89,109,74,81,82
FUN_009069-T1,28,459,236,12,399
FUN_017966-T1,708,671,578,945,954
FUN_010855-T1,0,0,0,0,0
FUN_024965-T1,0,0,0,0,3
FUN_010388-T1,0,0,0,0,0
FUN_042892-T1,137,2450,25,956,1449
FUN_037172-T1,1539,1147,1357,2357,1218
FUN_035643-T1,1,1,1,1,2
FUN_008127-T1,29,7,38,0,263
FUN_036209-T1,0,11,1,1,6
FUN_009394-T1,0,0,0,6,0
FUN_019366-T1,0,104,0,0,87
FUN_023707-T1,0,1,2,0,0
FUN_022205-T1,5965,4788,4466,8024,6400
FUN_021812-T1,0,0,17,0,11
FUN_018388-T1,0,4,16,3,70
FUN_017231-T1,25,0,9,10,9
FUN_044255-T1,3,2,6,5,7
FUN_039867-T1,239,74,55,188,224
FUN_003917-T1,135,31,63,49,18
FUN_013339-T1,0,1,0,0,1
FUN_033129-T1,42,103,71,112,128
FUN_008024-T1,839,641,368,634,632
FUN_031832-T1,295,355,66,297,35
FUN_037983-T1,275,144,118,292,255
FUN_005525-T1,0,0,0,0,0
FUN_040963-T1,0,0,0,0,1
FUN_016333-T1,7493,5120,3727,6562,4874
FUN_042756-T1,0,0,3,0,2
FUN_022444-T1,26,26,109,34,177
FUN_032880-T1,0,0,0,0,0
FUN_037674-T1,0,0,0,0,0
FUN_027695-T1,0,0,0,22,0
FUN_038050-T1,206,30,12,39,13
FUN_001654-T1,28632,24217,11954,18707,17787
FUN_011788-T1,121,44,54,111,51
FUN_005150-T1,2326,835,23,2398,274
FUN_010644-T1,563,89,224,321,534
FUN_013047-T1,0,0,0,0,13
FUN_033741-T1,89,23,40,51,77
FUN_021259-T1,0,0,0,0,0
FUN_019967-T1,0,0,0,0,0
