Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0001210	FUN_001288-T1, FUN_001288-T2, FUN_001286-T1	Pocillopora_meandrina_HIv1___RNAseq.g2201.t1, Pocillopora_meandrina_HIv1___TS.g4703.t1, Pocillopora_meandrina_HIv1___RNAseq.g2198.t1, Pocillopora_meandrina_HIv1___RNAseq.g2200.t1, Pocillopora_meandrina_HIv1___RNAseq.g2196.t1
OG0001211	FUN_001383-T1	Pocillopora_meandrina_HIv1___TS.g4638.t1, Pocillopora_meandrina_HIv1___RNAseq.g2135.t1
OG0001212	FUN_019056-T1, FUN_027027-T1	Pocillopora_meandrina_HIv1___RNAseq.g6096.t1
OG0001212	FUN_003657-T1	Pocillopora_meandrina_HIv1___RNAseq.g14597.t1, Pocillopora_meandrina_HIv1___RNAseq.g25623.t1
OG0001213	FUN_001808-T1, FUN_001809-T1	Pocillopora_meandrina_HIv1___RNAseq.g30106.t1, Pocillopora_meandrina_HIv1___RNAseq.g30107.t1, Pocillopora_meandrina_HIv1___RNAseq.g30111.t1, Pocillopora_meandrina_HIv1___RNAseq.g30110.t1
OG0001214	FUN_016726-T1, FUN_001828-T1, FUN_001835-T1, FUN_013109-T1	Pocillopora_meandrina_HIv1___TS.g10362.t1, Pocillopora_meandrina_HIv1___TS.g10365.t1, Pocillopora_meandrina_HIv1___RNAseq.g15342.t1, Pocillopora_meandrina_HIv1___RNAseq.g15345.t1
OG0001215	FUN_002021-T1, FUN_040177-T1, FUN_044849-T1, FUN_010049-T1, FUN_020738-T1, FUN_021185-T1, FUN_009551-T1, FUN_045586-T1	Pocillopora_meandrina_HIv1___RNAseq.g17012.t1
OG0001216	FUN_002041-T1, FUN_009076-T1	Pocillopora_meandrina_HIv1___TS.g17440.t1b, Pocillopora_meandrina_HIv1___RNAseq.g2580.t1
OG0001216	FUN_002042-T1	Pocillopora_meandrina_HIv1___TS.g10130.t1, Pocillopora_meandrina_HIv1___RNAseq.g22076.t1
OG0001219	FUN_010063-T1	Pocillopora_meandrina_HIv1___RNAseq.g3272.t1
OG0001219	FUN_002114-T1	Pocillopora_meandrina_HIv1___RNAseq.g15938.t1
OG0001219	FUN_010064-T1	Pocillopora_meandrina_HIv1___RNAseq.g16587.t1
OG0001220	FUN_021782-T1, FUN_002162-T1	Pocillopora_meandrina_HIv1___TS.g12421.t1, Pocillopora_meandrina_HIv1___RNAseq.g8405.t1, Pocillopora_meandrina_HIv1___RNAseq.g12148.t1, Pocillopora_meandrina_HIv1___RNAseq.g362.t1, Pocillopora_meandrina_HIv1___RNAseq.g4.t1, Pocillopora_meandrina_HIv1___RNAseq.g16839.t1, Pocillopora_meandrina_HIv1___RNAseq.g16335.t1b
OG0001221	FUN_044245-T1, FUN_044939-T1	Pocillopora_meandrina_HIv1___RNAseq.g361.t1, Pocillopora_meandrina_HIv1___RNAseq.g3.t1, Pocillopora_meandrina_HIv1___RNAseq.g12147.t1, Pocillopora_meandrina_HIv1___RNAseq.g3958.t1
OG0001222	FUN_003855-T1, FUN_002192-T1	Pocillopora_meandrina_HIv1___TS.g28616.t1, Pocillopora_meandrina_HIv1___TS.g14209.t1, Pocillopora_meandrina_HIv1___RNAseq.g27973.t1, Pocillopora_meandrina_HIv1___RNAseq.g1201.t1, Pocillopora_meandrina_HIv1___RNAseq.g13921.t1, Pocillopora_meandrina_HIv1___RNAseq.g11466.t1
OG0001223	FUN_012829-T1, FUN_003514-T1, FUN_002247-T1	Pocillopora_meandrina_HIv1___TS.g6887.t1, Pocillopora_meandrina_HIv1___RNAseq.g9468.t1
OG0001224	FUN_044503-T1	Pocillopora_meandrina_HIv1___RNAseq.g6109.t1
OG0001224	FUN_002891-T1	Pocillopora_meandrina_HIv1___TS.g2128.t1, Pocillopora_meandrina_HIv1___RNAseq.g24946.t1, Pocillopora_meandrina_HIv1___RNAseq.g26824.t1, Pocillopora_meandrina_HIv1___TS.g2127.t1, Pocillopora_meandrina_HIv1___TS.g5494.t1
OG0001226	FUN_021067-T1, FUN_025119-T1, FUN_045698-T1, FUN_019229-T1, FUN_003188-T1	Pocillopora_meandrina_HIv1___TS.g23755.t1, Pocillopora_meandrina_HIv1___RNAseq.g25086.t1, Pocillopora_meandrina_HIv1___RNAseq.g16029.t1
OG0001228	FUN_010193-T1	Pocillopora_meandrina_HIv1___RNAseq.g19314.t1, Pocillopora_meandrina_HIv1___RNAseq.g9249.t1
OG0001228	FUN_030855-T1, FUN_010192-T1	Pocillopora_meandrina_HIv1___RNAseq.g19315.t1
OG0001230	FUN_030077-T1, FUN_003544-T1	Pocillopora_meandrina_HIv1___TS.g11322.t1, Pocillopora_meandrina_HIv1___RNAseq.g8908.t1b, Pocillopora_meandrina_HIv1___RNAseq.g20157.t1, Pocillopora_meandrina_HIv1___RNAseq.g26870.t1
OG0001231	FUN_003762-T1, FUN_019477-T1, FUN_020888-T1, FUN_019547-T1, FUN_003737-T1	Pocillopora_meandrina_HIv1___RNAseq.g22064.t1
OG0001232	FUN_030734-T1	Pocillopora_meandrina_HIv1___TS.g13713.t1, Pocillopora_meandrina_HIv1___TS.g15638.t1, Pocillopora_meandrina_HIv1___RNAseq.g12880.t1, Pocillopora_meandrina_HIv1___TS.g24312.t1
OG0001232	FUN_003853-T1	Pocillopora_meandrina_HIv1___RNAseq.g11581.t1, Pocillopora_meandrina_HIv1___RNAseq.g11579.t1
OG0001233	FUN_004049-T1, FUN_004042-T1, FUN_004045-T1, FUN_004046-T1, FUN_004048-T1	Pocillopora_meandrina_HIv1___RNAseq.g12621.t1, Pocillopora_meandrina_HIv1___RNAseq.g12619.t1, Pocillopora_meandrina_HIv1___RNAseq.g7778.t1
OG0001235	FUN_004646-T1	Pocillopora_meandrina_HIv1___RNAseq.g17523.t1, Pocillopora_meandrina_HIv1___RNAseq.g8250.t1
OG0001237	FUN_004831-T2, FUN_004831-T1, FUN_004831-T3	Pocillopora_meandrina_HIv1___RNAseq.g8585.t1, Pocillopora_meandrina_HIv1___RNAseq.g8583.t1
OG0001238	FUN_004967-T1, FUN_004952-T1, FUN_004961-T1, FUN_004963-T1, FUN_004955-T1, FUN_004974-T1, FUN_004957-T1	Pocillopora_meandrina_HIv1___TS.g20135.t1
OG0001240	FUN_005079-T1	Pocillopora_meandrina_HIv1___RNAseq.g29576.t1, Pocillopora_meandrina_HIv1___RNAseq.g29563.t1, Pocillopora_meandrina_HIv1___TS.g6767.t1, Pocillopora_meandrina_HIv1___RNAseq.g29558.t1, Pocillopora_meandrina_HIv1___RNAseq.g29578.t1, Pocillopora_meandrina_HIv1___RNAseq.g29599.t1, Pocillopora_meandrina_HIv1___RNAseq.g29584.t1, Pocillopora_meandrina_HIv1___RNAseq.g29568.t1
OG0001241	FUN_005393-T1	Pocillopora_meandrina_HIv1___TS.g2866.t1, Pocillopora_meandrina_HIv1___TS.g2867.t2c, Pocillopora_meandrina_HIv1___RNAseq.g1209.t1, Pocillopora_meandrina_HIv1___RNAseq.g20891.t1, Pocillopora_meandrina_HIv1___RNAseq.g20898.t1, Pocillopora_meandrina_HIv1___RNAseq.g20894.t1, Pocillopora_meandrina_HIv1___RNAseq.g17089.t1, Pocillopora_meandrina_HIv1___RNAseq.g17083.t1
OG0001245	FUN_005529-T1, FUN_005645-T1, FUN_039495-T1, FUN_005645-T2, FUN_031003-T1	Pocillopora_meandrina_HIv1___RNAseq.g27274.t1b, Pocillopora_meandrina_HIv1___RNAseq.g21588.t1, Pocillopora_meandrina_HIv1___RNAseq.g9777.t1
OG0001246	FUN_005530-T1, FUN_005644-T1	Pocillopora_meandrina_HIv1___RNAseq.g14796.t1, Pocillopora_meandrina_HIv1___TS.g9629.t1b, Pocillopora_meandrina_HIv1___RNAseq.g21587.t1, Pocillopora_meandrina_HIv1___RNAseq.g12676.t1, Pocillopora_meandrina_HIv1___RNAseq.g8375.t1, Pocillopora_meandrina_HIv1___RNAseq.g9778.t1
OG0001248	FUN_006015-T1, FUN_006010-T2, FUN_006010-T1, FUN_006010-T3, FUN_006011-T2, FUN_006011-T3, FUN_006011-T1	Pocillopora_meandrina_HIv1___TS.g29304.t1
OG0001249	FUN_033089-T1, FUN_023536-T1, FUN_019011-T1	Pocillopora_meandrina_HIv1___RNAseq.g10230.t1
OG0001251	FUN_017771-T1, FUN_017769-T1, FUN_006536-T1, FUN_006542-T1	Pocillopora_meandrina_HIv1___RNAseq.g465.t2
OG0001253	FUN_006700-T1, FUN_006701-T1, FUN_006701-T2	Pocillopora_meandrina_HIv1___RNAseq.g19976.t1
OG0001256	FUN_007089-T1	Pocillopora_meandrina_HIv1___RNAseq.g6782.t1, Pocillopora_meandrina_HIv1___RNAseq.g6781.t1, Pocillopora_meandrina_HIv1___RNAseq.g6776.t1
OG0001257	FUN_007112-T1	Pocillopora_meandrina_HIv1___RNAseq.g19026.t1, Pocillopora_meandrina_HIv1___RNAseq.g19029.t1
OG0001258	FUN_007654-T1	Pocillopora_meandrina_HIv1___RNAseq.g5826.t1a, Pocillopora_meandrina_HIv1___TS.g24545.t1, Pocillopora_meandrina_HIv1___RNAseq.g5826.t1b, Pocillopora_meandrina_HIv1___RNAseq.g5824.t1b, Pocillopora_meandrina_HIv1___RNAseq.g5821.t1, Pocillopora_meandrina_HIv1___RNAseq.g5822.t1, Pocillopora_meandrina_HIv1___TS.g24535.t1, Pocillopora_meandrina_HIv1___RNAseq.g5815.t1
OG0001259	FUN_007812-T1	Pocillopora_meandrina_HIv1___RNAseq.g18377.t1, Pocillopora_meandrina_HIv1___RNAseq.g18364.t1, Pocillopora_meandrina_HIv1___TS.g21342.t1, Pocillopora_meandrina_HIv1___TS.g21347.t1, Pocillopora_meandrina_HIv1___TS.g21362.t1, Pocillopora_meandrina_HIv1___RNAseq.g18369.t1, Pocillopora_meandrina_HIv1___RNAseq.g18383.t1
OG0001261	FUN_008318-T1	Pocillopora_meandrina_HIv1___RNAseq.g18222.t1
OG0001261	FUN_008317-T1	Pocillopora_meandrina_HIv1___RNAseq.g5426.t1, Pocillopora_meandrina_HIv1___RNAseq.g5423.t1, Pocillopora_meandrina_HIv1___RNAseq.g5429.t1, Pocillopora_meandrina_HIv1___RNAseq.g5437.t1, Pocillopora_meandrina_HIv1___RNAseq.g5436.t1
OG0001262	FUN_008698-T1, FUN_008590-T1	Pocillopora_meandrina_HIv1___TS.g113.t1, Pocillopora_meandrina_HIv1___RNAseq.g12768.t1, Pocillopora_meandrina_HIv1___RNAseq.g12767.t1, Pocillopora_meandrina_HIv1___RNAseq.g12766.t1
OG0001263	FUN_008726-T1, FUN_008728-T1, FUN_041412-T1	Pocillopora_meandrina_HIv1___RNAseq.g20118.t1, Pocillopora_meandrina_HIv1___RNAseq.g20116.t1, Pocillopora_meandrina_HIv1___RNAseq.g20115.t1
OG0001264	FUN_045580-T1	Pocillopora_meandrina_HIv1___TS.g15566.t1, Pocillopora_meandrina_HIv1___RNAseq.g27657.t1, Pocillopora_meandrina_HIv1___RNAseq.g27656.t1
OG0001264	FUN_008733-T1	Pocillopora_meandrina_HIv1___RNAseq.g7913.t1
OG0001266	FUN_010790-T1, FUN_009299-T1, FUN_012748-T1	Pocillopora_meandrina_HIv1___TS.g22927.t1, Pocillopora_meandrina_HIv1___TS.g26823.t1, Pocillopora_meandrina_HIv1___TS.g17552.t1, Pocillopora_meandrina_HIv1___RNAseq.g24700.t1, Pocillopora_meandrina_HIv1___RNAseq.g21854.t1, Pocillopora_meandrina_HIv1___RNAseq.g24703.t2
OG0001267	FUN_009427-T1, FUN_033066-T1, FUN_033064-T1, FUN_022011-T1, FUN_009414-T1, FUN_009396-T1, FUN_009405-T1, FUN_009393-T1	Pocillopora_meandrina_HIv1___RNAseq.g12421.t1
OG0001268	FUN_009692-T1	Pocillopora_meandrina_HIv1___RNAseq.g4460.t1
OG0001269	FUN_031195-T1	Pocillopora_meandrina_HIv1___RNAseq.g19340.t1
OG0001269	FUN_010151-T1	Pocillopora_meandrina_HIv1___RNAseq.g28820.t1
OG0001274	FUN_011378-T1	Pocillopora_meandrina_HIv1___RNAseq.g6155.t1, Pocillopora_meandrina_HIv1___RNAseq.g16256.t1
OG0001274	FUN_039608-T1, FUN_039549-T1, FUN_015925-T1, FUN_020918-T1, FUN_034679-T1	Pocillopora_meandrina_HIv1___RNAseq.g9156.t1
OG0001276	FUN_012114-T1, FUN_012114-T2	Pocillopora_meandrina_HIv1___RNAseq.g23923.t1, Pocillopora_meandrina_HIv1___TS.g16796.t1, Pocillopora_meandrina_HIv1___RNAseq.g23926.t1, Pocillopora_meandrina_HIv1___RNAseq.g23924.t1
OG0001277	FUN_012185-T1, FUN_012184-T1	Pocillopora_meandrina_HIv1___RNAseq.g23538.t1, Pocillopora_meandrina_HIv1___RNAseq.g23499.t1, Pocillopora_meandrina_HIv1___RNAseq.g23493.t1, Pocillopora_meandrina_HIv1___RNAseq.g23220.t1, Pocillopora_meandrina_HIv1___RNAseq.g23487.t1, Pocillopora_meandrina_HIv1___RNAseq.g23510.t1
OG0001279	FUN_012578-T1	Pocillopora_meandrina_HIv1___RNAseq.g24777.t1, Pocillopora_meandrina_HIv1___TS.g24538.t1, Pocillopora_meandrina_HIv1___RNAseq.g5823.t1, Pocillopora_meandrina_HIv1___RNAseq.g24779.t1, Pocillopora_meandrina_HIv1___TS.g24530.t1
OG0001281	FUN_012654-T2, FUN_012654-T1	Pocillopora_meandrina_HIv1___RNAseq.g22899.t1, Pocillopora_meandrina_HIv1___RNAseq.g22897.t1
OG0001281	FUN_012648-T1, FUN_012648-T2	Pocillopora_meandrina_HIv1___TS.g15783.t1
OG0001282	FUN_025341-T1, FUN_015937-T1, FUN_021033-T1, FUN_012761-T1, FUN_021941-T1	Pocillopora_meandrina_HIv1___RNAseq.g16072.t1
OG0001283	FUN_012803-T1	Pocillopora_meandrina_HIv1___RNAseq.g1234.t1, Pocillopora_meandrina_HIv1___RNAseq.g26767.t1, Pocillopora_meandrina_HIv1___RNAseq.g10241.t1, Pocillopora_meandrina_HIv1___RNAseq.g9428.t1, Pocillopora_meandrina_HIv1___TS.g3414.t1, Pocillopora_meandrina_HIv1___RNAseq.g11122.t1, Pocillopora_meandrina_HIv1___RNAseq.g27213.t1
OG0001285	FUN_012842-T1	Pocillopora_meandrina_HIv1___RNAseq.g8177.t1, Pocillopora_meandrina_HIv1___RNAseq.g24621.t1, Pocillopora_meandrina_HIv1___TS.g12563.t1
OG0001285	FUN_040584-T1	Pocillopora_meandrina_HIv1___RNAseq.g28857.t1, Pocillopora_meandrina_HIv1___RNAseq.g18278.t1, Pocillopora_meandrina_HIv1___RNAseq.g4501.t1
OG0001286	FUN_013015-T1	Pocillopora_meandrina_HIv1___TS.g27815.t1
OG0001286	FUN_043693-T1	Pocillopora_meandrina_HIv1___TS.g11926.t1, Pocillopora_meandrina_HIv1___TS.g23741.t1
OG0001287	FUN_013649-T1, FUN_013650-T1, FUN_039272-T1	Pocillopora_meandrina_HIv1___RNAseq.g2586.t1, Pocillopora_meandrina_HIv1___RNAseq.g5287.t1, Pocillopora_meandrina_HIv1___TS.g23997.t1, Pocillopora_meandrina_HIv1___RNAseq.g5282.t1, Pocillopora_meandrina_HIv1___RNAseq.g5289.t1
OG0001291	FUN_017002-T1	Pocillopora_meandrina_HIv1___RNAseq.g28836.t1, Pocillopora_meandrina_HIv1___TS.g12872.t1
OG0001291	FUN_013861-T1	Pocillopora_meandrina_HIv1___RNAseq.g16286.t1
OG0001293	FUN_015110-T3, FUN_015110-T2, FUN_015110-T1	Pocillopora_meandrina_HIv1___RNAseq.g7729.t1, Pocillopora_meandrina_HIv1___RNAseq.g7728.t1
OG0001294	FUN_015437-T1, FUN_015439-T1	Pocillopora_meandrina_HIv1___TS.g27046.t1, Pocillopora_meandrina_HIv1___RNAseq.g22287.t1
OG0001295	FUN_042092-T1, FUN_042066-T1, FUN_042065-T1, FUN_042082-T1, FUN_015457-T1, FUN_042063-T1, FUN_042084-T2, FUN_042084-T1	Pocillopora_meandrina_HIv1___RNAseq.g27228.t1
OG0001298	FUN_015805-T1	Pocillopora_meandrina_HIv1___TS.g15619.t1, Pocillopora_meandrina_HIv1___RNAseq.g14484.t1
OG0001299	FUN_019319-T1, FUN_026762-T1, FUN_018419-T1, FUN_023167-T1, FUN_023169-T1, FUN_015844-T1, FUN_034197-T1, FUN_042337-T1	Pocillopora_meandrina_HIv1___RNAseq.g19609.t1
OG0001302	FUN_015961-T1, FUN_042467-T1	Pocillopora_meandrina_HIv1___TS.g9833.t1b
OG0001303	FUN_025450-T1, FUN_027851-T1	Pocillopora_meandrina_HIv1___TS.g19095.t1, Pocillopora_meandrina_HIv1___RNAseq.g13270.t1
OG0001303	FUN_015991-T1	Pocillopora_meandrina_HIv1___RNAseq.g21392.t1
OG0001304	FUN_016006-T1, FUN_016013-T1, FUN_016010-T1, FUN_016008-T1	Pocillopora_meandrina_HIv1___TS.g9244.t1, Pocillopora_meandrina_HIv1___TS.g9246.t1
OG0001305	FUN_016009-T1	Pocillopora_meandrina_HIv1___RNAseq.g25792.t1
OG0001305	FUN_016007-T1, FUN_016007-T2, FUN_016011-T1	Pocillopora_meandrina_HIv1___TS.g9245.t1, Pocillopora_meandrina_HIv1___RNAseq.g25796.t1, Pocillopora_meandrina_HIv1___RNAseq.g25801.t1
OG0001306	FUN_036736-T1	Pocillopora_meandrina_HIv1___RNAseq.g1202.t1, Pocillopora_meandrina_HIv1___RNAseq.g20551.t1, Pocillopora_meandrina_HIv1___RNAseq.g823.t1, Pocillopora_meandrina_HIv1___TS.g8394.t1
OG0001306	FUN_016561-T1	Pocillopora_meandrina_HIv1___RNAseq.g27970.t1
OG0001308	FUN_018197-T1	Pocillopora_meandrina_HIv1___RNAseq.g5288.t1, Pocillopora_meandrina_HIv1___TS.g23994.t1
OG0001309	FUN_018502-T1	Pocillopora_meandrina_HIv1___RNAseq.g1451.t1
OG0001309	FUN_037827-T1	Pocillopora_meandrina_HIv1___RNAseq.g1452.t1
OG0001310	FUN_044975-T1, FUN_018551-T1, FUN_036845-T1	Pocillopora_meandrina_HIv1___RNAseq.g24704.t1, Pocillopora_meandrina_HIv1___RNAseq.g24710.t1, Pocillopora_meandrina_HIv1___TS.g12655.t1, Pocillopora_meandrina_HIv1___RNAseq.g24707.t1, Pocillopora_meandrina_HIv1___RNAseq.g24706.t1
OG0001311	FUN_041936-T1, FUN_041936-T2	Pocillopora_meandrina_HIv1___RNAseq.g6869.t1, Pocillopora_meandrina_HIv1___TS.g615.t1
OG0001313	FUN_027158-T1, FUN_030156-T1, FUN_021817-T1, FUN_044632-T1, FUN_031004-T1	Pocillopora_meandrina_HIv1___RNAseq.g19732.t1, Pocillopora_meandrina_HIv1___RNAseq.g16329.t1, Pocillopora_meandrina_HIv1___RNAseq.g20632.t1
OG0001314	FUN_021955-T1, FUN_026786-T1	Pocillopora_meandrina_HIv1___RNAseq.g28134.t1
OG0001315	FUN_022194-T1, FUN_022193-T1, FUN_022192-T1, FUN_022191-T1, FUN_022189-T1, FUN_022190-T1	Pocillopora_meandrina_HIv1___TS.g19568.t1, Pocillopora_meandrina_HIv1___RNAseq.g9272.t1
OG0001317	FUN_022419-T1	Pocillopora_meandrina_HIv1___RNAseq.18635_t, Pocillopora_meandrina_HIv1___RNAseq.g4351.t2
OG0001319	FUN_023320-T2, FUN_023320-T6, FUN_023320-T3, FUN_023320-T5, FUN_023320-T4, FUN_023320-T1	Pocillopora_meandrina_HIv1___RNAseq.g17824.t1
OG0001320	FUN_023458-T1	Pocillopora_meandrina_HIv1___TS.g20157.t1, Pocillopora_meandrina_HIv1___RNAseq.g8421.t1, Pocillopora_meandrina_HIv1___RNAseq.g8419.t1, Pocillopora_meandrina_HIv1___TS.g20153.t1, Pocillopora_meandrina_HIv1___RNAseq.g8417.t1, Pocillopora_meandrina_HIv1___TS.g11601.t1, Pocillopora_meandrina_HIv1___RNAseq.g8418.t1
OG0001321	FUN_024040-T1, FUN_024039-T1, FUN_024038-T1	Pocillopora_meandrina_HIv1___RNAseq.g7686.t1
OG0001323	FUN_024479-T1, FUN_035567-T1	Pocillopora_meandrina_HIv1___TS.g11172.t1
OG0001324	FUN_024720-T1, FUN_024721-T1	Pocillopora_meandrina_HIv1___RNAseq.g18946.t1
OG0001325	FUN_040407-T2, FUN_040407-T1, FUN_040406-T1, FUN_025873-T1, FUN_025875-T1	Pocillopora_meandrina_HIv1___RNAseq.g10345.t1
OG0001326	FUN_025921-T1, FUN_025921-T2	Pocillopora_meandrina_HIv1___RNAseq.g3140.t1
OG0001327	FUN_026568-T3, FUN_026568-T1, FUN_026568-T2, FUN_026565-T4, FUN_026565-T3, FUN_026565-T2, FUN_026565-T1	Pocillopora_meandrina_HIv1___RNAseq.g4516.t1
OG0001328	FUN_027313-T1, FUN_036535-T1, FUN_041011-T1, FUN_044568-T1	Pocillopora_meandrina_HIv1___RNAseq.g17458.t1
OG0001330	FUN_039889-T1	Pocillopora_meandrina_HIv1___RNAseq.g12669.t1
OG0001331	FUN_027817-T1	Pocillopora_meandrina_HIv1___TS.g22877.t1b
OG0001333	FUN_027940-T1, FUN_027941-T1, FUN_027943-T1, FUN_027944-T3, FUN_027944-T1, FUN_027944-T2	Pocillopora_meandrina_HIv1___TS.g11810.t1
OG0001334	FUN_028235-T1, FUN_028235-T2, FUN_028234-T1	Pocillopora_meandrina_HIv1___TS.g29893.t1
OG0001335	FUN_028895-T1	Pocillopora_meandrina_HIv1___RNAseq.g25680.t1
OG0001337	FUN_029068-T1	Pocillopora_meandrina_HIv1___RNAseq.g25431.t1, Pocillopora_meandrina_HIv1___RNAseq.g25426.t1, Pocillopora_meandrina_HIv1___RNAseq.g25427.t1, Pocillopora_meandrina_HIv1___RNAseq.g25424.t1, Pocillopora_meandrina_HIv1___RNAseq.g25425.t1, Pocillopora_meandrina_HIv1___TS.g8857.t1
OG0001338	FUN_029489-T1	Pocillopora_meandrina_HIv1___RNAseq.g17130.t1
OG0001339	FUN_029949-T1	Pocillopora_meandrina_HIv1___RNAseq.g1256.t1, Pocillopora_meandrina_HIv1___RNAseq.g1255.t1, Pocillopora_meandrina_HIv1___RNAseq.g1254.t1, Pocillopora_meandrina_HIv1___RNAseq.g26864.t1
OG0001340	FUN_030066-T1	Pocillopora_meandrina_HIv1___TS.g2962.t1, Pocillopora_meandrina_HIv1___RNAseq.g6320.t1, Pocillopora_meandrina_HIv1___RNAseq.g14798.t1, Pocillopora_meandrina_HIv1___RNAseq.g6322.t1
OG0001344	FUN_031312-T1, FUN_031411-T1, FUN_031364-T1, FUN_031308-T1, FUN_031282-T1, FUN_039359-T1	Pocillopora_meandrina_HIv1___RNAseq.g5156.t1
OG0001346	FUN_032662-T1, FUN_032587-T1, FUN_032596-T1	Pocillopora_meandrina_HIv1___RNAseq.g14464.t1
OG0001348	FUN_033735-T1	Pocillopora_meandrina_HIv1___RNAseq.g7857.t1, Pocillopora_meandrina_HIv1___RNAseq.g7858.t1, Pocillopora_meandrina_HIv1___RNAseq.g7859.t1, Pocillopora_meandrina_HIv1___RNAseq.g7867.t1, Pocillopora_meandrina_HIv1___RNAseq.g7868.t1
OG0001349	FUN_034028-T1	Pocillopora_meandrina_HIv1___RNAseq.g16572.t1, Pocillopora_meandrina_HIv1___RNAseq.g16584.t1, Pocillopora_meandrina_HIv1___RNAseq.g16571.t1, Pocillopora_meandrina_HIv1___RNAseq.g16583.t2
OG0001350	FUN_034065-T1, FUN_034061-T1, FUN_034062-T1, FUN_034059-T1, FUN_034067-T1	Pocillopora_meandrina_HIv1___RNAseq.g26048.t1
OG0001351	FUN_035072-T1	Pocillopora_meandrina_HIv1___RNAseq.g27718.t1b
OG0001352	FUN_035201-T1, FUN_035200-T1, FUN_035197-T1, FUN_035205-T1, FUN_035206-T1, FUN_035199-T1	Pocillopora_meandrina_HIv1___TS.g15308.t1
OG0001353	FUN_035299-T1, FUN_035282-T1, FUN_035309-T1, FUN_035293-T1, FUN_035325-T1, FUN_035304-T1, FUN_035313-T1	Pocillopora_meandrina_HIv1___RNAseq.g10157.t1
OG0001354	FUN_035358-T1	Pocillopora_meandrina_HIv1___RNAseq.g12402.t1, Pocillopora_meandrina_HIv1___RNAseq.g12234.t1
OG0001356	FUN_035701-T1	Pocillopora_meandrina_HIv1___RNAseq.g11834.t1, Pocillopora_meandrina_HIv1___TS.g3159.t1, Pocillopora_meandrina_HIv1___RNAseq.g11828.t1, Pocillopora_meandrina_HIv1___RNAseq.g11825.t1
OG0001357	FUN_037103-T1, FUN_037103-T2, FUN_037153-T1, FUN_037022-T1, FUN_037097-T1	Pocillopora_meandrina_HIv1___RNAseq.g11082.t1
OG0001359	FUN_037276-T1, FUN_037277-T1	Pocillopora_meandrina_HIv1___RNAseq.g5494.t1, Pocillopora_meandrina_HIv1___RNAseq.g5499.t1, Pocillopora_meandrina_HIv1___RNAseq.g5496.t1, Pocillopora_meandrina_HIv1___RNAseq.g5498.t1, Pocillopora_meandrina_HIv1___RNAseq.g5495.t1, Pocillopora_meandrina_HIv1___RNAseq.g5497.t1
OG0001360	FUN_037822-T1	Pocillopora_meandrina_HIv1___RNAseq.g1467.t1
OG0001360	FUN_037821-T1, FUN_037814-T1, FUN_037819-T1, FUN_037813-T1	Pocillopora_meandrina_HIv1___TS.g29725.t1a, Pocillopora_meandrina_HIv1___RNAseq.g1466.t1
OG0001361	FUN_038205-T2, FUN_038205-T1, FUN_038205-T3	Pocillopora_meandrina_HIv1___TS.g5462.t1, Pocillopora_meandrina_HIv1___TS.g5464.t1
OG0001362	FUN_038325-T1, FUN_038315-T1, FUN_038315-T2, FUN_038320-T1	Pocillopora_meandrina_HIv1___RNAseq.g1120.t1
OG0001363	FUN_038799-T1	Pocillopora_meandrina_HIv1___RNAseq.g26381.t1, Pocillopora_meandrina_HIv1___RNAseq.g26375.t1, Pocillopora_meandrina_HIv1___RNAseq.g26373.t1, Pocillopora_meandrina_HIv1___RNAseq.g26380.t1, Pocillopora_meandrina_HIv1___RNAseq.g26382.t1, Pocillopora_meandrina_HIv1___RNAseq.g26376.t1, Pocillopora_meandrina_HIv1___RNAseq.g26374.t1
OG0001364	FUN_040968-T1, FUN_039721-T1	Pocillopora_meandrina_HIv1___RNAseq.g18610.t1, Pocillopora_meandrina_HIv1___TS.g4405.t1, Pocillopora_meandrina_HIv1___TS.g16371.t1, Pocillopora_meandrina_HIv1___RNAseq.g23507.t1, Pocillopora_meandrina_HIv1___RNAseq.g18437.t1, Pocillopora_meandrina_HIv1___RNAseq.g10217.t1, Pocillopora_meandrina_HIv1___RNAseq.g27105.t1
OG0001365	FUN_040002-T1, FUN_040002-T2	Pocillopora_meandrina_HIv1___TS.g8211.t1
OG0001366	FUN_040180-T1	Pocillopora_meandrina_HIv1___RNAseq.g9034.t1
OG0001367	FUN_040789-T1, FUN_042328-T1	Pocillopora_meandrina_HIv1___RNAseq.g22048.t1b, Pocillopora_meandrina_HIv1___RNAseq.g14759.t1, Pocillopora_meandrina_HIv1___RNAseq.g24916.t1a, Pocillopora_meandrina_HIv1___RNAseq.g14233.t1, Pocillopora_meandrina_HIv1___RNAseq.g14232.t1, Pocillopora_meandrina_HIv1___TS.g14086.t1, Pocillopora_meandrina_HIv1___TS.g6600.t1
OG0001369	FUN_041589-T1	Pocillopora_meandrina_HIv1___RNAseq.g10788.t1, Pocillopora_meandrina_HIv1___RNAseq.g10787.t1, Pocillopora_meandrina_HIv1___RNAseq.g10785.t1, Pocillopora_meandrina_HIv1___RNAseq.g10786.t1
