Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep
OG0007497	FUN_042809-T1, FUN_042809-T2	Pocillopora_meandrina_HIv1___RNAseq.g7426.t1
OG0007498	FUN_042811-T1	Pocillopora_meandrina_HIv1___RNAseq.g7428.t1
OG0007499	FUN_042814-T2, FUN_042814-T1	Pocillopora_meandrina_HIv1___RNAseq.g7429.t1
OG0007500	FUN_042815-T1	Pocillopora_meandrina_HIv1___RNAseq.g7431.t1
OG0007501	FUN_042816-T1, FUN_042816-T2	Pocillopora_meandrina_HIv1___TS.g1185.t1
OG0007502	FUN_042821-T2, FUN_042821-T1	Pocillopora_meandrina_HIv1___RNAseq.g7439.t2
OG0007503	FUN_042825-T1, FUN_042826-T1	Pocillopora_meandrina_HIv1___TS.g1022.t1
OG0007504	FUN_042843-T1, FUN_042843-T2	Pocillopora_meandrina_HIv1___RNAseq.g7256.t1
OG0007505	FUN_042845-T1	Pocillopora_meandrina_HIv1___RNAseq.g7254.t1
OG0007506	FUN_042847-T1, FUN_042847-T2	Pocillopora_meandrina_HIv1___RNAseq.g7253.t2
OG0007507	FUN_042856-T1	Pocillopora_meandrina_HIv1___TS.g991.t1
OG0007508	FUN_042873-T1	Pocillopora_meandrina_HIv1___TS.g983.t1
OG0007509	FUN_042874-T1	Pocillopora_meandrina_HIv1___RNAseq.g7232.t1
OG0007510	FUN_042877-T1	Pocillopora_meandrina_HIv1___RNAseq.g7229.t1
OG0007511	FUN_042914-T1	Pocillopora_meandrina_HIv1___RNAseq.g7194.t1
OG0007513	FUN_042965-T2, FUN_042965-T1	Pocillopora_meandrina_HIv1___RNAseq.g7111.t1
OG0007514	FUN_042994-T1, FUN_042994-T2	Pocillopora_meandrina_HIv1___RNAseq.g7019.t1
OG0007515	FUN_042997-T1	Pocillopora_meandrina_HIv1___RNAseq.g7021.t1
OG0007516	FUN_042998-T1	Pocillopora_meandrina_HIv1___RNAseq.g7022.t1
OG0007517	FUN_043007-T1	Pocillopora_meandrina_HIv1___RNAseq.4691_t
OG0007518	FUN_043012-T2, FUN_043012-T1	Pocillopora_meandrina_HIv1___RNAseq.g7036.t1
OG0007519	FUN_043014-T1	Pocillopora_meandrina_HIv1___RNAseq.g7037.t1
OG0007520	FUN_043015-T1	Pocillopora_meandrina_HIv1___RNAseq.g7038.t1
OG0007521	FUN_043017-T1	Pocillopora_meandrina_HIv1___RNAseq.g7039.t1
OG0007522	FUN_043027-T2, FUN_043027-T1	Pocillopora_meandrina_HIv1___TS.g790.t1
OG0007523	FUN_043029-T1, FUN_043029-T2	Pocillopora_meandrina_HIv1___RNAseq.g7057.t1
OG0007524	FUN_043031-T2, FUN_043031-T1	Pocillopora_meandrina_HIv1___TS.g793.t1
OG0007525	FUN_043047-T1	Pocillopora_meandrina_HIv1___TS.g8796.t1, Pocillopora_meandrina_HIv1___TS.g17893.t1
OG0007526	FUN_043082-T1, FUN_043081-T1	Pocillopora_meandrina_HIv1___TS.g814.t1
OG0007527	FUN_043085-T2, FUN_043085-T1	Pocillopora_meandrina_HIv1___RNAseq.g7084.t1
OG0007528	FUN_043091-T1	Pocillopora_meandrina_HIv1___RNAseq.g6995.t1
OG0007529	FUN_043094-T1, FUN_043094-T2	Pocillopora_meandrina_HIv1___RNAseq.g7010.t1
OG0007530	FUN_043107-T1, FUN_043107-T2	Pocillopora_meandrina_HIv1___RNAseq.g7897.t1
OG0007531	FUN_043111-T1	Pocillopora_meandrina_HIv1___RNAseq.g7894.t1
OG0007532	FUN_043112-T1	Pocillopora_meandrina_HIv1___RNAseq.g7893.t1
OG0007533	FUN_043119-T1	Pocillopora_meandrina_HIv1___RNAseq.g7886.t1
OG0007534	FUN_043125-T1	Pocillopora_meandrina_HIv1___RNAseq.g7877.t1
OG0007535	FUN_043129-T1	Pocillopora_meandrina_HIv1___RNAseq.g6863.t1, Pocillopora_meandrina_HIv1___RNAseq.g6873.t1
OG0007536	FUN_043152-T1	Pocillopora_meandrina_HIv1___TS.g568.t1
OG0007537	FUN_043154-T1	Pocillopora_meandrina_HIv1___RNAseq.g6835.t1, Pocillopora_meandrina_HIv1___RNAseq.g6829.t1
OG0007538	FUN_043157-T2, FUN_043157-T1	Pocillopora_meandrina_HIv1___TS.g580.t1
OG0007539	FUN_043174-T1, FUN_043174-T2	Pocillopora_meandrina_HIv1___RNAseq.g6799.t1
OG0007540	FUN_043179-T1	Pocillopora_meandrina_HIv1___TS.g546.t1
OG0007541	FUN_043192-T2, FUN_043192-T1	Pocillopora_meandrina_HIv1___RNAseq.g6808.t1
OG0007542	FUN_043193-T1, FUN_043193-T2	Pocillopora_meandrina_HIv1___RNAseq.g6809.t1
OG0007544	FUN_043205-T1	Pocillopora_meandrina_HIv1___RNAseq.g6813.t1
OG0007545	FUN_043219-T2, FUN_043219-T1	Pocillopora_meandrina_HIv1___RNAseq.g6779.t1
OG0007546	FUN_043252-T1	Pocillopora_meandrina_HIv1___RNAseq.g8856.t1
OG0007547	FUN_043254-T1	Pocillopora_meandrina_HIv1___RNAseq.g8858.t1
OG0007548	FUN_043258-T1	Pocillopora_meandrina_HIv1___RNAseq.g8859.t1
OG0007549	FUN_043262-T1, FUN_043262-T2	Pocillopora_meandrina_HIv1___RNAseq.g8892.t1
OG0007550	FUN_043278-T2, FUN_043278-T1	Pocillopora_meandrina_HIv1___TS.g20597.t1
OG0007551	FUN_043289-T1, FUN_043289-T2	Pocillopora_meandrina_HIv1___RNAseq.g8865.t1
OG0007552	FUN_043301-T1	Pocillopora_meandrina_HIv1___RNAseq.g8920.t1, Pocillopora_meandrina_HIv1___RNAseq.g8915.t1
OG0007553	FUN_043309-T2, FUN_043309-T1	Pocillopora_meandrina_HIv1___RNAseq.g8924.t1
OG0007554	FUN_043319-T1, FUN_043319-T2	Pocillopora_meandrina_HIv1___RNAseq.g8946.t1
OG0007555	FUN_043320-T1	Pocillopora_meandrina_HIv1___TS.g20669.t1
OG0007556	FUN_043321-T1	Pocillopora_meandrina_HIv1___RNAseq.g8948.t1
OG0007557	FUN_043350-T1	Pocillopora_meandrina_HIv1___RNAseq.g8959.t1
OG0007558	FUN_043351-T1	Pocillopora_meandrina_HIv1___TS.g20682.t1
OG0007559	FUN_043361-T1, FUN_043361-T2	Pocillopora_meandrina_HIv1___RNAseq.g8968.t1
OG0007561	FUN_043369-T2, FUN_043369-T1	Pocillopora_meandrina_HIv1___RNAseq.g8974.t1
OG0007562	FUN_043378-T2, FUN_043378-T1	Pocillopora_meandrina_HIv1___RNAseq.g8984.t1
OG0007563	FUN_043379-T1	Pocillopora_meandrina_HIv1___RNAseq.g8985.t1
OG0007564	FUN_043390-T2, FUN_043390-T1	Pocillopora_meandrina_HIv1___RNAseq.g9001.t1
OG0007565	FUN_043397-T1, FUN_043396-T1	Pocillopora_meandrina_HIv1___RNAseq.g18038.t1, Pocillopora_meandrina_HIv1___RNAseq.g18039.t1
OG0007566	FUN_043415-T1	Pocillopora_meandrina_HIv1___RNAseq.g7826.t1
OG0007567	FUN_043418-T1	Pocillopora_meandrina_HIv1___RNAseq.g7830.t1
OG0007568	FUN_043424-T1	Pocillopora_meandrina_HIv1___RNAseq.g7845.t1
OG0007569	FUN_043428-T1, FUN_043428-T2	Pocillopora_meandrina_HIv1___RNAseq.g7838.t1
OG0007570	FUN_043435-T1, FUN_043433-T1	Pocillopora_meandrina_HIv1___RNAseq.g7834.t1
OG0007571	FUN_043438-T1	Pocillopora_meandrina_HIv1___RNAseq.g7850.t1
OG0007572	FUN_043491-T1	Pocillopora_meandrina_HIv1___RNAseq.g7963.t1
OG0007573	FUN_043492-T1, FUN_043492-T2	Pocillopora_meandrina_HIv1___RNAseq.g7961.t1
OG0007574	FUN_043495-T1	Pocillopora_meandrina_HIv1___TS.g1707.t3
OG0007575	FUN_043498-T1	Pocillopora_meandrina_HIv1___RNAseq.g7951.t1, Pocillopora_meandrina_HIv1___RNAseq.g7946.t1
OG0007576	FUN_043499-T2, FUN_043499-T1	Pocillopora_meandrina_HIv1___RNAseq.g7964.t1
OG0007577	FUN_043508-T1	Pocillopora_meandrina_HIv1___RNAseq.g7974.t1
OG0007578	FUN_043512-T1	Pocillopora_meandrina_HIv1___RNAseq.g7996.t1
OG0007579	FUN_043518-T1	Pocillopora_meandrina_HIv1___RNAseq.g8029.t1
OG0007580	FUN_043544-T3, FUN_043544-T1	Pocillopora_meandrina_HIv1___RNAseq.g8016.t1
OG0007581	FUN_043545-T1	Pocillopora_meandrina_HIv1___RNAseq.g8015.t1
OG0007582	FUN_043549-T1, FUN_043549-T2	Pocillopora_meandrina_HIv1___TS.g1764.t1, Pocillopora_meandrina_HIv1___RNAseq.g8013.t1
OG0007583	FUN_043572-T2, FUN_043572-T1	Pocillopora_meandrina_HIv1___RNAseq.g8027.t1
OG0007584	FUN_043586-T1	Pocillopora_meandrina_HIv1___RNAseq.g6984.t1
OG0007585	FUN_043587-T1	Pocillopora_meandrina_HIv1___RNAseq.g6976.t1
OG0007586	FUN_043592-T1	Pocillopora_meandrina_HIv1___RNAseq.g6972.t1
OG0007587	FUN_043599-T1, FUN_043599-T2	Pocillopora_meandrina_HIv1___RNAseq.g6951.t1
OG0007588	FUN_043618-T2, FUN_043618-T1	Pocillopora_meandrina_HIv1___RNAseq.g6933.t1
OG0007589	FUN_043649-T1	Pocillopora_meandrina_HIv1___RNAseq.g7402.t1
OG0007590	FUN_043661-T1	Pocillopora_meandrina_HIv1___RNAseq.g7396.t1
OG0007591	FUN_044284-T1	Pocillopora_meandrina_HIv1___RNAseq.g3719.t1
OG0007592	FUN_044375-T1	Pocillopora_meandrina_HIv1___RNAseq.g28923.t1
OG0007593	FUN_044376-T2, FUN_044376-T1	Pocillopora_meandrina_HIv1___RNAseq.g28947.t1
OG0007594	FUN_044381-T1, FUN_044381-T2	Pocillopora_meandrina_HIv1___RNAseq.g29121.t1
OG0007595	FUN_044389-T2, FUN_044389-T1	Pocillopora_meandrina_HIv1___RNAseq.g29496.t1
OG0007596	FUN_044408-T1	Pocillopora_meandrina_HIv1___RNAseq.g4473.t1
OG0007598	FUN_044448-T1	Pocillopora_meandrina_HIv1___RNAseq.30209_t
OG0007601	FUN_045268-T1, FUN_044479-T1	Pocillopora_meandrina_HIv1___RNAseq.g26820.t1c
OG0007602	FUN_044500-T1	Pocillopora_meandrina_HIv1___RNAseq.g11527.t1
OG0007604	FUN_044513-T2, FUN_044513-T1	Pocillopora_meandrina_HIv1___RNAseq.g8575.t1
OG0007605	FUN_044521-T1	Pocillopora_meandrina_HIv1___RNAseq.g8279.t1, Pocillopora_meandrina_HIv1___RNAseq.g8297.t1
OG0007607	FUN_044534-T1, FUN_044534-T2	Pocillopora_meandrina_HIv1___TS.g268.t1
OG0007608	FUN_044537-T1	Pocillopora_meandrina_HIv1___RNAseq.g28862.t1, Pocillopora_meandrina_HIv1___RNAseq.g26846.t1, Pocillopora_meandrina_HIv1___RNAseq.g14689.t1
OG0007609	FUN_044539-T2, FUN_044539-T1	Pocillopora_meandrina_HIv1___RNAseq.g6578.t1
OG0007610	FUN_044553-T1, FUN_045706-T1, FUN_045686-T1	Pocillopora_meandrina_HIv1___RNAseq.g16700.t1
OG0007611	FUN_044567-T1	Pocillopora_meandrina_HIv1___RNAseq.g11137.t1, Pocillopora_meandrina_HIv1___RNAseq.g9041.t1a
OG0007616	FUN_044756-T1	Pocillopora_meandrina_HIv1___RNAseq.g20623.t1, Pocillopora_meandrina_HIv1___RNAseq.g20575.t1
OG0007617	FUN_044760-T1, FUN_044760-T2	Pocillopora_meandrina_HIv1___RNAseq.g23802.t1
OG0007618	FUN_044768-T1	Pocillopora_meandrina_HIv1___RNAseq.g25970.t1, Pocillopora_meandrina_HIv1___TS.g19794.t1, Pocillopora_meandrina_HIv1___RNAseq.g7468.t1
OG0007619	FUN_044791-T1	Pocillopora_meandrina_HIv1___RNAseq.g13649.t1
OG0007620	FUN_045147-T1, FUN_044793-T1	Pocillopora_meandrina_HIv1___RNAseq.g21862.t1
OG0007621	FUN_044874-T1	Pocillopora_meandrina_HIv1___RNAseq.g26822.t1, Pocillopora_meandrina_HIv1___TS.g19501.t1
OG0007623	FUN_044899-T1	Pocillopora_meandrina_HIv1___RNAseq.g9710.t1
OG0007627	FUN_045792-T1, FUN_045134-T1	Pocillopora_meandrina_HIv1___RNAseq.g28851.t1, Pocillopora_meandrina_HIv1___RNAseq.g25110.t1
OG0007628	FUN_045178-T1	Pocillopora_meandrina_HIv1___RNAseq.g13246.t1
OG0007629	FUN_045194-T1, FUN_045194-T3	Pocillopora_meandrina_HIv1___RNAseq.g10512.t2b
OG0007631	FUN_045305-T1	Pocillopora_meandrina_HIv1___RNAseq.g8471.t1, Pocillopora_meandrina_HIv1___RNAseq.g8476.t1, Pocillopora_meandrina_HIv1___RNAseq.g18614.t1
OG0007633	FUN_045417-T1	Pocillopora_meandrina_HIv1___RNAseq.g24888.t1, Pocillopora_meandrina_HIv1___RNAseq.g9499.t1
OG0007634	FUN_045434-T1	Pocillopora_meandrina_HIv1___RNAseq.g5978.t1, Pocillopora_meandrina_HIv1___RNAseq.g7578.t1, Pocillopora_meandrina_HIv1___TS.g15564.t1
OG0007635	FUN_045708-T1, FUN_045707-T1, FUN_045477-T1	Pocillopora_meandrina_HIv1___RNAseq.g16547.t1
OG0007636	FUN_045483-T1	Pocillopora_meandrina_HIv1___TS.g8800.t1, Pocillopora_meandrina_HIv1___RNAseq.g21800.t1, Pocillopora_meandrina_HIv1___TS.g21366.t1
OG0007637	FUN_045489-T1	Pocillopora_meandrina_HIv1___RNAseq.g9140.t1
OG0007638	FUN_045498-T1, FUN_045498-T2	Pocillopora_meandrina_HIv1___RNAseq.g12175.t1
OG0007639	FUN_045504-T2, FUN_045504-T1, FUN_045505-T1	Pocillopora_meandrina_HIv1___RNAseq.g27766.t1
OG0007640	FUN_045565-T1	Pocillopora_meandrina_HIv1___RNAseq.g6135.t1, Pocillopora_meandrina_HIv1___RNAseq.g14581.t1, Pocillopora_meandrina_HIv1___RNAseq.g27079.t1
OG0007641	FUN_045566-T1	Pocillopora_meandrina_HIv1___RNAseq.g21833.t1, Pocillopora_meandrina_HIv1___RNAseq.g10229.t1, Pocillopora_meandrina_HIv1___RNAseq.g21852.t1
OG0007642	FUN_045568-T1	Pocillopora_meandrina_HIv1___RNAseq.g26816.t1, Pocillopora_meandrina_HIv1___RNAseq.g5368.t1, Pocillopora_meandrina_HIv1___RNAseq.g22075.t1
OG0007643	FUN_045570-T1	Pocillopora_meandrina_HIv1___RNAseq.g10624.t1, Pocillopora_meandrina_HIv1___RNAseq.g10623.t1
OG0007644	FUN_045594-T1	Pocillopora_meandrina_HIv1___RNAseq.g16644.t1, Pocillopora_meandrina_HIv1___RNAseq.g10219.t1
OG0007646	FUN_045607-T2, FUN_045607-T1	Pocillopora_meandrina_HIv1___RNAseq.g28328.t1
OG0007647	FUN_045674-T2, FUN_045674-T1	Pocillopora_meandrina_HIv1___RNAseq.g7367.t1
OG0007648	FUN_045675-T1	Pocillopora_meandrina_HIv1___RNAseq.g7361.t1
OG0007649	FUN_045682-T1, FUN_045682-T2	Pocillopora_meandrina_HIv1___RNAseq.g8449.t1
OG0007650	FUN_045727-T1, FUN_045727-T2	Pocillopora_meandrina_HIv1___RNAseq.g6553.t1
OG0007651	FUN_045743-T1	Pocillopora_meandrina_HIv1___RNAseq.g10733.t1
OG0007652	FUN_045769-T1	Pocillopora_meandrina_HIv1___RNAseq.g13951.t1
OG0007654	FUN_045799-T1	Pocillopora_meandrina_HIv1___RNAseq.g11300.t1, Pocillopora_meandrina_HIv1___TS.g24853.t1, Pocillopora_meandrina_HIv1___TS.g27850.t1
OG0007655	FUN_045806-T1	Pocillopora_meandrina_HIv1___RNAseq.g7441.t1
OG0008164	FUN_000185-T1	Pocillopora_meandrina_HIv1___RNAseq.g28886.t1
OG0008165	FUN_000189-T1	Pocillopora_meandrina_HIv1___RNAseq.g28888.t3
OG0008166	FUN_000190-T1	Pocillopora_meandrina_HIv1___RNAseq.g28889.t1
OG0008167	FUN_000191-T1	Pocillopora_meandrina_HIv1___RNAseq.g28890.t1
OG0008168	FUN_000192-T1	Pocillopora_meandrina_HIv1___RNAseq.g28893.t1
OG0008169	FUN_000193-T1	Pocillopora_meandrina_HIv1___RNAseq.g28894.t1
OG0008170	FUN_000194-T1	Pocillopora_meandrina_HIv1___RNAseq.g28898.t1
OG0008171	FUN_000195-T1	Pocillopora_meandrina_HIv1___RNAseq.g28899.t1
OG0008172	FUN_000197-T1	Pocillopora_meandrina_HIv1___RNAseq.g28901.t1
OG0008173	FUN_000200-T1	Pocillopora_meandrina_HIv1___RNAseq.g28904.t1
OG0008174	FUN_000202-T1	Pocillopora_meandrina_HIv1___RNAseq.g28907.t1
OG0008175	FUN_000203-T1	Pocillopora_meandrina_HIv1___RNAseq.g28908.t1
OG0008176	FUN_000206-T1	Pocillopora_meandrina_HIv1___RNAseq.g28910.t1
OG0008177	FUN_000215-T1	Pocillopora_meandrina_HIv1___RNAseq.g28918.t1
OG0008178	FUN_000220-T1	Pocillopora_meandrina_HIv1___RNAseq.g28929.t1
OG0008179	FUN_000221-T1	Pocillopora_meandrina_HIv1___RNAseq.g28931.t1
OG0008180	FUN_000222-T1	Pocillopora_meandrina_HIv1___RNAseq.g28932.t2
OG0008181	FUN_000223-T1	Pocillopora_meandrina_HIv1___RNAseq.g28933.t1
OG0008182	FUN_000228-T1	Pocillopora_meandrina_HIv1___RNAseq.g28942.t1
OG0008183	FUN_000229-T1	Pocillopora_meandrina_HIv1___RNAseq.g28944.t1
OG0008184	FUN_000230-T1	Pocillopora_meandrina_HIv1___RNAseq.g28945.t1
OG0008185	FUN_000231-T1	Pocillopora_meandrina_HIv1___RNAseq.g28946.t1
OG0008186	FUN_000232-T1	Pocillopora_meandrina_HIv1___RNAseq.g28949.t1
OG0008188	FUN_000236-T1	Pocillopora_meandrina_HIv1___TS.g6172.t1
OG0008189	FUN_000237-T1	Pocillopora_meandrina_HIv1___RNAseq.g28953.t1
OG0008190	FUN_000239-T1	Pocillopora_meandrina_HIv1___RNAseq.g28955.t1
OG0008191	FUN_000245-T1	Pocillopora_meandrina_HIv1___RNAseq.g28960.t1
OG0008192	FUN_000247-T2	Pocillopora_meandrina_HIv1___RNAseq.g28974.t1
OG0008193	FUN_000260-T1	Pocillopora_meandrina_HIv1___RNAseq.g28975.t1
OG0008194	FUN_000261-T1	Pocillopora_meandrina_HIv1___RNAseq.g28976.t1
OG0008195	FUN_000263-T1	Pocillopora_meandrina_HIv1___RNAseq.g28977.t2
OG0008196	FUN_000264-T1	Pocillopora_meandrina_HIv1___RNAseq.g28978.t1
OG0008197	FUN_000265-T1	Pocillopora_meandrina_HIv1___RNAseq.g28979.t1
OG0008198	FUN_000268-T1, FUN_000269-T1	Pocillopora_meandrina_HIv1___RNAseq.g28980.t1
OG0008199	FUN_000270-T1	Pocillopora_meandrina_HIv1___RNAseq.g28983.t1
OG0008200	FUN_000272-T1	Pocillopora_meandrina_HIv1___RNAseq.g28985.t1
OG0008201	FUN_000276-T1	Pocillopora_meandrina_HIv1___RNAseq.g28996.t1
OG0008202	FUN_000281-T1	Pocillopora_meandrina_HIv1___RNAseq.g29077.t1
OG0008203	FUN_000283-T1	Pocillopora_meandrina_HIv1___RNAseq.g29073.t1
OG0008204	FUN_000285-T1	Pocillopora_meandrina_HIv1___RNAseq.g29071.t1
OG0008206	FUN_000319-T1	Pocillopora_meandrina_HIv1___RNAseq.g29015.t1
OG0008207	FUN_000320-T1	Pocillopora_meandrina_HIv1___RNAseq.g29014.t1
OG0008208	FUN_000323-T1	Pocillopora_meandrina_HIv1___RNAseq.g29002.t2
OG0008209	FUN_000328-T1	Pocillopora_meandrina_HIv1___RNAseq.g29080.t1
OG0008210	FUN_000329-T1	Pocillopora_meandrina_HIv1___RNAseq.g29081.t1
OG0008211	FUN_000330-T1	Pocillopora_meandrina_HIv1___RNAseq.g29083.t1
OG0008212	FUN_000347-T1	Pocillopora_meandrina_HIv1___RNAseq.g29109.t1
OG0008213	FUN_000350-T1	Pocillopora_meandrina_HIv1___RNAseq.g29114.t1
OG0008214	FUN_000352-T1	Pocillopora_meandrina_HIv1___RNAseq.g29116.t1
OG0008215	FUN_000372-T1	Pocillopora_meandrina_HIv1___RNAseq.g29118.t1
OG0008216	FUN_000374-T1	Pocillopora_meandrina_HIv1___TS.g6338.t1
OG0008217	FUN_000375-T1	Pocillopora_meandrina_HIv1___RNAseq.g12644.t1
OG0008218	FUN_000378-T1	Pocillopora_meandrina_HIv1___RNAseq.g29123.t1
OG0008219	FUN_000384-T1	Pocillopora_meandrina_HIv1___RNAseq.g29126.t1
OG0008220	FUN_000387-T1	Pocillopora_meandrina_HIv1___TS.g6342.t3c
OG0008221	FUN_000390-T1	Pocillopora_meandrina_HIv1___RNAseq.g2524.t1
OG0008222	FUN_000391-T1	Pocillopora_meandrina_HIv1___RNAseq.g2525.t1
OG0008223	FUN_000392-T1	Pocillopora_meandrina_HIv1___RNAseq.g2526.t1b
OG0008224	FUN_000393-T1	Pocillopora_meandrina_HIv1___RNAseq.g2528.t1
OG0008225	FUN_000395-T1	Pocillopora_meandrina_HIv1___RNAseq.g2531.t1
OG0008226	FUN_000398-T1	Pocillopora_meandrina_HIv1___RNAseq.g2535.t1
OG0008227	FUN_000399-T1	Pocillopora_meandrina_HIv1___RNAseq.g2540.t1
OG0008228	FUN_000401-T1	Pocillopora_meandrina_HIv1___RNAseq.13430_t
OG0008229	FUN_000402-T1	Pocillopora_meandrina_HIv1___RNAseq.g2543.t1
OG0008230	FUN_000403-T1	Pocillopora_meandrina_HIv1___RNAseq.g2544.t1
OG0008231	FUN_000409-T1	Pocillopora_meandrina_HIv1___RNAseq.g2517.t1
OG0008232	FUN_000413-T1	Pocillopora_meandrina_HIv1___RNAseq.13206_t
OG0008233	FUN_000418-T1	Pocillopora_meandrina_HIv1___RNAseq.g2319.t1
OG0008235	FUN_000433-T1	Pocillopora_meandrina_HIv1___RNAseq.g2325.t1
OG0008236	FUN_000436-T1	Pocillopora_meandrina_HIv1___RNAseq.g2324.t1
OG0008237	FUN_000437-T1	Pocillopora_meandrina_HIv1___RNAseq.g2323.t1
OG0008238	FUN_000440-T1	Pocillopora_meandrina_HIv1___RNAseq.g2328.t2
OG0008239	FUN_000448-T1	Pocillopora_meandrina_HIv1___RNAseq.g2336.t1
OG0008240	FUN_000449-T1	Pocillopora_meandrina_HIv1___RNAseq.g2337.t1
OG0008242	FUN_000466-T1	Pocillopora_meandrina_HIv1___TS.g4928.t1
OG0008243	FUN_000467-T1	Pocillopora_meandrina_HIv1___RNAseq.g2421.t1
OG0008244	FUN_000468-T1	Pocillopora_meandrina_HIv1___RNAseq.g2422.t1
OG0008245	FUN_000469-T1	Pocillopora_meandrina_HIv1___RNAseq.13309_t
OG0008246	FUN_000470-T1	Pocillopora_meandrina_HIv1___RNAseq.g2424.t1
OG0008247	FUN_000471-T1	Pocillopora_meandrina_HIv1___RNAseq.g2425.t1
OG0008248	FUN_000481-T1	Pocillopora_meandrina_HIv1___RNAseq.g2345.t1
OG0008249	FUN_000482-T1	Pocillopora_meandrina_HIv1___RNAseq.g2344.t1
OG0008250	FUN_000483-T1	Pocillopora_meandrina_HIv1___RNAseq.g2342.t1
OG0008251	FUN_000487-T1	Pocillopora_meandrina_HIv1___RNAseq.g2341.t1
OG0008252	FUN_000488-T1	Pocillopora_meandrina_HIv1___RNAseq.g2338.t1
OG0008253	FUN_000489-T1	Pocillopora_meandrina_HIv1___TS.g4918.t1
OG0008254	FUN_000490-T1	Pocillopora_meandrina_HIv1___RNAseq.g2411.t1
OG0008255	FUN_000497-T1	Pocillopora_meandrina_HIv1___RNAseq.g2412.t1
OG0008256	FUN_000498-T1	Pocillopora_meandrina_HIv1___RNAseq.g2413.t1
OG0008257	FUN_000499-T1	Pocillopora_meandrina_HIv1___RNAseq.g2414.t1
OG0008258	FUN_000500-T1	Pocillopora_meandrina_HIv1___RNAseq.g2407.t1
OG0008259	FUN_000501-T1	Pocillopora_meandrina_HIv1___RNAseq.g2406.t1
OG0008260	FUN_000502-T1	Pocillopora_meandrina_HIv1___RNAseq.g2405.t1
OG0008261	FUN_000510-T1	Pocillopora_meandrina_HIv1___TS.g4915.t1
OG0008262	FUN_000521-T1	Pocillopora_meandrina_HIv1___RNAseq.g2398.t1
OG0008263	FUN_000523-T1	Pocillopora_meandrina_HIv1___TS.g134.t1
OG0008265	FUN_000531-T1	Pocillopora_meandrina_HIv1___RNAseq.g27136.t1
OG0008266	FUN_000533-T1	Pocillopora_meandrina_HIv1___RNAseq.g2384.t1
OG0008267	FUN_000535-T1	Pocillopora_meandrina_HIv1___TS.g4883.t1
OG0008268	FUN_000536-T1	Pocillopora_meandrina_HIv1___TS.g4882.t1
OG0008269	FUN_000541-T1	Pocillopora_meandrina_HIv1___RNAseq.g2372.t1
OG0008270	FUN_000542-T1	Pocillopora_meandrina_HIv1___RNAseq.g2370.t1
OG0008271	FUN_000544-T1	Pocillopora_meandrina_HIv1___RNAseq.g2369.t1
OG0008272	FUN_000545-T1	Pocillopora_meandrina_HIv1___RNAseq.g2368.t1
OG0008273	FUN_000549-T1	Pocillopora_meandrina_HIv1___RNAseq.g17849.t1
OG0008274	FUN_000550-T1	Pocillopora_meandrina_HIv1___RNAseq.g2362.t1
OG0008275	FUN_000554-T1	Pocillopora_meandrina_HIv1___RNAseq.g2466.t1
OG0008276	FUN_000556-T1	Pocillopora_meandrina_HIv1___RNAseq.g2463.t1
OG0008277	FUN_000562-T1	Pocillopora_meandrina_HIv1___RNAseq.g2459.t1
OG0008278	FUN_000563-T1	Pocillopora_meandrina_HIv1___RNAseq.g2457.t1
OG0008279	FUN_000564-T1	Pocillopora_meandrina_HIv1___TS.g4968.t1
OG0008280	FUN_000569-T1	Pocillopora_meandrina_HIv1___RNAseq.g2452.t1
OG0008281	FUN_000570-T1	Pocillopora_meandrina_HIv1___RNAseq.g2451.t1
OG0008282	FUN_000576-T1	Pocillopora_meandrina_HIv1___RNAseq.g2437.t1
OG0008283	FUN_000577-T1	Pocillopora_meandrina_HIv1___RNAseq.g2436.t1
OG0008284	FUN_000578-T1	Pocillopora_meandrina_HIv1___TS.g4935.t1
OG0008285	FUN_000579-T1	Pocillopora_meandrina_HIv1___RNAseq.g29304.t1
OG0008286	FUN_000580-T1	Pocillopora_meandrina_HIv1___RNAseq.g29301.t1
OG0008287	FUN_000582-T1	Pocillopora_meandrina_HIv1___TS.g6501.t1
OG0008288	FUN_000585-T1	Pocillopora_meandrina_HIv1___RNAseq.g29297.t1
OG0008289	FUN_000588-T1	Pocillopora_meandrina_HIv1___RNAseq.g29293.t3
OG0008290	FUN_000591-T1	Pocillopora_meandrina_HIv1___RNAseq.g29291.t1
OG0008291	FUN_000592-T1	Pocillopora_meandrina_HIv1___RNAseq.g29290.t1
OG0008292	FUN_000593-T1	Pocillopora_meandrina_HIv1___RNAseq.g29289.t1
OG0008293	FUN_000595-T1	Pocillopora_meandrina_HIv1___RNAseq.g29286.t2
OG0008294	FUN_000596-T1	Pocillopora_meandrina_HIv1___RNAseq.g29285.t1
OG0008295	FUN_000597-T1	Pocillopora_meandrina_HIv1___RNAseq.g29284.t1
OG0008296	FUN_000605-T1	Pocillopora_meandrina_HIv1___RNAseq.g2499.t1
OG0008297	FUN_000606-T1	Pocillopora_meandrina_HIv1___RNAseq.13383_t
OG0008298	FUN_000607-T1	Pocillopora_meandrina_HIv1___RNAseq.g2497.t1
OG0008299	FUN_000608-T1	Pocillopora_meandrina_HIv1___RNAseq.g2496.t1
