# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/31-Apul-lncRNA/Apul-lncRNA.gtf" "-o" "../output/32-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam
lncRNA_29515	ptg000035l	9497741	9498003	+	263	0	0	0	0	0
lncRNA_29516	ptg000035l	9628211	9628620	+	410	86	6	31	8	45
lncRNA_29517	ptg000035l	10014721	10015400	+	680	9	0	45	0	128
lncRNA_29518	ptg000035l	10037679	10038033	+	355	14	2	0	2	28
lncRNA_29519	ptg000035l	10238139	10238598	+	460	0	0	0	0	1
lncRNA_29520	ptg000036l	343088	344315	+	1228	48	10	16	24	22
lncRNA_29521	ptg000036l	723213	729387	+	6175	1	259	20	7	203
lncRNA_29522	ptg000036l	833255	839374	+	6120	329	64	4	17	118
lncRNA_29523	ptg000036l	837150	839374	+	2225	0	0	0	0	0
lncRNA_29524	ptg000036l	1273823	1274361	+	539	22	381	15	7	25
lncRNA_29525	ptg000036l	1400498	1401084	+	587	58	2	5	1	1
lncRNA_29526	ptg000036l	1428166	1429649	+	1484	332	0	15	2	7
lncRNA_29527	ptg000036l	1436108	1436599	+	492	35	11	7	1	25
lncRNA_29528	ptg000036l	1475458	1475850	+	393	35	0	33	7	156
lncRNA_29529	ptg000036l	1657842	1658639	+	798	0	21	0	6	1
lncRNA_29530	ptg000036l	1927482	1927701	+	220	66	0	0	0	0
lncRNA_29531	ptg000036l	1972380	1974282	+	1903	195	113	55	0	440
lncRNA_29532	ptg000036l	2038623	2048410	+	9788	0	0	0	0	0
lncRNA_29533	ptg000036l	2038624	2048410	+	9787	0	0	0	0	0
lncRNA_29534	ptg000036l	2038722	2040406	+	1685	0	0	0	0	0
lncRNA_29535	ptg000036l	2038853	2044445	+	5593	0	0	0	0	0
lncRNA_29536	ptg000036l	2038984	2044445	+	5462	0	0	0	0	0
lncRNA_29537	ptg000036l	2039163	2044445	+	5283	0	0	0	0	0
lncRNA_29538	ptg000036l	2040407	2045077	+	4671	0	0	0	0	0
lncRNA_29539	ptg000036l	2081064	2082668	+	1605	0	0	0	0	0
lncRNA_29540	ptg000036l	2081064	2082668	+	1605	0	0	0	0	0
lncRNA_29541	ptg000036l	2097682	2098125	+	444	11	0	0	0	55
lncRNA_29542	ptg000036l	2152429	2155148	+	2720	175	0	437	0	14
lncRNA_29543	ptg000036l	2169123	2169668	+	546	0	0	5	2	91
lncRNA_29544	ptg000036l	2420702	2427728	+	7027	20	0	26	6	330
lncRNA_29545	ptg000036l	2728299	2730849	+	2551	76	139	65	89	171
lncRNA_29546	ptg000036l	2797198	2798076	+	879	33	10	10	4	27
lncRNA_29547	ptg000036l	2860386	2861507	+	1122	17	117	1	5	14
lncRNA_29548	ptg000036l	3197306	3200534	+	3229	0	0	0	0	0
lncRNA_29549	ptg000036l	3578129	3581424	+	3296	0	0	0	0	0
lncRNA_29550	ptg000036l	3578129	3581424	+	3296	0	0	0	0	0
lncRNA_29551	ptg000036l	3609556	3612838	+	3283	180	242	191	285	149
lncRNA_29552	ptg000036l	3868804	3883195	+	14392	32	86	210	139	480
lncRNA_29553	ptg000036l	3884704	3893995	+	9292	0	0	0	0	0
lncRNA_29554	ptg000036l	3884704	3893995	+	9292	0	0	0	0	0
lncRNA_29555	ptg000036l	3886117	3893995	+	7879	0	0	0	0	0
lncRNA_29556	ptg000036l	3908504	3910110	+	1607	34	31	78	4	138
lncRNA_29557	ptg000036l	3955000	3957401	+	2402	71	69	97	49	153
lncRNA_29558	ptg000036l	3958128	3963623	+	5496	48	69	103	64	123
lncRNA_29559	ptg000036l	4338432	4339096	+	665	0	0	6	0	24
lncRNA_29560	ptg000036l	4376645	4378988	+	2344	22	232	131	170	392
lncRNA_29561	ptg000036l	4526014	4527152	+	1139	23	9	22	0	102
lncRNA_29562	ptg000036l	4559641	4565243	+	5603	243	69	139	21	27
lncRNA_29563	ptg000036l	4688104	4689915	+	1812	26	0	34	64	42
lncRNA_29564	ptg000036l	4816264	4818073	+	1810	39	21	44	40	51
lncRNA_29565	ptg000036l	4926075	4927278	+	1204	25	0	64	10	309
lncRNA_29566	ptg000036l	5015286	5015697	+	412	6	2	6	9	6
lncRNA_29567	ptg000036l	5031683	5032379	+	697	7	4	22	7	5
lncRNA_29568	ptg000036l	5125433	5128315	+	2883	0	0	0	0	0
lncRNA_29569	ptg000036l	5148629	5154674	+	6046	22	1	61	1	267
lncRNA_29570	ptg000036l	5150370	5154674	+	4305	0	0	0	0	0
lncRNA_29571	ptg000036l	5173971	5190242	+	16272	67	6	267	11	927
lncRNA_29572	ptg000036l	5179124	5186576	+	7453	0	0	0	0	0
lncRNA_29573	ptg000036l	5183354	5190242	+	6889	0	0	0	0	0
lncRNA_29574	ptg000036l	5190962	5195459	+	4498	0	0	0	0	0
lncRNA_29575	ptg000036l	5190962	5195459	+	4498	0	0	0	0	0
lncRNA_29576	ptg000036l	5215430	5239841	+	24412	43	45	119	70	315
lncRNA_29577	ptg000036l	5262334	5262618	+	285	0	0	0	0	0
lncRNA_29578	ptg000036l	5263027	5340769	+	77743	260	18	482	67	1840
lncRNA_29579	ptg000036l	5264276	5265387	+	1112	0	0	0	0	0
lncRNA_29580	ptg000036l	5307984	5340769	+	32786	0	0	0	0	0
lncRNA_29581	ptg000036l	5309992	5340769	+	30778	0	0	0	0	0
lncRNA_29582	ptg000036l	5328963	5337576	+	8614	0	0	0	0	0
lncRNA_29583	ptg000036l	5332427	5340769	+	8343	0	0	0	0	0
lncRNA_29584	ptg000036l	5269473	5280583	+	11111	0	0	0	0	0
lncRNA_29585	ptg000036l	5290521	5294599	+	4079	0	0	0	0	0
lncRNA_29586	ptg000036l	5290568	5292684	+	2117	0	0	0	0	0
lncRNA_29587	ptg000036l	5343848	5349017	+	5170	22	0	63	1	299
lncRNA_29588	ptg000036l	5345828	5349017	+	3190	0	0	0	0	0
lncRNA_29589	ptg000036l	5351622	5361537	+	9916	0	0	0	0	0
lncRNA_29590	ptg000036l	5356976	5364342	+	7367	0	0	0	0	0
lncRNA_29591	ptg000036l	5357086	5364342	+	7257	0	0	0	0	0
lncRNA_29592	ptg000036l	5365478	5373548	+	8071	0	0	0	0	0
lncRNA_29593	ptg000036l	5370204	5407733	+	37530	70	2	45	1	103
lncRNA_29594	ptg000036l	5375852	5406028	+	30177	0	0	0	0	0
lncRNA_29595	ptg000036l	5423838	5433825	+	9988	62	0	102	25	366
lncRNA_29596	ptg000036l	5425824	5433825	+	8002	0	0	0	0	0
lncRNA_29597	ptg000036l	5426815	5433825	+	7011	0	0	0	0	0
lncRNA_29598	ptg000036l	5444344	5452521	+	8178	0	0	0	0	0
lncRNA_29599	ptg000036l	5455338	5472829	+	17492	0	0	0	0	0
lncRNA_29600	ptg000036l	5477264	5540488	+	63225	84	1	71	23	258
lncRNA_29601	ptg000036l	5503310	5567251	+	63942	25	4	30	4	194
lncRNA_29602	ptg000036l	5536940	5545488	+	8549	0	0	0	0	0
lncRNA_29603	ptg000036l	5538325	5550014	+	11690	0	0	0	0	0
lncRNA_29604	ptg000036l	5551538	5554960	+	3423	0	0	0	0	0
lncRNA_29605	ptg000036l	5563629	5625078	+	61450	389	12	320	26	1106
lncRNA_29606	ptg000036l	5620222	5627452	+	7231	0	0	0	0	0
lncRNA_29607	ptg000036l	5622167	5627452	+	5286	0	0	0	0	0
lncRNA_29608	ptg000036l	5622167	5627452	+	5286	0	0	0	0	0
lncRNA_29609	ptg000036l	5505725	5508647	+	2923	0	0	0	0	0
lncRNA_29610	ptg000036l	5506821	5516090	+	9270	0	0	0	0	0
lncRNA_29611	ptg000036l	5506838	5516090	+	9253	0	0	0	0	0
lncRNA_29612	ptg000036l	5559666	5574621	+	14956	0	0	0	0	0
lncRNA_29613	ptg000036l	5598168	5604943	+	6776	0	0	0	0	0
lncRNA_29614	ptg000036l	5615697	5620221	+	4525	0	0	0	0	0
lncRNA_29615	ptg000036l	5630415	5648638	+	18224	0	0	0	0	0
lncRNA_29616	ptg000036l	5630415	5648638	+	18224	0	0	0	0	0
lncRNA_29617	ptg000036l	5630415	5671884	+	41470	46	30	116	73	62
lncRNA_29618	ptg000036l	5630447	5647769	+	17323	0	0	0	0	0
lncRNA_29619	ptg000036l	5634843	5647769	+	12927	0	0	0	0	0
lncRNA_29620	ptg000036l	5663334	5671884	+	8551	0	0	0	0	0
lncRNA_29621	ptg000036l	5636343	5642104	+	5762	0	0	0	0	0
lncRNA_29622	ptg000036l	5675011	5681579	+	6569	7	0	17	1	41
lncRNA_29623	ptg000036l	5675980	5684332	+	8353	0	0	0	0	0
lncRNA_29624	ptg000036l	5678638	5698453	+	19816	0	0	0	0	0
lncRNA_29625	ptg000036l	5678638	5698453	+	19816	0	0	0	0	0
lncRNA_29626	ptg000036l	5681863	5698980	+	17118	0	0	0	0	0
lncRNA_29627	ptg000036l	5687229	5700603	+	13375	0	0	0	0	0
lncRNA_29628	ptg000036l	5688907	5698453	+	9547	0	0	0	0	0
lncRNA_29629	ptg000036l	5698718	5738654	+	39937	256	12	426	73	1411
lncRNA_29630	ptg000036l	5714917	5731936	+	17020	0	0	0	0	0
lncRNA_29631	ptg000036l	5732294	5737448	+	5155	0	0	0	0	0
lncRNA_29632	ptg000036l	5746350	5748408	+	2059	77	14	52	9	349
lncRNA_29633	ptg000036l	5769624	5769967	+	344	0	0	0	0	0
lncRNA_29634	ptg000036l	5770922	5771284	+	363	3	0	0	0	4
lncRNA_29635	ptg000036l	5793817	5807212	+	13396	83	29	39	3	272
lncRNA_29636	ptg000036l	5847341	5850348	+	3008	0	0	0	0	0
lncRNA_29637	ptg000036l	5847341	5851691	+	4351	0	0	0	0	0
lncRNA_29638	ptg000036l	5849378	5850348	+	971	0	0	0	0	0
lncRNA_29639	ptg000036l	5853113	5855808	+	2696	40	4	78	4	329
lncRNA_29640	ptg000036l	5865038	5868333	+	3296	117	0	76	4	335
lncRNA_29641	ptg000036l	5916097	5918429	+	2333	0	0	0	0	0
lncRNA_29642	ptg000036l	5937400	5946609	+	9210	0	0	0	0	0
lncRNA_29643	ptg000036l	5941959	5951100	+	9142	28	3	64	7	179
lncRNA_29644	ptg000036l	5981728	5989114	+	7387	163	0	104	9	336
lncRNA_29645	ptg000036l	6008062	6023939	+	15878	131	1	86	16	281
lncRNA_29646	ptg000036l	6008791	6011623	+	2833	0	0	0	0	0
lncRNA_29647	ptg000036l	6019695	6023939	+	4245	0	0	0	0	0
lncRNA_29648	ptg000036l	5985192	5991563	+	6372	1	0	3	0	47
lncRNA_29649	ptg000036l	6013059	6014660	+	1602	0	0	0	0	0
lncRNA_29650	ptg000036l	6032069	6036350	+	4282	11	0	15	0	57
lncRNA_29651	ptg000036l	6034461	6048601	+	14141	35	2	42	15	81
lncRNA_29652	ptg000036l	6071297	6072813	+	1517	0	0	0	0	0
lncRNA_29653	ptg000036l	6095004	6096596	+	1593	27	0	22	2	98
lncRNA_29654	ptg000036l	6102829	6108614	+	5786	0	0	0	0	0
lncRNA_29655	ptg000036l	6105093	6113891	+	8799	0	0	0	0	0
lncRNA_29656	ptg000036l	6111421	6123320	+	11900	0	0	0	0	0
lncRNA_29657	ptg000036l	6118145	6120597	+	2453	0	0	0	0	0
lncRNA_29658	ptg000036l	6150680	6155951	+	5272	0	0	0	0	0
lncRNA_29659	ptg000036l	6151499	6161891	+	10393	0	0	0	0	0
lncRNA_29660	ptg000036l	6172815	6182465	+	9651	0	0	0	0	0
lncRNA_29661	ptg000036l	6216674	6240985	+	24312	1	0	1	0	13
lncRNA_29662	ptg000036l	6217550	6272327	+	54778	8	0	0	0	0
lncRNA_29663	ptg000036l	6218849	6223477	+	4629	0	0	0	0	0
lncRNA_29664	ptg000036l	6219540	6223477	+	3938	0	0	0	0	0
lncRNA_29665	ptg000036l	6220368	6225498	+	5131	0	0	0	0	0
lncRNA_29666	ptg000036l	6241251	6259088	+	17838	0	0	0	0	0
lncRNA_29667	ptg000036l	6241370	6248536	+	7167	0	0	0	0	0
lncRNA_29668	ptg000036l	6248537	6257614	+	9078	0	0	0	0	0
lncRNA_29669	ptg000036l	6250801	6259088	+	8288	0	0	0	0	0
lncRNA_29670	ptg000036l	6252619	6256948	+	4330	0	0	0	0	0
lncRNA_29671	ptg000036l	6269934	6273520	+	3587	82	2	112	0	198
lncRNA_29672	ptg000036l	6279548	6281442	+	1895	0	0	0	0	0
lncRNA_29673	ptg000036l	6291729	6302186	+	10458	21	0	27	1	88
lncRNA_29674	ptg000036l	6298412	6302186	+	3775	0	0	0	0	0
lncRNA_29675	ptg000036l	88212	93239	+	5028	0	0	6	2	14
lncRNA_29676	ptg000036l	88362	93239	+	4878	0	0	0	0	0
lncRNA_29677	ptg000036l	144355	144969	+	615	0	19	11	194	97
lncRNA_29678	ptg000036l	145865	182805	+	36941	83	54	53	93	56
lncRNA_29679	ptg000036l	529122	530012	+	891	6	0	228	0	0
lncRNA_29680	ptg000036l	906837	926827	+	19991	136	73	319	32	1031
lncRNA_29681	ptg000036l	963728	964024	+	297	15	7	10	22	15
lncRNA_29682	ptg000036l	1013874	1016278	+	2405	208	60	15	57	25
lncRNA_29683	ptg000036l	1349030	1370996	+	21967	872	59	34	42	573
lncRNA_29684	ptg000036l	1549893	1552582	+	2690	115	175	54	138	327
lncRNA_29685	ptg000036l	1661474	1661874	+	401	0	0	48	1	1
lncRNA_29686	ptg000036l	1661971	1663494	+	1524	1	17	52	26	101
lncRNA_29687	ptg000036l	1683990	1685327	+	1338	94	2	4	19	0
lncRNA_29688	ptg000036l	1905512	1911055	+	5544	86	48	105	241	515
lncRNA_29689	ptg000036l	2002748	2004471	+	1724	11	0	0	0	262
lncRNA_29690	ptg000036l	2037821	2038492	+	672	147	109	53	4	78
lncRNA_29691	ptg000036l	2179123	2183970	+	4848	0	599	157	32	93
lncRNA_29692	ptg000036l	2184627	2187171	+	2545	8	151	60	8	213
lncRNA_29693	ptg000036l	2525823	2527534	+	1712	218	19	35	60	211
lncRNA_29694	ptg000036l	2567633	2569666	+	2034	167	16	12	0	77
lncRNA_29695	ptg000036l	2572849	2573120	+	272	0	0	0	0	22
lncRNA_29696	ptg000036l	2852795	2854829	+	2035	53	4	50	11	222
lncRNA_29697	ptg000036l	2948763	2949277	+	515	108	0	88	350	23
lncRNA_29698	ptg000036l	3203728	3208750	+	5023	25	29	81	62	137
lncRNA_29699	ptg000036l	3318382	3318629	+	248	6	11	0	0	0
lncRNA_29700	ptg000036l	3578143	3579313	+	1171	0	0	0	0	0
lncRNA_29701	ptg000036l	3706973	3707179	+	207	21	5	2	9	13
lncRNA_29702	ptg000036l	3724222	3724460	+	239	0	15	0	0	7
lncRNA_29703	ptg000036l	3725844	3726471	+	628	0	0	10	30	6
lncRNA_29704	ptg000036l	3729324	3730093	+	770	36	63	54	5	22
lncRNA_29705	ptg000036l	3888104	3889104	+	1001	0	0	0	0	0
lncRNA_29706	ptg000036l	3932147	3940941	+	8795	0	0	0	0	0
lncRNA_29707	ptg000036l	3932147	3940941	+	8795	0	0	0	0	0
lncRNA_29708	ptg000036l	3960533	3963623	+	3091	0	0	0	0	0
lncRNA_29709	ptg000036l	3986860	3991722	+	4863	9	3	96	3	21
lncRNA_29710	ptg000036l	3989344	3990056	+	713	0	0	0	0	0
lncRNA_29711	ptg000036l	4034259	4035351	+	1093	5	0	0	31	13
lncRNA_29712	ptg000036l	4193678	4195021	+	1344	26	0	1	0	1
lncRNA_29713	ptg000036l	4605443	4606717	+	1275	1	33	20	65	12
lncRNA_29714	ptg000036l	4764793	4765654	+	862	99	55	79	94	28
lncRNA_29715	ptg000036l	5125306	5133059	+	7754	86	30	49	5	153
lncRNA_29716	ptg000036l	5138298	5142106	+	3809	2	7	44	38	25
lncRNA_29717	ptg000036l	5193153	5196484	+	3332	66	1	35	9	189
lncRNA_29718	ptg000036l	5259769	5266911	+	7143	18	0	84	9	204
lncRNA_29719	ptg000036l	5282471	5286628	+	4158	0	0	0	0	0
lncRNA_29720	ptg000036l	5287065	5287267	+	203	0	0	0	0	0
lncRNA_29721	ptg000036l	5291535	5294180	+	2646	0	0	0	0	0
lncRNA_29722	ptg000036l	5308616	5309856	+	1241	0	0	0	0	0
lncRNA_29723	ptg000036l	5309978	5314554	+	4577	0	0	0	0	0
lncRNA_29724	ptg000036l	5317665	5334803	+	17139	0	0	0	0	0
lncRNA_29725	ptg000036l	5340905	5344439	+	3535	65	1	55	27	226
lncRNA_29726	ptg000036l	5347063	5348226	+	1164	0	0	0	0	0
lncRNA_29727	ptg000036l	5347063	5349540	+	2478	0	0	0	0	0
lncRNA_29728	ptg000036l	5347172	5349540	+	2369	0	0	0	0	0
lncRNA_29729	ptg000036l	5351584	5373755	+	22172	1	1	2	0	6
lncRNA_29730	ptg000036l	5367614	5373755	+	6142	0	0	0	0	0
lncRNA_29731	ptg000036l	5390165	5396411	+	6247	0	0	0	0	0
lncRNA_29732	ptg000036l	5397865	5399328	+	1464	0	0	0	0	0
lncRNA_29733	ptg000036l	5417374	5420531	+	3158	1	0	0	0	0
lncRNA_29734	ptg000036l	5441687	5453267	+	11581	29	0	10	0	69
lncRNA_29735	ptg000036l	5442038	5450598	+	8561	0	0	0	0	0
lncRNA_29736	ptg000036l	5455264	5469804	+	14541	0	0	0	0	1
lncRNA_29737	ptg000036l	5457323	5472829	+	15507	0	0	0	0	0
lncRNA_29738	ptg000036l	5469805	5472829	+	3025	0	0	0	0	0
lncRNA_29739	ptg000036l	5480881	5495077	+	14197	0	0	0	0	0
lncRNA_29740	ptg000036l	5482177	5492425	+	10249	0	0	0	0	0
lncRNA_29741	ptg000036l	5488894	5492425	+	3532	0	0	0	0	0
lncRNA_29742	ptg000036l	5524021	5536542	+	12522	0	0	0	0	0
lncRNA_29743	ptg000036l	5524666	5532810	+	8145	0	0	0	0	0
lncRNA_29744	ptg000036l	5538069	5541813	+	3745	0	0	0	0	0
lncRNA_29745	ptg000036l	5554088	5558575	+	4488	0	0	0	0	0
lncRNA_29746	ptg000036l	5567302	5582511	+	15210	0	0	0	0	0
lncRNA_29747	ptg000036l	5575415	5582511	+	7097	0	0	0	0	0
lncRNA_29748	ptg000036l	5576902	5580981	+	4080	0	0	0	0	0
lncRNA_29749	ptg000036l	5595416	5597796	+	2381	0	0	0	0	0
lncRNA_29750	ptg000036l	5610215	5610581	+	367	0	0	0	0	0
lncRNA_29751	ptg000036l	5662956	5671884	+	8929	0	0	0	0	0
lncRNA_29752	ptg000036l	5666994	5671884	+	4891	0	0	0	0	0
lncRNA_29753	ptg000036l	5749649	5755034	+	5386	0	0	0	0	3
lncRNA_29754	ptg000036l	5749774	5755034	+	5261	0	0	0	0	0
lncRNA_29755	ptg000036l	5757645	5770817	+	13173	135	23	341	37	965
lncRNA_29756	ptg000036l	5761939	5769280	+	7342	0	0	0	0	0
lncRNA_29757	ptg000036l	5765362	5768238	+	2877	0	0	0	0	0
lncRNA_29758	ptg000036l	5772199	5779806	+	7608	78	2	106	2	341
lncRNA_29759	ptg000036l	5775037	5779806	+	4770	0	0	0	0	0
lncRNA_29760	ptg000036l	5793817	5803464	+	9648	0	0	0	0	0
lncRNA_29761	ptg000036l	5846986	5853001	+	6016	5	0	22	2	57
lncRNA_29762	ptg000036l	5857666	5864295	+	6630	46	2	51	5	197
lncRNA_29763	ptg000036l	5859011	5864295	+	5285	0	0	0	0	0
lncRNA_29764	ptg000036l	5872245	5874753	+	2509	17	0	33	3	46
lncRNA_29765	ptg000036l	5876977	5888133	+	11157	19	0	0	3	42
lncRNA_29766	ptg000036l	5877702	5945111	+	67410	90	0	109	11	371
lncRNA_29767	ptg000036l	5905852	5912058	+	6207	0	0	0	0	0
lncRNA_29768	ptg000036l	5905881	5925762	+	19882	0	0	0	0	0
lncRNA_29769	ptg000036l	5908298	5912058	+	3761	0	0	0	0	0
lncRNA_29770	ptg000036l	5909346	5912058	+	2713	0	0	0	0	0
lncRNA_29771	ptg000036l	5912391	5917611	+	5221	0	0	0	0	0
lncRNA_29772	ptg000036l	5915925	5943483	+	27559	0	0	0	0	0
lncRNA_29773	ptg000036l	6014450	6022902	+	8453	0	0	0	0	0
lncRNA_29774	ptg000036l	6016173	6026853	+	10681	100	6	40	0	153
lncRNA_29775	ptg000036l	6099355	6200748	+	101394	113	0	77	23	467
lncRNA_29776	ptg000036l	6099368	6105058	+	5691	0	0	0	0	0
lncRNA_29777	ptg000036l	6099368	6107266	+	7899	0	0	0	0	0
lncRNA_29778	ptg000036l	6103413	6107266	+	3854	0	0	0	0	0
lncRNA_29779	ptg000036l	6144663	6156645	+	11983	0	0	0	0	0
lncRNA_29780	ptg000036l	6150132	6156645	+	6514	0	0	0	0	0
lncRNA_29781	ptg000036l	6158093	6200748	+	42656	0	0	0	0	0
lncRNA_29782	ptg000036l	6184892	6201334	+	16443	0	0	0	0	0
lncRNA_29783	ptg000036l	6184892	6201334	+	16443	0	0	0	0	0
lncRNA_29784	ptg000036l	6196202	6198423	+	2222	0	0	0	0	0
lncRNA_29785	ptg000036l	6200083	6202657	+	2575	14	0	4	1	54
lncRNA_29786	ptg000036l	6200284	6201334	+	1051	0	0	0	0	0
lncRNA_29787	ptg000036l	5892035	5900647	+	8613	0	0	0	0	0
lncRNA_29788	ptg000036l	5895933	5901853	+	5921	0	0	0	0	0
lncRNA_29789	ptg000036l	5895933	5901853	+	5921	0	0	0	0	0
lncRNA_29790	ptg000036l	5895933	5901853	+	5921	0	0	0	0	0
lncRNA_29791	ptg000036l	5896524	5901853	+	5330	0	0	0	0	0
lncRNA_29792	ptg000036l	5898554	5900647	+	2094	0	0	0	0	0
lncRNA_29793	ptg000036l	5956156	5978872	+	22717	155	10	240	53	1104
lncRNA_29794	ptg000036l	5963307	5966897	+	3591	0	0	0	0	0
lncRNA_29795	ptg000036l	5990531	6000193	+	9663	173	4	304	36	763
lncRNA_29796	ptg000036l	6022118	6023871	+	1754	0	0	0	0	0
lncRNA_29797	ptg000036l	6036508	6046241	+	9734	0	0	0	0	0
lncRNA_29798	ptg000036l	6065142	6085273	+	20132	330	41	532	59	1963
lncRNA_29799	ptg000036l	6078271	6082555	+	4285	0	0	0	0	0
lncRNA_29800	ptg000036l	6080935	6084435	+	3501	0	0	0	0	0
lncRNA_29801	ptg000036l	6088852	6094200	+	5349	181	12	182	48	424
lncRNA_29802	ptg000036l	6106069	6119043	+	12975	0	0	0	0	0
lncRNA_29803	ptg000036l	6132006	6139874	+	7869	0	0	0	0	0
lncRNA_29804	ptg000036l	6135355	6143755	+	8401	0	0	0	0	0
lncRNA_29805	ptg000036l	6241370	6248439	+	7070	0	0	0	0	0
lncRNA_29806	ptg000036l	6250713	6271760	+	21048	0	0	0	0	0
lncRNA_29807	ptg000036l	6260257	6267790	+	7534	0	0	0	0	0
lncRNA_29808	ptg000036l	6260257	6267790	+	7534	0	0	0	0	0
lncRNA_29809	ptg000036l	6278676	6283673	+	4998	91	7	143	22	553
lncRNA_29810	ptg000036l	6288176	6297009	+	8834	178	7	100	30	478
lncRNA_29811	ptg000036l	6297803	6300855	+	3053	0	0	0	0	0
lncRNA_29812	ptg000036l	82757	83104	+	348	26	0	32	4	14
lncRNA_29813	ptg000036l	107867	109199	+	1333	41	1611	47	167	70
lncRNA_29814	ptg000036l	194666	194942	+	277	11	0	3	0	7
lncRNA_29815	ptg000036l	201486	201779	+	294	5	9	5	28	8
lncRNA_29816	ptg000036l	202478	202726	+	249	0	5	0	0	17
lncRNA_29817	ptg000036l	212751	213012	+	262	23	1	5	8	35
lncRNA_29818	ptg000036l	256217	256501	+	285	20	8	10	97	33
lncRNA_29819	ptg000036l	312851	313619	+	769	1	0	4	4	45
lncRNA_29820	ptg000036l	315690	317159	+	1470	31	12	63	0	134
lncRNA_29821	ptg000036l	320437	320693	+	257	0	17	11	2	8
lncRNA_29822	ptg000036l	322042	323128	+	1087	73	0	81	0	251
lncRNA_29823	ptg000036l	352276	352557	+	282	0	12	1	0	24
lncRNA_29824	ptg000036l	367965	368228	+	264	0	0	22	1	4
lncRNA_29825	ptg000036l	528328	528631	+	304	0	0	0	0	19
lncRNA_29826	ptg000036l	534932	535146	+	215	3	0	2	0	25
lncRNA_29827	ptg000036l	588707	589073	+	367	0	0	19	0	0
lncRNA_29828	ptg000036l	621293	621974	+	682	39	0	24	0	278
lncRNA_29829	ptg000036l	684138	684576	+	439	8	1	0	42	0
lncRNA_29830	ptg000036l	704759	704978	+	220	0	3	0	2	0
lncRNA_29831	ptg000036l	707845	708096	+	252	0	0	0	0	16
lncRNA_29832	ptg000036l	732938	733832	+	895	7	0	37	1	115
lncRNA_29833	ptg000036l	759397	759826	+	430	0	0	26	0	21
lncRNA_29834	ptg000036l	764930	765753	+	824	13	0	37	1	87
lncRNA_29835	ptg000036l	781191	781454	+	264	89	3	0	24	0
lncRNA_29836	ptg000036l	796254	797231	+	978	0	0	145	3	123
lncRNA_29837	ptg000036l	846529	847334	+	806	20	0	28	2	129
lncRNA_29838	ptg000036l	850025	850244	+	220	0	11	13	0	5
lncRNA_29839	ptg000036l	856725	857060	+	336	0	0	0	0	24
lncRNA_29840	ptg000036l	885403	885986	+	584	0	0	4	0	60
lncRNA_29841	ptg000036l	888326	889203	+	878	16	0	30	11	252
lncRNA_29842	ptg000036l	897040	898099	+	1060	36	0	85	18	490
lncRNA_29843	ptg000036l	909529	910657	+	1129	0	0	0	0	0
lncRNA_29844	ptg000036l	925105	925617	+	513	0	0	0	0	0
lncRNA_29845	ptg000036l	931503	931735	+	233	0	0	0	0	20
lncRNA_29846	ptg000036l	961677	963324	+	1648	0	18	7	4	146
lncRNA_29847	ptg000036l	998798	999068	+	271	2	0	6	0	38
lncRNA_29848	ptg000036l	1000417	1000856	+	440	52	0	7	4	44
lncRNA_29849	ptg000036l	1011376	1011812	+	437	17	0	14	6	62
lncRNA_29850	ptg000036l	1032562	1032839	+	278	14	0	24	0	0
lncRNA_29851	ptg000036l	1050848	1051167	+	320	3	2	2	0	30
lncRNA_29852	ptg000036l	1149562	1150529	+	968	68	44	50	85	0
lncRNA_29853	ptg000036l	1151228	1151673	+	446	0	23	0	0	0
lncRNA_29854	ptg000036l	1163619	1163866	+	248	0	0	0	0	28
lncRNA_29855	ptg000036l	1173703	1174134	+	432	0	0	0	0	56
lncRNA_29856	ptg000036l	1186370	1186669	+	300	0	0	0	0	23
lncRNA_29857	ptg000036l	1192710	1193129	+	420	0	0	0	0	42
lncRNA_29858	ptg000036l	1236664	1237273	+	610	0	0	0	0	61
lncRNA_29859	ptg000036l	1239497	1239987	+	491	5	2	0	5	58
lncRNA_29860	ptg000036l	1242423	1242999	+	577	9	21	1	2	35
lncRNA_29861	ptg000036l	1245679	1245918	+	240	0	0	27	17	2
lncRNA_29862	ptg000036l	1246383	1246638	+	256	6	0	2	13	0
lncRNA_29863	ptg000036l	1252707	1252993	+	287	0	0	8	11	116
