# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-Apul-lncRNA-pipeline/Apul-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam
lncRNA_14086	ptg000015l	8352784	8353427	+	644	7	4.12	4.44	2.50	92.70
lncRNA_14087	ptg000015l	8355015	8355586	+	572	24	0	0	3.29	105.45
lncRNA_14088	ptg000015l	8363860	8364285	+	426	12	0	12	4	44
lncRNA_14089	ptg000015l	8374910	8375183	+	274	34	0	0	2	124
lncRNA_14090	ptg000015l	8389855	8391087	+	1233	100	2	90	14	278
lncRNA_14091	ptg000015l	8426456	8426730	+	275	0	20	0	0	0
lncRNA_14092	ptg000015l	8428763	8429071	+	309	24	0	0	0	0
lncRNA_14093	ptg000015l	8432116	8432884	+	769	27.99	29.22	68.30	18.11	47.77
lncRNA_14094	ptg000015l	8435285	8435510	+	226	20	0	0	0	0
lncRNA_14095	ptg000015l	8457400	8458580	+	1181	38.55	24.00	102.60	101.76	158.52
lncRNA_14096	ptg000015l	8469634	8470273	+	640	36.80	8.50	299.73	60.30	746.79
lncRNA_14097	ptg000015l	8527066	8527725	+	660	28	2	4	0	126
lncRNA_14098	ptg000015l	8528930	8529406	+	477	21	0.10	0	0	43
lncRNA_14099	ptg000015l	8566177	8566471	+	295	0	0	0	0	18
lncRNA_14100	ptg000015l	8586797	8587422	+	626	1	12.00	51.70	28	29.50
lncRNA_14101	ptg000015l	8589202	8590206	+	1005	62	2	38	19	482
lncRNA_14102	ptg000015l	8590870	8591101	+	232	20.50	0.20	14.62	10.61	20.20
lncRNA_14103	ptg000015l	8592693	8593058	+	366	8.56	0.80	37.16	1	73.38
lncRNA_14104	ptg000015l	8629681	8629903	+	223	22	0	0	0	0
lncRNA_14105	ptg000015l	8654859	8655142	+	284	1.50	2.83	16	0.25	2
lncRNA_14106	ptg000015l	8685244	8685713	+	470	6.67	0	9.37	3	46.83
lncRNA_14107	ptg000015l	8695455	8695987	+	533	10.50	0	5	0	60
lncRNA_14108	ptg000015l	8716729	8718182	+	1454	26	4.50	11.50	10	172.33
lncRNA_14109	ptg000015l	8724635	8724843	+	209	0	10	1	95.67	3
lncRNA_14110	ptg000015l	8735612	8735979	+	368	2.50	0	1	0	31.83
lncRNA_14111	ptg000015l	8753256	8753984	+	729	17	17	20.58	10	150.33
lncRNA_14112	ptg000015l	8806611	8806951	+	341	18.18	8.50	23.55	26.73	74.95
lncRNA_14113	ptg000015l	8833354	8834283	+	930	34	0	2	24	328
lncRNA_14114	ptg000015l	8835550	8836953	+	1404	16	0	17	0	111
lncRNA_14115	ptg000015l	8905548	8905806	+	259	0	5	0	0	18
lncRNA_14116	ptg000015l	8919257	8919777	+	521	18	11	0	1	49
lncRNA_14117	ptg000015l	8924536	8924782	+	247	0	16	0	0	0
lncRNA_14118	ptg000015l	8955773	8957267	+	1495	183.50	60.50	0	124.50	204.50
lncRNA_14119	ptg000015l	8975541	8975966	+	426	1.17	0	1.36	5.20	45.67
lncRNA_14120	ptg000015l	9040043	9040270	+	228	26	0	0	68	4
lncRNA_14121	ptg000015l	9045043	9045290	+	248	0	0	14	0	2
lncRNA_14122	ptg000015l	9051635	9052224	+	590	4	4	17	0	58
lncRNA_14123	ptg000015l	9104525	9105036	+	512	1	29	2	0	67.50
lncRNA_14124	ptg000015l	9117717	9120147	+	2431	46.68	2.69	3.26	89.33	336.34
lncRNA_14125	ptg000015l	9163376	9164240	+	865	2	11	52.17	23.83	344.11
lncRNA_14126	ptg000015l	9165177	9165378	+	202	219.50	38	7	7	0
lncRNA_14127	ptg000015l	9190021	9190336	+	316	1	0	19	6	7
lncRNA_14128	ptg000015l	9222198	9223007	+	810	96	0	13	4	260
lncRNA_14129	ptg000015l	9294345	9295113	+	769	59	7	37	38	173
lncRNA_14130	ptg000015l	9323492	9323826	+	335	79	0	20	18	133
lncRNA_14131	ptg000015l	9326441	9326774	+	334	0	1	36	10	25
lncRNA_14132	ptg000015l	9350887	9351155	+	269	6	26	2	0	3
lncRNA_14133	ptg000015l	9351601	9351809	+	209	0	26	6	2	16
lncRNA_14134	ptg000015l	9355725	9355974	+	250	0	0	13.33	1.80	17.73
lncRNA_14135	ptg000015l	9376205	9376989	+	785	12	0	16	0	78.50
lncRNA_14136	ptg000015l	9380229	9381017	+	789	85.50	1	24.50	32	289.50
lncRNA_14137	ptg000015l	9382744	9382957	+	214	1	0	18	0	2
lncRNA_14138	ptg000015l	9384435	9385598	+	1164	0	0	2	0	127
lncRNA_14139	ptg000015l	9394686	9396602	+	1917	117	4	135	29	479
lncRNA_14140	ptg000015l	9440358	9440878	+	521	48	0	25.80	3	74
lncRNA_14141	ptg000015l	9441806	9442159	+	354	5.30	1.99	3.68	53.83	2.40
lncRNA_14142	ptg000015l	9476753	9477065	+	313	2	0	9	6	35
lncRNA_14143	ptg000015l	9491684	9493645	+	1962	203	5	205	53	726.50
lncRNA_14144	ptg000015l	9498365	9499463	+	1099	33	4	50	1	124
lncRNA_14145	ptg000015l	9500604	9501583	+	980	15	8	39	19	176.50
lncRNA_14146	ptg000015l	9513675	9514332	+	658	36	0	26	10	111
lncRNA_14147	ptg000015l	9550270	9552323	+	2054	71.88	8.19	122.10	55.93	416.73
lncRNA_14148	ptg000015l	9578506	9578941	+	436	23.17	0	21.57	38.17	87.25
lncRNA_14149	ptg000015l	9583751	9584608	+	858	12	0	25	0	97
lncRNA_14150	ptg000015l	9585947	9586463	+	517	51	0	30	6	39
lncRNA_14151	ptg000015l	9603810	9604160	+	351	42	0	15	0	170
lncRNA_14152	ptg000015l	9643909	9644188	+	280	21	1.25	31.23	20.83	36.75
lncRNA_14153	ptg000015l	9669090	9669347	+	258	4.02	3.66	0.11	22.54	0.87
lncRNA_14154	ptg000015l	9671573	9673172	+	1600	64.00	36.80	56.60	26.78	158.85
lncRNA_14155	ptg000015l	9690847	9691476	+	630	12	2	14	6	54
lncRNA_14156	ptg000015l	9725584	9726598	+	1015	21	6	24	2	128
lncRNA_14157	ptg000015l	9734454	9735975	+	1522	26.67	5.17	24.33	10.83	110.08
lncRNA_14158	ptg000015l	9738601	9738958	+	358	32.28	25.74	31.00	4.99	2.69
lncRNA_14159	ptg000015l	9756905	9757708	+	804	50	0	44.82	8.65	114.68
lncRNA_14160	ptg000015l	9761667	9762256	+	590	20	0	11	21.50	113.17
lncRNA_14161	ptg000015l	9774578	9775476	+	899	93.70	2.50	65.33	30.17	372.47
lncRNA_14162	ptg000015l	9798968	9799381	+	414	21	7	54	16.50	209.33
lncRNA_14163	ptg000015l	9804497	9804706	+	210	64	1	0	0	0
lncRNA_14164	ptg000015l	9816115	9816331	+	217	0	5	12.33	2.67	3
lncRNA_14165	ptg000015l	9838639	9838873	+	235	15.99	7.90	4.25	13.24	35.01
lncRNA_14166	ptg000015l	9889728	9890301	+	574	0	0	10	0	68
lncRNA_14167	ptg000015l	9907318	9907955	+	638	73.85	23.85	0	5.05	0.55
lncRNA_14168	ptg000015l	9917298	9917571	+	274	0	0	22	0	33
lncRNA_14169	ptg000015l	9935987	9936203	+	217	0	0	26	0	23
lncRNA_14170	ptg000015l	9943026	9943293	+	268	0	0	16.50	4	4
lncRNA_14171	ptg000015l	10014905	10015145	+	241	0	0	17	0	0
lncRNA_14172	ptg000015l	10020380	10020796	+	417	50	0	26	2	63
lncRNA_14173	ptg000015l	10058140	10060115	+	1976	60	2	18	0	131.50
lncRNA_14174	ptg000015l	10060478	10060800	+	323	0	0	0	0	34
lncRNA_14175	ptg000015l	10063227	10064085	+	859	20	0	26	10	72
lncRNA_14176	ptg000015l	10069873	10070140	+	268	0	0	6	0	24
lncRNA_14177	ptg000015l	10077053	10078213	+	1161	6.24	49.47	79.83	21.58	30.47
lncRNA_14178	ptg000015l	10080952	10081501	+	550	7.76	0.60	3.14	73.53	2.76
lncRNA_14179	ptg000015l	10093022	10093968	+	947	0	0	12	0	141
lncRNA_14180	ptg000015l	10102595	10104476	+	1882	123	12	183	37	566
lncRNA_14181	ptg000015l	10106465	10107238	+	774	13	2	31	12	56
lncRNA_14182	ptg000015l	10111701	10112635	+	935	28	0	30	6	158
lncRNA_14183	ptg000015l	10113900	10115351	+	1452	0	0	9	0	98
lncRNA_14184	ptg000015l	10152426	10153119	+	694	0	0	36	0	94
lncRNA_14185	ptg000015l	10182699	10183418	+	720	10	0	15	3	51
lncRNA_14186	ptg000015l	10190543	10191364	+	822	51	0	42	16	152
lncRNA_14187	ptg000015l	10198057	10198408	+	352	5.37	2.52	33.10	21.07	2.10
lncRNA_14188	ptg000015l	10215066	10215675	+	610	28	0	38	8	117
lncRNA_14189	ptg000015l	10217125	10217833	+	709	12	0	16	0	60
lncRNA_14190	ptg000015l	10222290	10222859	+	570	35	0	46	0	35
lncRNA_14191	ptg000015l	10224634	10225539	+	906	48	2	75	17	268
lncRNA_14192	ptg000015l	10232368	10233098	+	731	19	30.80	68.50	43.70	18.75
lncRNA_14193	ptg000015l	10236461	10236663	+	203	0	0	14	0	10
lncRNA_14194	ptg000015l	10246062	10246323	+	262	0	0	0	0	20
lncRNA_14195	ptg000015l	10254469	10254752	+	284	63.60	59.58	24.00	30.00	109.78
lncRNA_14196	ptg000015l	10275951	10276556	+	606	14	0	22	0	152.33
lncRNA_14197	ptg000015l	10277866	10278575	+	710	22	19	151	0.14	278
lncRNA_14198	ptg000015l	10304803	10305377	+	575	10	0	37	0	104
lncRNA_14199	ptg000015l	10308136	10309335	+	1200	6	2	72	16	384
lncRNA_14200	ptg000015l	10326817	10327318	+	502	2	0	34	0	22
lncRNA_14201	ptg000015l	10347384	10348162	+	779	6	6	76	9	102
lncRNA_14202	ptg000015l	10360615	10360819	+	205	0	0	24	0	46
lncRNA_14203	ptg000015l	10364732	10365219	+	488	36.50	12	52	0	138
lncRNA_14204	ptg000015l	10376244	10377136	+	893	0	1	36.50	0	182.50
lncRNA_14205	ptg000015l	10386552	10388150	+	1599	43	0	79	6	210
lncRNA_14206	ptg000015l	10404120	10404542	+	423	0.29	2.00	0.33	1.05	40.80
lncRNA_14207	ptg000015l	10405669	10406285	+	617	0	0	14	0	160
lncRNA_14208	ptg000015l	10406967	10407815	+	849	0	0	31	2	109
lncRNA_14209	ptg000015l	10416476	10417399	+	924	94.26	194.80	0.75	40.80	161.09
lncRNA_14210	ptg000015l	10425421	10426329	+	909	0	2	81	6	90
lncRNA_14211	ptg000015l	10440442	10440715	+	274	26.24	0.33	8.84	5.22	37.64
lncRNA_14212	ptg000015l	10448160	10448631	+	472	0	0	1	0	47
lncRNA_14213	ptg000015l	10460977	10462319	+	1343	0.20	0	2	0.10	100.50
lncRNA_14214	ptg000015l	10464225	10465059	+	835	100.50	7.50	100.50	10	631.95
lncRNA_14215	ptg000015l	10467266	10468045	+	780	167.33	8	179.83	7	550.12
lncRNA_14216	ptg000015l	10475659	10476146	+	488	0	0	10	0	39
lncRNA_14217	ptg000015l	10484302	10485028	+	727	0	0	8	2	62
lncRNA_14218	ptg000015l	10518083	10518295	+	213	1	0	0	0	22
lncRNA_14219	ptg000015l	10526838	10527134	+	297	0	0	24	0	28
lncRNA_14220	ptg000015l	10527674	10529060	+	1387	2	0	33	0	138
lncRNA_14221	ptg000015l	10529490	10529872	+	383	0	0	10	0	30
lncRNA_14222	ptg000015l	10546675	10547667	+	993	0.67	0	62	3	259
lncRNA_14223	ptg000015l	10554772	10555887	+	1116	4	0	55	9	411
lncRNA_14224	ptg000015l	10564569	10565176	+	608	15.55	16.87	35.03	51.89	11.28
lncRNA_14225	ptg000015l	10565804	10566506	+	703	0	0	20	8	266.14
lncRNA_14226	ptg000015l	10568004	10568363	+	360	0	0	0.50	0	26.50
lncRNA_14227	ptg000015l	10572965	10573232	+	268	0	0	2	0	27
lncRNA_14228	ptg000015l	10573502	10574662	+	1161	0	0	36	0	171.64
lncRNA_14229	ptg000015l	10575507	10576383	+	877	0	2	21	0	169
lncRNA_14230	ptg000015l	10580701	10581861	+	1161	0	0	18	6	161
lncRNA_14231	ptg000015l	10583241	10583768	+	528	0.51	0	9	6	39
lncRNA_14232	ptg000015l	10588673	10589346	+	674	1	0	42	0	257
lncRNA_14233	ptg000015l	10608462	10608781	+	320	34.50	18	3	0	0
lncRNA_14234	ptg000015l	10619681	10621395	+	1715	0	2	109.50	6	376
lncRNA_14235	ptg000015l	10630390	10631358	+	969	12.67	16.10	45.90	1.60	239.20
lncRNA_14236	ptg000015l	10665679	10666869	+	1191	2	0	101	0	250
lncRNA_14237	ptg000015l	10688022	10688518	+	497	0.25	2.50	18.67	0	72
lncRNA_14238	ptg000015l	10710372	10710964	+	593	0	0	0	0	60
lncRNA_14239	ptg000015l	10714582	10715045	+	464	2	0	15	0	54
lncRNA_14240	ptg000015l	10725158	10726109	+	952	0	0	18	2	134
lncRNA_14241	ptg000015l	10745218	10745567	+	350	2	0	72	0	24
lncRNA_14242	ptg000015l	10747845	10749496	+	1652	2	0	113	20	272
lncRNA_14243	ptg000015l	10782555	10783988	+	1434	1.67	1	34	270	107.50
lncRNA_14244	ptg000015l	10786947	10787701	+	755	9.21	20.66	38.20	29.97	15.50
lncRNA_14245	ptg000015l	10793141	10794313	+	1173	0	1	41.50	0	101.50
lncRNA_14246	ptg000015l	10809979	10811646	+	1668	3	0	164	2	645
lncRNA_14247	ptg000015l	10812054	10812329	+	276	0	0	0	0	24
lncRNA_14248	ptg000015l	10815094	10817266	+	2173	4	0.10	192	0	874.50
lncRNA_14249	ptg000015l	10823606	10824392	+	787	0	0	11	0	94
lncRNA_14250	ptg000015l	10825509	10825932	+	424	4	0.20	3	0	104
lncRNA_14251	ptg000015l	10830381	10831558	+	1178	6	0	105	5	214
lncRNA_14252	ptg000015l	10833110	10835553	+	2444	38.54	8.53	190.17	115.34	146.95
lncRNA_14253	ptg000015l	10837028	10837410	+	383	2.80	2.33	26.05	7.91	39.65
lncRNA_14254	ptg000015l	10839045	10839375	+	331	0	0	27	0	40
lncRNA_14255	ptg000015l	10856249	10856479	+	231	0	62	0	0	2
lncRNA_14256	ptg000015l	10857022	10857835	+	814	2	0.50	46	2	185
lncRNA_14257	ptg000015l	10869649	10870272	+	624	8	0	67	0	188
lncRNA_14258	ptg000015l	10870485	10872851	+	2367	29	0	44	2	390
lncRNA_14259	ptg000015l	10875130	10875985	+	856	0	0	10.00	0	87
lncRNA_14260	ptg000015l	10941770	10942010	+	241	30.17	0	0	0	0
lncRNA_14261	ptg000015l	10951084	10951355	+	272	42.46	0.87	7.53	1.70	5.40
lncRNA_14262	ptg000015l	10952042	10952409	+	368	0	0	9	0	45
lncRNA_14263	ptg000015l	10954056	10959673	+	5618	427.28	193.87	229.55	164.41	372.36
lncRNA_14264	ptg000015l	10960202	10960803	+	602	2	0	108	0	423
lncRNA_14265	ptg000015l	10972277	10972531	+	255	0	0	12	0	22
lncRNA_14266	ptg000015l	10981897	10982721	+	825	0	2	42	0	260
lncRNA_14267	ptg000015l	10990840	10992258	+	1419	9	0	65	0	164
lncRNA_14268	ptg000015l	11016802	11017188	+	387	0	0	20	0	39
lncRNA_14269	ptg000015l	11020266	11021264	+	999	13	0	23	0	179.78
lncRNA_14270	ptg000015l	11029815	11030285	+	471	24	4	47	0	125
lncRNA_14271	ptg000015l	11060998	11061726	+	729	8.60	9.32	6.70	16.48	65.55
lncRNA_14272	ptg000015l	11077130	11077449	+	320	2	0	6	0	36
lncRNA_14273	ptg000015l	11092580	11093784	+	1205	86	3.50	117	0	248.50
lncRNA_14274	ptg000015l	11097409	11098274	+	866	5.50	0	48	0	110
lncRNA_14275	ptg000015l	11105868	11106176	+	309	9	0	18	0	1
lncRNA_14276	ptg000015l	11114315	11114803	+	489	0	0	39.33	0	7
lncRNA_14277	ptg000015l	11165632	11166328	+	697	59.05	0.75	12.83	10.67	124.53
lncRNA_14278	ptg000015l	11180534	11180774	+	241	0	0	13.50	0	0
lncRNA_14279	ptg000015l	11184653	11185125	+	473	7	0	3.10	8	33
lncRNA_14280	ptg000015l	11207014	11207223	+	210	0	0	19	0	0
lncRNA_14281	ptg000015l	11226362	11226693	+	332	1	0	0	0	10.50
lncRNA_14282	ptg000015l	11281809	11282014	+	206	19	0	0	0.20	0.50
lncRNA_14283	ptg000015l	11290019	11291089	+	1071	78	0	4	0	0
lncRNA_14284	ptg000015l	11292757	11293053	+	297	7.78	138.43	60.05	1.70	2.10
lncRNA_14285	ptg000015l	11293611	11294105	+	495	0	1.33	36.00	0	67.83
lncRNA_14286	ptg000015l	11337395	11338933	+	1539	19.50	3.17	47.67	0	235.79
lncRNA_14287	ptg000015l	11340593	11341001	+	409	10	0	0	0	48
lncRNA_14288	ptg000015l	11389754	11390394	+	641	15.67	0.70	13.49	0.10	48.78
lncRNA_14289	ptg000015l	11468654	11469452	+	799	4.10	8.20	5	0	61.35
lncRNA_14290	ptg000015l	11487245	11487460	+	216	0	0	13	0	1
lncRNA_14291	ptg000015l	11505687	11506292	+	606	8.50	1.86	51.59	2.87	210.90
lncRNA_14292	ptg000015l	11507964	11508587	+	624	1.25	0	36	2	14
lncRNA_14293	ptg000015l	11510650	11511012	+	363	0	0	23	0	68.50
lncRNA_14294	ptg000015l	11512888	11513188	+	301	0	1	1	22.75	31.25
lncRNA_14295	ptg000015l	11526546	11526947	+	402	9	6	7	27	2
lncRNA_14296	ptg000015l	11540124	11540523	+	400	31	28	33	24	30
lncRNA_14297	ptg000015l	11545102	11546085	+	984	69.47	42.03	37.04	45.48	80.63
lncRNA_14298	ptg000015l	11555924	11556308	+	385	51	0	13	0	0
lncRNA_14299	ptg000015l	11565224	11565788	+	565	61	4	136	6	450
lncRNA_14300	ptg000015l	11576383	11577138	+	756	40.33	0	26	14	166
lncRNA_14301	ptg000015l	11591611	11591912	+	302	30.53	4	1.75	0	46.28
lncRNA_14302	ptg000015l	11604058	11604337	+	280	1.92	21.75	17.67	79.23	10.50
lncRNA_14303	ptg000015l	11607745	11608001	+	257	0	0	16	1	51
lncRNA_14304	ptg000015l	11616309	11616715	+	407	5.50	0	33	0	147.83
lncRNA_14305	ptg000015l	11618959	11620116	+	1158	39.20	0.50	18.61	0.50	176.73
lncRNA_14306	ptg000015l	11634210	11635038	+	829	21.91	0.67	19.85	0	60.24
lncRNA_14307	ptg000015l	11638046	11638567	+	522	11.46	0.33	9.52	0	37.37
lncRNA_14308	ptg000015l	11639493	11639934	+	442	11.43	0.33	8.17	0	29.35
lncRNA_14309	ptg000015l	11642656	11643946	+	1291	89.94	12.74	51.79	38.82	36.46
lncRNA_14310	ptg000015l	11693875	11695025	+	1151	12.50	14.44	129.17	23.17	303.64
lncRNA_14311	ptg000015l	11695567	11695824	+	258	0	0	0	0	20
lncRNA_14312	ptg000015l	11839404	11839620	+	217	21	0	4	5	6
lncRNA_14313	ptg000015l	11839846	11840104	+	259	24	0	2	0	4
lncRNA_14314	ptg000015l	11844747	11845202	+	456	46.50	2	12	0	0
lncRNA_14315	ptg000015l	11917053	11917277	+	225	0	0	11.23	0	15.57
lncRNA_14316	ptg000015l	11928531	11928806	+	276	0	0	26.53	0	36.32
lncRNA_14317	ptg000015l	13176585	13176800	+	216	7.07	0	2.85	0	15.90
lncRNA_14318	ptg000015l	13276505	13276801	+	297	9.65	1	18.00	0	30.67
lncRNA_14319	ptg000015l	13505868	13506140	+	273	0	0	8.53	0	21.44
lncRNA_14320	ptg000015l	13722343	13722877	+	535	43.22	22.48	32.54	25.94	16.86
lncRNA_14321	ptg000015l	14501274	14501751	+	478	0	4.60	3.73	8.40	34.85
lncRNA_14322	ptg000015l	14816000	14816250	+	251	9.35	1	17.85	1	18.95
lncRNA_14323	ptg000016l	41632	46684	+	5053	90.13	4	57.83	2	103.08
lncRNA_14324	ptg000016l	265934	283617	+	17684	250.66	4.93	172.09	17.04	264.44
lncRNA_14325	ptg000016l	273547	279215	+	5669	50.96	1.69	44.92	2.50	62.91
lncRNA_14326	ptg000016l	280670	282166	+	1497	20.51	0	28.28	0.44	25.21
lncRNA_14327	ptg000016l	487892	489494	+	1603	25.53	0.81	24.19	358.83	51.42
lncRNA_14328	ptg000016l	600227	602028	+	1802	14.27	0.28	13.60	185.20	48.04
lncRNA_14329	ptg000016l	724575	725724	+	1150	60.45	124.93	21.34	93.09	0.20
lncRNA_14330	ptg000016l	1027021	1028815	+	1795	68.35	11.27	77.04	31.05	329.16
lncRNA_14331	ptg000016l	1450783	1452179	+	1397	219.50	0.50	85	13	15.08
lncRNA_14332	ptg000016l	1451621	1452179	+	559	91.50	0	51.50	0	14.75
lncRNA_14333	ptg000016l	1603208	1608014	+	4807	74.50	9	105	29.67	149
lncRNA_14334	ptg000016l	1706133	1708280	+	2148	29.70	6	69.05	27.50	76.34
lncRNA_14335	ptg000016l	1706883	1708280	+	1398	29.70	3	68.05	16.50	72.34
lncRNA_14336	ptg000016l	1719183	1719678	+	496	0	6	0.22	2.86	174.32
lncRNA_14337	ptg000016l	1822667	1824099	+	1433	166.60	74	163.41	95	283.10
lncRNA_14338	ptg000016l	2009641	2014405	+	4765	428	281	400.17	451.67	341
lncRNA_14339	ptg000016l	2205505	2206936	+	1432	0.50	0.50	8	0	43.33
lncRNA_14340	ptg000016l	2274951	2278318	+	3368	161	62	108	228	73
lncRNA_14341	ptg000016l	2741121	2768436	+	27316	281.49	338.04	333.90	365.21	338.89
lncRNA_14342	ptg000016l	2767674	2768436	+	763	28	12	40	52.50	20
lncRNA_14343	ptg000016l	2833669	2839204	+	5536	309.58	278.87	246.90	296.42	222.97
lncRNA_14344	ptg000016l	2833669	2839204	+	5536	309.58	278.87	246.90	296.42	222.97
lncRNA_14345	ptg000016l	2855452	2857646	+	2195	3	0	8.50	1	661.42
lncRNA_14346	ptg000016l	2855452	2857646	+	2195	3	0	8.50	1	661.42
lncRNA_14347	ptg000016l	3153670	3154964	+	1295	1	0	38	7	53
lncRNA_14348	ptg000016l	3171185	3174593	+	3409	263.08	3.00	7.50	3	340.58
lncRNA_14349	ptg000016l	3189887	3194369	+	4483	0	0	90	113	0
lncRNA_14350	ptg000016l	3302179	3304385	+	2207	466.57	0.25	33.15	184.61	181.03
lncRNA_14351	ptg000016l	3344064	3381165	+	37102	105.40	0	10.70	0	185.18
lncRNA_14352	ptg000016l	3423692	3424925	+	1234	91.50	72.50	63	23	121
lncRNA_14353	ptg000016l	3425841	3428458	+	2618	64.37	53.83	147.59	133.08	41.29
lncRNA_14354	ptg000016l	3425841	3428458	+	2618	64.37	53.83	147.59	133.08	41.29
lncRNA_14355	ptg000016l	3441315	3444775	+	3461	770	379	425	603	550
lncRNA_14356	ptg000016l	4141594	4145321	+	3728	10.19	3.15	405.66	3.08	9.47
lncRNA_14357	ptg000016l	4281080	4282488	+	1409	55.97	108.25	61.32	93.16	2.45
lncRNA_14358	ptg000016l	4288080	4289364	+	1285	64.05	33.17	46.42	27.58	4.42
lncRNA_14359	ptg000016l	4288118	4289364	+	1247	64.05	33.17	46.42	27.58	4.42
lncRNA_14360	ptg000016l	4399851	4405599	+	5749	610.10	523.20	479.12	647.22	328.88
lncRNA_14361	ptg000016l	4549755	4550055	+	301	2.50	0.60	0.80	25.02	35.75
lncRNA_14362	ptg000016l	4564994	4565426	+	433	2.50	0.60	9.66	30.81	38.24
lncRNA_14363	ptg000016l	4839367	4839960	+	594	9	689.33	1	11.50	622
lncRNA_14364	ptg000016l	4858292	4864301	+	6010	299.75	266.21	302.55	397.23	164.03
lncRNA_14365	ptg000016l	4861917	4864301	+	2385	99.32	112.07	171.73	113.41	60.19
lncRNA_14366	ptg000016l	4994919	4996018	+	1100	42.78	62.40	18.50	149.06	22.99
lncRNA_14367	ptg000016l	5021042	5021414	+	373	20	0	14	0	47
lncRNA_14368	ptg000016l	5143438	5144827	+	1390	74	103	48.20	117.50	71
lncRNA_14369	ptg000016l	5281901	5282286	+	386	1	22	18	3	31
lncRNA_14370	ptg000016l	5292199	5293455	+	1257	54.70	23.56	51.21	4.80	121.71
lncRNA_14371	ptg000016l	5946420	5947861	+	1442	10486	7617	7950	11636	10633
lncRNA_14372	ptg000016l	5629423	5633892	+	4470	58	36.83	41.10	62.33	49.67
lncRNA_14373	ptg000016l	5719973	5721913	+	1941	35.91	1.20	55.06	6.84	159.60
lncRNA_14374	ptg000016l	5792185	5793597	+	1413	0.17	8.25	16.25	29.50	3.75
lncRNA_14375	ptg000016l	6132639	6137987	+	5349	98.40	207.63	55.56	190.42	128.82
lncRNA_14376	ptg000016l	6154845	6166247	+	11403	510.67	538.58	246.18	2201.81	287.30
lncRNA_14377	ptg000016l	6155075	6160842	+	5768	278.49	351.13	150.48	1355.34	176.96
lncRNA_14378	ptg000016l	6155075	6170983	+	15909	706.63	794.91	348.57	3289.93	442.33
lncRNA_14379	ptg000016l	6155099	6166247	+	11149	503.67	538.58	243.18	2201.81	282.30
lncRNA_14380	ptg000016l	6155129	6170983	+	15855	705.63	794.91	348.57	3289.93	442.33
lncRNA_14381	ptg000016l	6155129	6170983	+	15855	705.63	794.91	348.57	3289.93	442.33
lncRNA_14382	ptg000016l	6155168	6166247	+	11080	502.58	538.58	243.18	2201.81	282.30
lncRNA_14383	ptg000016l	6155169	6170475	+	15307	691.11	776.36	330.70	3184.81	433.37
lncRNA_14384	ptg000016l	6159905	6170475	+	10571	591.80	654.94	282.34	2762.86	372.29
lncRNA_14385	ptg000016l	6289154	6289787	+	634	830	736	385	756	775
lncRNA_14386	ptg000016l	6442002	6443533	+	1532	85.39	56.29	51.50	8.57	13.10
lncRNA_14387	ptg000016l	6481009	6482040	+	1032	60	88	86	39	19
lncRNA_14388	ptg000016l	6559248	6561691	+	2444	352	63	59.50	169	433.50
lncRNA_14389	ptg000016l	6769549	6770071	+	523	38	2	23	46.50	1
lncRNA_14390	ptg000016l	6840497	6845140	+	4644	37.52	44.08	23.65	105.44	104.00
