# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "24" "-M" "-O" "--fraction" "-a" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-Apul-lncRNA-pipeline/Apul-lncRNA.gtf" "-o" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/output/01.6-lncRNA-pipeline/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam" "/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-140.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-145.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-150.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-173.sorted.bam	/home/shared/8TB_HDD_02/zbengt/github/deep-dive-expression/M-multi-species/data/01.6-Apul-lncRNA-pipeline/RNA-ACR-178.sorted.bam
lncRNA_13771	ptg000015l	4338108	4339838	+	1731	15.12	2.75	56.90	12.09	158.82
lncRNA_13772	ptg000015l	4353178	4353942	+	765	1	0	7	0	85
lncRNA_13773	ptg000015l	4368817	4369245	+	429	3	0	2	0	28
lncRNA_13774	ptg000015l	4379328	4379937	+	610	0	0	41	6	83
lncRNA_13775	ptg000015l	4385810	4386324	+	515	63.48	81.26	4.87	57.50	87.37
lncRNA_13776	ptg000015l	4388034	4388505	+	472	8	0	45	1	175
lncRNA_13777	ptg000015l	4414000	4414654	+	655	25.25	0	6	0	138.33
lncRNA_13778	ptg000015l	4416062	4416789	+	728	9	2	47	2	84
lncRNA_13779	ptg000015l	4498812	4499957	+	1146	38	8	165	3	241
lncRNA_13780	ptg000015l	4500828	4501315	+	488	0	0	14.67	0	40
lncRNA_13781	ptg000015l	4502524	4503602	+	1079	18	14	125.50	0	116
lncRNA_13782	ptg000015l	4504196	4504769	+	574	5.87	0.33	4	76.50	3.50
lncRNA_13783	ptg000015l	4509169	4509765	+	597	4.70	0	17.89	8.83	55.00
lncRNA_13784	ptg000015l	4515521	4516499	+	979	7.50	6	106	2	70.50
lncRNA_13785	ptg000015l	4517481	4517758	+	278	0	0	0	0	32
lncRNA_13786	ptg000015l	4530284	4530956	+	673	0	0	16	0	57
lncRNA_13787	ptg000015l	4543528	4544661	+	1134	2	0	27.50	20	103
lncRNA_13788	ptg000015l	4544910	4546639	+	1730	0	2	32	10.50	155.17
lncRNA_13789	ptg000015l	4549853	4550371	+	519	0	0	28	0	74
lncRNA_13790	ptg000015l	4566553	4566770	+	218	55.00	48.33	32.50	30.17	71.00
lncRNA_13791	ptg000015l	4577886	4579146	+	1261	4.50	0	39.50	8	179
lncRNA_13792	ptg000015l	4586751	4588997	+	2247	8	0	49	6.50	222
lncRNA_13793	ptg000015l	4605994	4606703	+	710	0	0	54	0	64
lncRNA_13794	ptg000015l	4607897	4611050	+	3154	0	2	153	4	257
lncRNA_13795	ptg000015l	4613093	4615190	+	2098	5.00	8.75	57.50	5	188.50
lncRNA_13796	ptg000015l	4624220	4626073	+	1854	0	0	88	38	169
lncRNA_13797	ptg000015l	4628016	4628227	+	212	0	6	12.33	0	15
lncRNA_13798	ptg000015l	4630070	4630286	+	217	0	0	34.50	0	0
lncRNA_13799	ptg000015l	4638619	4639282	+	664	4	0	41	6	68.00
lncRNA_13800	ptg000015l	4644950	4646676	+	1727	1.50	4	71	7	242
lncRNA_13801	ptg000015l	4648152	4648828	+	677	0	0	4.50	2	81.50
lncRNA_13802	ptg000015l	4650638	4651518	+	881	0	0	19	0	69.75
lncRNA_13803	ptg000015l	4652031	4653299	+	1269	0	0	83.50	0	108.25
lncRNA_13804	ptg000015l	4655571	4656177	+	607	1	0	29.50	4	156
lncRNA_13805	ptg000015l	4662109	4663028	+	920	0	0	6.50	0	77.50
lncRNA_13806	ptg000015l	4664789	4665387	+	599	0	0	54.83	16	86.75
lncRNA_13807	ptg000015l	4667016	4668143	+	1128	0	0	30.08	3	130.75
lncRNA_13808	ptg000015l	4670338	4671545	+	1208	0	0	31.25	0	146.17
lncRNA_13809	ptg000015l	4672453	4673125	+	673	0.33	0.10	11.60	4	51.53
lncRNA_13810	ptg000015l	4692726	4694833	+	2108	0	0	57	9	174
lncRNA_13811	ptg000015l	4704317	4704734	+	418	0	0	0	0	47
lncRNA_13812	ptg000015l	4711056	4711626	+	571	0	0	49	7	77.25
lncRNA_13813	ptg000015l	4729437	4730142	+	706	0	0	22	15	109
lncRNA_13814	ptg000015l	4731075	4731604	+	530	0	0	34	2	60.50
lncRNA_13815	ptg000015l	4734369	4735288	+	920	0	0	18	0	79.50
lncRNA_13816	ptg000015l	4735992	4736694	+	703	0	0	81	0	150
lncRNA_13817	ptg000015l	4738237	4738922	+	686	0	0	24	0	88.50
lncRNA_13818	ptg000015l	4739209	4739553	+	345	0	0	4	0	29.50
lncRNA_13819	ptg000015l	4739826	4740384	+	559	0	0	21	0	49
lncRNA_13820	ptg000015l	4743662	4744192	+	531	0	0	11	4	88
lncRNA_13821	ptg000015l	4744945	4745305	+	361	0	0	12	6	58
lncRNA_13822	ptg000015l	4751675	4752332	+	658	0	0	40	0	2
lncRNA_13823	ptg000015l	4753799	4754408	+	610	0	0	20	0	45
lncRNA_13824	ptg000015l	4813278	4814217	+	940	2	0	30	2	103
lncRNA_13825	ptg000015l	4816915	4817954	+	1040	2.50	0	11.50	0	94
lncRNA_13826	ptg000015l	4819622	4820779	+	1158	0	4	34	6	70.33
lncRNA_13827	ptg000015l	4822903	4823437	+	535	0	0	14	6	70
lncRNA_13828	ptg000015l	4839839	4840205	+	367	4	0	33	0	76.50
lncRNA_13829	ptg000015l	4840916	4841417	+	502	1	0	41	0	40
lncRNA_13830	ptg000015l	4847920	4848508	+	589	20.17	0	20	2	121.50
lncRNA_13831	ptg000015l	4859009	4860025	+	1017	12	0	14	6	106.75
lncRNA_13832	ptg000015l	4879068	4879275	+	208	0	0	12	0	15
lncRNA_13833	ptg000015l	4899034	4899398	+	365	0	0	0	2	48
lncRNA_13834	ptg000015l	4907490	4907711	+	222	0	0	0	0	37
lncRNA_13835	ptg000015l	4910933	4911611	+	679	2.67	20.58	38.17	20.33	29.83
lncRNA_13836	ptg000015l	4916170	4916771	+	602	0	0	67	13	151
lncRNA_13837	ptg000015l	4918821	4919358	+	538	0	0	7	0	46
lncRNA_13838	ptg000015l	4919642	4920766	+	1125	0	1	41	2	127
lncRNA_13839	ptg000015l	4928701	4929046	+	346	7.00	8	29.75	3.60	28.24
lncRNA_13840	ptg000015l	4933984	4934916	+	933	0	4	19	8	136
lncRNA_13841	ptg000015l	4937448	4938489	+	1042	0	0	32.67	5.33	108.33
lncRNA_13842	ptg000015l	4948405	4949004	+	600	0	0	4	0	101.50
lncRNA_13843	ptg000015l	4967788	4968378	+	591	0.50	2	60.50	3	327.50
lncRNA_13844	ptg000015l	4975204	4975756	+	553	8	0	33	2	30
lncRNA_13845	ptg000015l	4976536	4976891	+	356	0	0	12	2.50	24
lncRNA_13846	ptg000015l	4997698	4999159	+	1462	2	0	51	4	268.50
lncRNA_13847	ptg000015l	5025959	5026623	+	665	0	3.50	34.50	0	157
lncRNA_13848	ptg000015l	5066972	5067344	+	373	2	0	3	7	83.50
lncRNA_13849	ptg000015l	5096909	5098346	+	1438	0	43	19.33	3	127.50
lncRNA_13850	ptg000015l	5127265	5128249	+	985	6	0	85.50	0	98
lncRNA_13851	ptg000015l	5135158	5135450	+	293	0	0	5.50	0	19
lncRNA_13852	ptg000015l	5162268	5162527	+	260	0	0	30	14	0
lncRNA_13853	ptg000015l	5170525	5171051	+	527	78.58	93.03	14.26	81.83	141.34
lncRNA_13854	ptg000015l	5176005	5177291	+	1287	0	0	23	0	145.20
lncRNA_13855	ptg000015l	5191022	5191672	+	651	7.58	2	10.50	0	66.87
lncRNA_13856	ptg000015l	5216725	5217459	+	735	0	6	10	14	137
lncRNA_13857	ptg000015l	5219781	5220818	+	1038	0.10	0	41	7	87
lncRNA_13858	ptg000015l	5228943	5229573	+	631	18	2	42	25	92
lncRNA_13859	ptg000015l	5232503	5233622	+	1120	3	0	71	10	107
lncRNA_13860	ptg000015l	5246307	5248515	+	2209	0	2	59.50	26	171.50
lncRNA_13861	ptg000015l	5248901	5250750	+	1850	0	0	23.50	30	148.50
lncRNA_13862	ptg000015l	5252926	5253302	+	377	3.53	3.44	1.70	321.40	0.20
lncRNA_13863	ptg000015l	5256090	5256512	+	423	57	7	0	0	37
lncRNA_13864	ptg000015l	5258673	5258930	+	258	5.20	2.37	0.50	2.67	25.70
lncRNA_13865	ptg000015l	5259250	5260940	+	1691	61.06	48.57	30.86	16.71	105.93
lncRNA_13866	ptg000015l	5261638	5261871	+	234	0	1	34	0	27
lncRNA_13867	ptg000015l	5264263	5265227	+	965	0	0	16	12	90
lncRNA_13868	ptg000015l	5268203	5269408	+	1206	101.78	75.10	7.67	131.90	81.07
lncRNA_13869	ptg000015l	5269850	5270873	+	1024	945.50	745	18	1468	654
lncRNA_13870	ptg000015l	5276621	5276821	+	201	0	0	13	0	51.50
lncRNA_13871	ptg000015l	5280771	5283049	+	2279	0	0	46	11	175
lncRNA_13872	ptg000015l	5284919	5286582	+	1664	4	3	91	0	201
lncRNA_13873	ptg000015l	5296215	5296422	+	208	1.50	0	12	0	1
lncRNA_13874	ptg000015l	5308338	5309265	+	928	0	0	122	10	122
lncRNA_13875	ptg000015l	5323576	5324273	+	698	0	0	29	8	170
lncRNA_13876	ptg000015l	5331562	5331996	+	435	0	0	2	2	44
lncRNA_13877	ptg000015l	5337449	5338566	+	1118	19.36	3.69	14.02	6.17	76.72
lncRNA_13878	ptg000015l	5350939	5351393	+	455	6	0	24	0	55
lncRNA_13879	ptg000015l	5352630	5352966	+	337	14	0	8	30	11
lncRNA_13880	ptg000015l	5357797	5361152	+	3356	82.07	97.09	107.17	141.57	292.80
lncRNA_13881	ptg000015l	5361520	5362763	+	1244	2	0	87	12	164
lncRNA_13882	ptg000015l	5375501	5375820	+	320	50.85	6.44	8.47	4.12	7.14
lncRNA_13883	ptg000015l	5432346	5432623	+	278	2	0	10	1	47
lncRNA_13884	ptg000015l	5440880	5441585	+	706	10	0	51	4	74
lncRNA_13885	ptg000015l	5444063	5444268	+	206	7.28	39.93	5.17	96.03	47.17
lncRNA_13886	ptg000015l	5447473	5447923	+	451	18	0	36	6	86
lncRNA_13887	ptg000015l	5454055	5455141	+	1087	24	0	81	0	246
lncRNA_13888	ptg000015l	5459572	5460199	+	628	3	0	24	0	78
lncRNA_13889	ptg000015l	5463759	5464169	+	411	7	1	24	0	16
lncRNA_13890	ptg000015l	5488056	5489071	+	1016	16.19	11.78	13.56	8.96	86.77
lncRNA_13891	ptg000015l	5501745	5502127	+	383	2.15	0.60	26.58	0	20.28
lncRNA_13892	ptg000015l	5510479	5510750	+	272	0	0	0	0	27.50
lncRNA_13893	ptg000015l	5511859	5512682	+	824	16	0	49	4	164
lncRNA_13894	ptg000015l	5516216	5517378	+	1163	4.75	0	64	2	92
lncRNA_13895	ptg000015l	5519438	5519823	+	386	0.67	0	0	52.48	0
lncRNA_13896	ptg000015l	5524194	5524628	+	435	0	0	0	0	79
lncRNA_13897	ptg000015l	5525253	5525814	+	562	0	0	17	4	52.67
lncRNA_13898	ptg000015l	5534100	5535320	+	1221	43	0.33	25.50	2	199.75
lncRNA_13899	ptg000015l	5544441	5544827	+	387	0	0	16	0	31
lncRNA_13900	ptg000015l	5546575	5547114	+	540	15.50	12	19.33	11	57.33
lncRNA_13901	ptg000015l	5549684	5549930	+	247	2.33	0	7.33	1.17	32.71
lncRNA_13902	ptg000015l	5550376	5550589	+	214	0	0	11	0	17
lncRNA_13903	ptg000015l	5591269	5592098	+	830	18	0	144	2	171
lncRNA_13904	ptg000015l	5597613	5599123	+	1511	2.50	0	21	2	145.50
lncRNA_13905	ptg000015l	5607398	5608325	+	928	10.50	0	30.16	1.62	112.57
lncRNA_13906	ptg000015l	5621649	5622684	+	1036	0	0	35.50	2	79
lncRNA_13907	ptg000015l	5622933	5625355	+	2423	0	0	60	6.50	253.17
lncRNA_13908	ptg000015l	5626849	5627421	+	573	0	0	58.50	0	44
lncRNA_13909	ptg000015l	5627885	5628293	+	409	0	0	7	0	56
lncRNA_13910	ptg000015l	5642171	5642917	+	747	0	0	44.50	14	175
lncRNA_13911	ptg000015l	5644438	5645043	+	606	89.25	10.60	4.77	1.53	33.04
lncRNA_13912	ptg000015l	5652367	5653605	+	1239	0	0	50	2.50	143
lncRNA_13913	ptg000015l	5655149	5655649	+	501	37.50	12.75	22.14	52.95	24.28
lncRNA_13914	ptg000015l	5665664	5666788	+	1125	1.10	2.70	8.30	9.22	84.21
lncRNA_13915	ptg000015l	5672016	5672630	+	615	0	0	16	0	59
lncRNA_13916	ptg000015l	5679581	5680210	+	630	3	0	36	0	129
lncRNA_13917	ptg000015l	5690081	5691697	+	1617	0	0	64	4	199.50
lncRNA_13918	ptg000015l	5695761	5696345	+	585	0	0	16.50	0	38
lncRNA_13919	ptg000015l	5700776	5701231	+	456	0	0	30.50	0	42.50
lncRNA_13920	ptg000015l	5703136	5703707	+	572	0	0	49.50	10	41.50
lncRNA_13921	ptg000015l	5712170	5713625	+	1456	0.50	0	24	9	213
lncRNA_13922	ptg000015l	5715371	5716044	+	674	0	0	15.50	0	51.50
lncRNA_13923	ptg000015l	5717918	5718735	+	818	0	0	14	0	58.25
lncRNA_13924	ptg000015l	5719279	5720377	+	1099	0	0	34.50	0	109.25
lncRNA_13925	ptg000015l	5721727	5723333	+	1607	0.76	7.67	28.50	2.03	266.69
lncRNA_13926	ptg000015l	5725841	5726067	+	227	0	0	4	0	23
lncRNA_13927	ptg000015l	5729003	5730150	+	1148	0	0	68.50	2	74.33
lncRNA_13928	ptg000015l	5734762	5735888	+	1127	2	0	29.08	0	172.00
lncRNA_13929	ptg000015l	5758174	5758430	+	257	5	1	21.50	0	0
lncRNA_13930	ptg000015l	5788307	5788545	+	239	0	0	23	5	53
lncRNA_13931	ptg000015l	5796086	5796672	+	587	0	0	19	0	67.50
lncRNA_13932	ptg000015l	5802992	5803564	+	573	0	0	45	6	144.50
lncRNA_13933	ptg000015l	5820223	5821032	+	810	4.67	0	41.45	0	57.72
lncRNA_13934	ptg000015l	5845040	5845654	+	615	6	0	5	1.33	89
lncRNA_13935	ptg000015l	5852569	5853367	+	799	7	3	23	5	70.50
lncRNA_13936	ptg000015l	5854185	5854645	+	461	0	32.33	4	42	3
lncRNA_13937	ptg000015l	5868972	5869606	+	635	0	0	22	2	89.50
lncRNA_13938	ptg000015l	5870716	5871817	+	1102	7.50	0	34	0	109.50
lncRNA_13939	ptg000015l	5874759	5875509	+	751	0.25	0	36.58	10.50	67.82
lncRNA_13940	ptg000015l	5882282	5882592	+	311	27	0	26	16	0.50
lncRNA_13941	ptg000015l	5899078	5900198	+	1121	7	0	120	2	303
lncRNA_13942	ptg000015l	5983600	5984023	+	424	20	2	112.50	2	431
lncRNA_13943	ptg000015l	5984363	5984603	+	241	0.25	0	18	0	1
lncRNA_13944	ptg000015l	5991296	5992266	+	971	7.16	1.70	97.52	10.18	346.90
lncRNA_13945	ptg000015l	5994842	5995094	+	253	0	0	20	2	12
lncRNA_13946	ptg000015l	5999444	6000349	+	906	16.20	2	48.57	5	67.48
lncRNA_13947	ptg000015l	6003093	6003341	+	249	0	0	21.50	3	39
lncRNA_13948	ptg000015l	6004720	6005026	+	307	0	0	21	0	88
lncRNA_13949	ptg000015l	6010056	6010600	+	545	0	0.33	37.67	0	95.17
lncRNA_13950	ptg000015l	6018691	6019809	+	1119	63.65	5.18	56.61	4.76	102.09
lncRNA_13951	ptg000015l	6032506	6032719	+	214	22	0	0	0	9
lncRNA_13952	ptg000015l	6033350	6033732	+	383	17.14	0	124.60	6.50	0
lncRNA_13953	ptg000015l	6059129	6059622	+	494	12	0	17	0	47
lncRNA_13954	ptg000015l	6061263	6062173	+	911	50	2	39	8	261.50
lncRNA_13955	ptg000015l	6063523	6064096	+	574	4	0.12	2	0	76
lncRNA_13956	ptg000015l	6069322	6069651	+	330	0	0	0	0	22
lncRNA_13957	ptg000015l	6088727	6089323	+	597	0	0	36	0	47.50
lncRNA_13958	ptg000015l	6090107	6091740	+	1634	2	0	48	0	129.50
lncRNA_13959	ptg000015l	6100714	6102208	+	1495	29	5.20	18.50	3.67	139.50
lncRNA_13960	ptg000015l	6103267	6104566	+	1300	26.33	18.33	24	0	157.07
lncRNA_13961	ptg000015l	6110686	6111060	+	375	0	0	26	0	7
lncRNA_13962	ptg000015l	6112436	6113249	+	814	18	0	4	7	101
lncRNA_13963	ptg000015l	6113490	6114769	+	1280	41	2	46	29	181
lncRNA_13964	ptg000015l	6116043	6116677	+	635	0	0	6	5	133.25
lncRNA_13965	ptg000015l	6120022	6121769	+	1748	36	7	37	1	139.75
lncRNA_13966	ptg000015l	6131635	6131901	+	267	0.50	0.10	0.88	0	25.63
lncRNA_13967	ptg000015l	6148443	6149169	+	727	14	0	0	0	57
lncRNA_13968	ptg000015l	6167171	6167393	+	223	8	0	3	0	20
lncRNA_13969	ptg000015l	6176989	6178030	+	1042	0	0	29	0	74
lncRNA_13970	ptg000015l	6200273	6200737	+	465	2	0	0	54.50	3
lncRNA_13971	ptg000015l	6200993	6201243	+	251	6	0	10	34	18.50
lncRNA_13972	ptg000015l	6222371	6222956	+	586	12	2	25	0	48
lncRNA_13973	ptg000015l	6231048	6231810	+	763	27	2	15	25	81
lncRNA_13974	ptg000015l	6232097	6232495	+	399	3	0	20	2	41
lncRNA_13975	ptg000015l	6253274	6253858	+	585	2	2	10	0	101
lncRNA_13976	ptg000015l	6259570	6259797	+	228	0	0	23.50	2	5
lncRNA_13977	ptg000015l	6260876	6262618	+	1743	47.17	273.30	39.17	0	146.00
lncRNA_13978	ptg000015l	6292250	6292472	+	223	22	4	0	11.33	0
lncRNA_13979	ptg000015l	6293025	6295354	+	2330	101.00	29.67	77.67	70.52	258.96
lncRNA_13980	ptg000015l	6344274	6345034	+	761	16.50	0	99.00	2	149.00
lncRNA_13981	ptg000015l	6369191	6369461	+	271	2	0	18.40	0	8.17
lncRNA_13982	ptg000015l	6393830	6394201	+	372	1	0	16	19	12
lncRNA_13983	ptg000015l	6401696	6402974	+	1279	0	0	49	0	91.33
lncRNA_13984	ptg000015l	6403320	6403980	+	661	0	0	0	0	45
lncRNA_13985	ptg000015l	6405494	6405946	+	453	0	0	26	2	25
lncRNA_13986	ptg000015l	6411508	6411837	+	330	0	0	4	2.50	38.50
lncRNA_13987	ptg000015l	6421855	6422406	+	552	0	0	0	15	55.33
lncRNA_13988	ptg000015l	6423935	6424453	+	519	1.36	0	56	3	104
lncRNA_13989	ptg000015l	6436177	6436477	+	301	2	3	5	9.60	50.67
lncRNA_13990	ptg000015l	6443475	6444435	+	961	0.43	0	38.67	3.33	91.83
lncRNA_13991	ptg000015l	6446838	6447396	+	559	0	2	2	3	56.50
lncRNA_13992	ptg000015l	6454123	6454457	+	335	0	0	3	1	27
lncRNA_13993	ptg000015l	6479544	6479913	+	370	0	0	3	0	28
lncRNA_13994	ptg000015l	6483204	6483420	+	217	4	0	0.75	29.08	1.75
lncRNA_13995	ptg000015l	6515261	6515926	+	666	0	0	7	0	63.50
lncRNA_13996	ptg000015l	6525049	6526271	+	1223	26.20	9.14	8.25	0.65	78.11
lncRNA_13997	ptg000015l	6570743	6571233	+	491	0	0	24	0	0
lncRNA_13998	ptg000015l	6572245	6572455	+	211	24.47	6.73	3.04	10.73	0
lncRNA_13999	ptg000015l	6585867	6586924	+	1058	0	0	26	2	98.50
lncRNA_14000	ptg000015l	6588028	6588372	+	345	0	2	25	0	89
lncRNA_14001	ptg000015l	6608747	6609107	+	361	0	0	3	0	30
lncRNA_14002	ptg000015l	6611365	6612278	+	914	0	0	16	0	70
lncRNA_14003	ptg000015l	6615219	6615531	+	313	0	0	0	0	44
lncRNA_14004	ptg000015l	6636508	6636801	+	294	0	0	0	0	34
lncRNA_14005	ptg000015l	6678741	6679265	+	525	2.58	0	2	4	57.67
lncRNA_14006	ptg000015l	6680219	6681431	+	1213	2.50	0	0	0	117.45
lncRNA_14007	ptg000015l	6746568	6747469	+	902	77.70	3	2.00	5	83.52
lncRNA_14008	ptg000015l	6762363	6763124	+	762	6.33	3	0.90	6.17	173.79
lncRNA_14009	ptg000015l	6771848	6774001	+	2154	0	0	0	0	202
lncRNA_14010	ptg000015l	6791083	6791749	+	667	2.37	0	3.28	0.10	129.27
lncRNA_14011	ptg000015l	6815446	6815702	+	257	0	0	0	3	31
lncRNA_14012	ptg000015l	6816508	6817416	+	909	2	0	0	5	227.25
lncRNA_14013	ptg000015l	6819456	6819738	+	283	0	0	0	0	30
lncRNA_14014	ptg000015l	6832425	6833082	+	658	0	0.60	2.10	2	71
lncRNA_14015	ptg000015l	6839131	6839566	+	436	2	0	0	0	42
lncRNA_14016	ptg000015l	6851626	6852413	+	788	0	0	59.33	29.33	0
lncRNA_14017	ptg000015l	6862336	6862894	+	559	0	0	0	0	47
lncRNA_14018	ptg000015l	6877279	6878452	+	1174	0	0	0	0	127.83
lncRNA_14019	ptg000015l	6880307	6881655	+	1349	1	0	0	21.50	204
lncRNA_14020	ptg000015l	6903869	6904597	+	729	0	0	0	4	81
lncRNA_14021	ptg000015l	6905681	6905907	+	227	0	0	0	0	29
lncRNA_14022	ptg000015l	6915049	6915631	+	583	2	0	2	0	161
lncRNA_14023	ptg000015l	6923763	6924253	+	491	0	0	0	2	137
lncRNA_14024	ptg000015l	6925943	6926495	+	553	0	0	0	0	57
lncRNA_14025	ptg000015l	6932926	6933451	+	526	0	0	1	2	112
lncRNA_14026	ptg000015l	6943105	6943410	+	306	6.69	0	7	0	44.91
lncRNA_14027	ptg000015l	6951516	6952040	+	525	0.42	0.20	0	0.56	36.81
lncRNA_14028	ptg000015l	6984847	6985238	+	392	0	0	0	12	92
lncRNA_14029	ptg000015l	7027114	7027346	+	233	0	0	0	24	0
lncRNA_14030	ptg000015l	7034408	7035255	+	848	28	0	15.17	3	77.90
lncRNA_14031	ptg000015l	7059448	7060429	+	982	2	1	1	5	283
lncRNA_14032	ptg000015l	7069111	7069434	+	324	0	0	0	13	248
lncRNA_14033	ptg000015l	7071795	7073213	+	1419	1	0	4	0	156
lncRNA_14034	ptg000015l	7073433	7074913	+	1481	21.50	0	0	8	117.95
lncRNA_14035	ptg000015l	7081283	7081505	+	223	9.50	0	5	3	19
lncRNA_14036	ptg000015l	7082366	7082700	+	335	59.44	4.84	7.76	5.63	14.25
lncRNA_14037	ptg000015l	7128356	7128631	+	276	23	0	8	0	25
lncRNA_14038	ptg000015l	7174565	7174778	+	214	3	0	0.25	29	3.25
lncRNA_14039	ptg000015l	7179964	7180212	+	249	35.42	20.68	6.73	18.76	0.50
lncRNA_14040	ptg000015l	7180862	7182748	+	1887	25.52	39.48	35.33	30.56	177.27
lncRNA_14041	ptg000015l	7224988	7225795	+	808	4	0	0	0	97
lncRNA_14042	ptg000015l	7286960	7287926	+	967	51.47	53.89	36.62	17.94	63.86
lncRNA_14043	ptg000015l	7617332	7617735	+	404	0	0	1	0	117.43
lncRNA_14044	ptg000015l	7639283	7639505	+	223	24	0.67	0	0	0
lncRNA_14045	ptg000015l	7706349	7706719	+	371	22.83	46.33	5.83	31.17	31.33
lncRNA_14046	ptg000015l	7726076	7726631	+	556	2	0	7	2	45
lncRNA_14047	ptg000015l	7755056	7756568	+	1513	154	14.50	64	5	693
lncRNA_14048	ptg000015l	7757664	7757879	+	216	1	0	0	0	21
lncRNA_14049	ptg000015l	7758248	7758924	+	677	3.81	0.33	18.91	71.11	48.87
lncRNA_14050	ptg000015l	7760598	7761321	+	724	24	0	36	0	78
lncRNA_14051	ptg000015l	7765841	7766161	+	321	36.01	0.20	5.80	6.88	6.60
lncRNA_14052	ptg000015l	7776064	7776305	+	242	5	12	13.25	0	98.67
lncRNA_14053	ptg000015l	7830562	7830763	+	202	26.73	8.15	3.98	21.34	5.49
lncRNA_14054	ptg000015l	7832366	7833017	+	652	0	0	2.83	0	118.49
lncRNA_14055	ptg000015l	7841571	7841777	+	207	0	146.64	0	0	4
lncRNA_14056	ptg000015l	7849306	7849584	+	279	38.36	45.31	8.32	2.22	30.60
lncRNA_14057	ptg000015l	7858594	7859381	+	788	0	0	0	7	159
lncRNA_14058	ptg000015l	7886739	7887003	+	265	0	0	0	0	34
lncRNA_14059	ptg000015l	7888329	7888875	+	547	0	0	0	0	45
lncRNA_14060	ptg000015l	7895555	7896963	+	1409	0	0	0	0	179
lncRNA_14061	ptg000015l	7897719	7898102	+	384	2	1	11.75	19	37.83
lncRNA_14062	ptg000015l	7899010	7899886	+	877	67.97	94.50	61.10	0	4
lncRNA_14063	ptg000015l	7905541	7905785	+	245	0	0	0	0	45
lncRNA_14064	ptg000015l	7921876	7922359	+	484	4.43	9.47	7.49	24.45	117.18
lncRNA_14065	ptg000015l	7997018	7997460	+	443	8	0	0	2	192
lncRNA_14066	ptg000015l	8004105	8005051	+	947	0	0	0	6	127
lncRNA_14067	ptg000015l	8011639	8012139	+	501	0	0	0	0	57
lncRNA_14068	ptg000015l	8053983	8055170	+	1188	10.35	2.40	0	5.50	147.94
lncRNA_14069	ptg000015l	8059252	8059729	+	478	0	0	0	2	44
lncRNA_14070	ptg000015l	8080984	8081784	+	801	42.67	1	1	0	318
lncRNA_14071	ptg000015l	8090775	8091918	+	1144	21	0	17.33	10	189.33
lncRNA_14072	ptg000015l	8092267	8093111	+	845	11	0	0	5	207
lncRNA_14073	ptg000015l	8192292	8192575	+	284	49.33	47	10	13.50	2.50
lncRNA_14074	ptg000015l	8205491	8205724	+	234	28.31	7.50	25.50	29.45	4.67
lncRNA_14075	ptg000015l	8209479	8210516	+	1038	33	2	31	0	91
lncRNA_14076	ptg000015l	8222610	8222819	+	210	0	0	10	0	22
lncRNA_14077	ptg000015l	8225388	8225593	+	206	1	15	0	12	7
lncRNA_14078	ptg000015l	8226249	8226501	+	253	4	0	12	0	46
lncRNA_14079	ptg000015l	8259779	8260177	+	399	5	40.33	0	14	0
lncRNA_14080	ptg000015l	8261722	8262117	+	396	0	14	0	32.25	4
lncRNA_14081	ptg000015l	8265839	8266121	+	283	8	0	3	2	24
lncRNA_14082	ptg000015l	8298341	8298608	+	268	0	0	0.29	0	24
lncRNA_14083	ptg000015l	8319323	8319844	+	522	12	4	8	14	77
lncRNA_14084	ptg000015l	8324073	8324723	+	651	107.75	4.33	93.98	24.00	283.21
lncRNA_14085	ptg000015l	8350239	8350827	+	589	20	0	2	2	75
